2277 5897
2/1 2.0 1.0
1/10 1.0 10.0
12/17 12.0 17.0
17/14 17.0 14.0
29/29 29.0 29.0
23/12 23.0 12.0
36/39 36.0 39.0
16/3 16.0 3.0
38/26 38.0 26.0
1/12 1.0 12.0
40/14 40.0 14.0
31/13 31.0 13.0
26/50 26.0 50.0
27/2 27.0 2.0
46/35 46.0 35.0
41/26 41.0 26.0
8/12 8.0 12.0
24/36 24.0 36.0
51/28 51.0 28.0
7/8 7.0 8.0
40/20 40.0 20.0
33/46 33.0 46.0
8/6 8.0 6.0
29/17 29.0 17.0
48/29 48.0 29.0
4/46 4.0 46.0
3/44 3.0 44.0
43/24 43.0 24.0
10/1 10.0 1.0
5/28 5.0 28.0
41/41 41.0 41.0
48/38 48.0 38.0
51/49 51.0 49.0
47/4 47.0 4.0
46/47 46.0 47.0
47/27 47.0 27.0
49/6 49.0 6.0
24/48 24.0 48.0
17/17 17.0 17.0
14/12 14.0 12.0
28/22 28.0 22.0
36/19 36.0 19.0
41/44 41.0 44.0
42/49 42.0 49.0
44/45 44.0 45.0
37/14 37.0 14.0
33/13 33.0 13.0
2/13 2.0 13.0
12/39 12.0 39.0
4/41 4.0 41.0
32/5 32.0 5.0
47/29 47.0 29.0
28/27 28.0 27.0
42/36 42.0 36.0
27/49 27.0 49.0
36/6 36.0 6.0
24/28 24.0 28.0
43/26 43.0 26.0
20/17 20.0 17.0
25/41 25.0 41.0
24/39 24.0 39.0
35/39 35.0 39.0
15/42 15.0 42.0
21/51 21.0 51.0
36/28 36.0 28.0
25/25 25.0 25.0
42/33 42.0 33.0
45/12 45.0 12.0
35/16 35.0 16.0
16/45 16.0 45.0
2/33 2.0 33.0
41/51 41.0 51.0
1/15 1.0 15.0
16/8 16.0 8.0
23/46 23.0 46.0
25/5 25.0 5.0
27/48 27.0 48.0
4/10 4.0 10.0
8/8 8.0 8.0
35/9 35.0 9.0
17/24 17.0 24.0
39/11 39.0 11.0
31/36 31.0 36.0
6/39 6.0 39.0
13/28 13.0 28.0
44/11 44.0 11.0
14/16 14.0 16.0
26/5 26.0 5.0
45/11 45.0 11.0
36/51 36.0 51.0
14/34 14.0 34.0
26/3 26.0 3.0
1/28 1.0 28.0
24/49 24.0 49.0
43/21 43.0 21.0
22/50 22.0 50.0
36/4 36.0 4.0
34/10 34.0 10.0
3/48 3.0 48.0
45/23 45.0 23.0
40/16 40.0 16.0
43/30 43.0 30.0
15/43 15.0 43.0
28/44 28.0 44.0
4/45 4.0 45.0
14/49 14.0 49.0
31/25 31.0 25.0
26/4 26.0 4.0
46/19 46.0 19.0
37/17 37.0 17.0
22/43 22.0 43.0
33/16 33.0 16.0
34/3 34.0 3.0
6/44 6.0 44.0
31/1 31.0 1.0
33/11 33.0 11.0
29/44 29.0 44.0
11/31 11.0 31.0
20/7 20.0 7.0
46/32 46.0 32.0
48/37 48.0 37.0
33/4 33.0 4.0
40/29 40.0 29.0
51/20 51.0 20.0
37/41 37.0 41.0
40/3 40.0 3.0
10/37 10.0 37.0
41/35 41.0 35.0
15/22 15.0 22.0
47/47 47.0 47.0
27/45 27.0 45.0
42/10 42.0 10.0
44/40 44.0 40.0
43/29 43.0 29.0
19/51 19.0 51.0
14/45 14.0 45.0
42/4 42.0 4.0
36/34 36.0 34.0
11/43 11.0 43.0
40/13 40.0 13.0
30/34 30.0 34.0
26/49 26.0 49.0
32/33 32.0 33.0
12/1 12.0 1.0
28/26 28.0 26.0
22/5 22.0 5.0
11/42 11.0 42.0
21/48 21.0 48.0
31/2 31.0 2.0
43/43 43.0 43.0
5/45 5.0 45.0
32/32 32.0 32.0
5/30 5.0 30.0
21/20 21.0 20.0
18/3 18.0 3.0
35/28 35.0 28.0
12/46 12.0 46.0
31/7 31.0 7.0
24/20 24.0 20.0
40/42 40.0 42.0
19/16 19.0 16.0
46/22 46.0 22.0
11/17 11.0 17.0
44/44 44.0 44.0
2/18 2.0 18.0
9/23 9.0 23.0
16/14 16.0 14.0
12/47 12.0 47.0
45/50 45.0 50.0
51/7 51.0 7.0
43/20 43.0 20.0
51/12 51.0 12.0
43/19 43.0 19.0
48/25 48.0 25.0
38/1 38.0 1.0
8/44 8.0 44.0
6/21 6.0 21.0
21/2 21.0 2.0
41/30 41.0 30.0
41/46 41.0 46.0
41/49 41.0 49.0
15/14 15.0 14.0
15/47 15.0 47.0
40/36 40.0 36.0
14/11 14.0 11.0
42/47 42.0 47.0
13/23 13.0 23.0
40/47 40.0 47.0
26/47 26.0 47.0
15/46 15.0 46.0
41/37 41.0 37.0
42/1 42.0 1.0
50/15 50.0 15.0
7/35 7.0 35.0
24/11 24.0 11.0
36/2 36.0 2.0
3/12 3.0 12.0
39/29 39.0 29.0
6/16 6.0 16.0
27/21 27.0 21.0
45/30 45.0 30.0
5/27 5.0 27.0
20/18 20.0 18.0
30/30 30.0 30.0
44/28 44.0 28.0
47/8 47.0 8.0
38/43 38.0 43.0
48/10 48.0 10.0
46/26 46.0 26.0
35/40 35.0 40.0
7/49 7.0 49.0
1/3 1.0 3.0
29/12 29.0 12.0
15/35 15.0 35.0
4/21 4.0 21.0
44/35 44.0 35.0
33/24 33.0 24.0
3/20 3.0 20.0
38/3 38.0 3.0
12/5 12.0 5.0
45/33 45.0 33.0
9/17 9.0 17.0
14/4 14.0 4.0
48/50 48.0 50.0
41/20 41.0 20.0
3/6 3.0 6.0
13/46 13.0 46.0
18/50 18.0 50.0
29/20 29.0 20.0
48/26 48.0 26.0
20/9 20.0 9.0
42/35 42.0 35.0
44/2 44.0 2.0
22/24 22.0 24.0
18/48 18.0 48.0
8/1 8.0 1.0
1/38 1.0 38.0
4/39 4.0 39.0
33/25 33.0 25.0
31/49 31.0 49.0
48/2 48.0 2.0
7/23 7.0 23.0
19/49 19.0 49.0
32/16 32.0 16.0
19/6 19.0 6.0
26/17 26.0 17.0
50/50 50.0 50.0
12/35 12.0 35.0
16/27 16.0 27.0
17/30 17.0 30.0
27/10 27.0 10.0
39/1 39.0 1.0
6/7 6.0 7.0
11/18 11.0 18.0
4/49 4.0 49.0
17/4 17.0 4.0
19/42 19.0 42.0
49/46 49.0 46.0
50/48 50.0 48.0
11/16 11.0 16.0
49/31 49.0 31.0
49/15 49.0 15.0
7/36 7.0 36.0
19/40 19.0 40.0
10/51 10.0 51.0
51/35 51.0 35.0
26/39 26.0 39.0
42/9 42.0 9.0
47/39 47.0 39.0
44/12 44.0 12.0
11/14 11.0 14.0
2/6 2.0 6.0
5/40 5.0 40.0
14/2 14.0 2.0
36/1 36.0 1.0
11/39 11.0 39.0
37/43 37.0 43.0
47/23 47.0 23.0
40/25 40.0 25.0
6/22 6.0 22.0
37/9 37.0 9.0
51/43 51.0 43.0
13/25 13.0 25.0
26/40 26.0 40.0
42/18 42.0 18.0
20/10 20.0 10.0
1/14 1.0 14.0
48/4 48.0 4.0
27/20 27.0 20.0
31/11 31.0 11.0
35/13 35.0 13.0
47/12 47.0 12.0
18/13 18.0 13.0
18/28 18.0 28.0
36/18 36.0 18.0
26/41 26.0 41.0
36/13 36.0 13.0
14/10 14.0 10.0
35/5 35.0 5.0
18/8 18.0 8.0
46/14 46.0 14.0
49/20 49.0 20.0
47/9 47.0 9.0
7/40 7.0 40.0
9/29 9.0 29.0
28/8 28.0 8.0
30/9 30.0 9.0
31/17 31.0 17.0
16/48 16.0 48.0
18/43 18.0 43.0
8/36 8.0 36.0
38/7 38.0 7.0
41/11 41.0 11.0
23/28 23.0 28.0
38/15 38.0 15.0
31/38 31.0 38.0
49/39 49.0 39.0
4/17 4.0 17.0
9/38 9.0 38.0
35/30 35.0 30.0
18/34 18.0 34.0
4/44 4.0 44.0
8/34 8.0 34.0
15/20 15.0 20.0
5/7 5.0 7.0
49/40 49.0 40.0
16/33 16.0 33.0
20/5 20.0 5.0
41/12 41.0 12.0
3/41 3.0 41.0
9/45 9.0 45.0
9/47 9.0 47.0
10/14 10.0 14.0
19/31 19.0 31.0
29/48 29.0 48.0
20/2 20.0 2.0
25/22 25.0 22.0
47/37 47.0 37.0
11/34 11.0 34.0
17/49 17.0 49.0
21/5 21.0 5.0
11/9 11.0 9.0
22/47 22.0 47.0
46/42 46.0 42.0
6/13 6.0 13.0
6/9 6.0 9.0
22/31 22.0 31.0
22/11 22.0 11.0
11/30 11.0 30.0
19/29 19.0 29.0
32/38 32.0 38.0
15/34 15.0 34.0
21/19 21.0 19.0
23/49 23.0 49.0
3/35 3.0 35.0
14/17 14.0 17.0
13/15 13.0 15.0
20/4 20.0 4.0
7/10 7.0 10.0
26/14 26.0 14.0
29/5 29.0 5.0
38/32 38.0 32.0
47/17 47.0 17.0
28/14 28.0 14.0
12/9 12.0 9.0
41/42 41.0 42.0
12/51 12.0 51.0
7/39 7.0 39.0
10/38 10.0 38.0
8/30 8.0 30.0
7/38 7.0 38.0
15/26 15.0 26.0
32/2 32.0 2.0
44/50 44.0 50.0
39/10 39.0 10.0
13/41 13.0 41.0
4/11 4.0 11.0
16/15 16.0 15.0
38/10 38.0 10.0
10/43 10.0 43.0
8/45 8.0 45.0
32/1 32.0 1.0
30/45 30.0 45.0
34/42 34.0 42.0
18/31 18.0 31.0
8/26 8.0 26.0
14/41 14.0 41.0
10/35 10.0 35.0
30/31 30.0 31.0
13/24 13.0 24.0
41/22 41.0 22.0
5/23 5.0 23.0
5/12 5.0 12.0
35/51 35.0 51.0
25/8 25.0 8.0
41/4 41.0 4.0
16/4 16.0 4.0
36/40 36.0 40.0
5/6 5.0 6.0
33/45 33.0 45.0
16/23 16.0 23.0
22/39 22.0 39.0
48/17 48.0 17.0
12/27 12.0 27.0
18/24 18.0 24.0
31/30 31.0 30.0
4/12 4.0 12.0
45/41 45.0 41.0
25/14 25.0 14.0
19/4 19.0 4.0
28/45 28.0 45.0
45/48 45.0 48.0
13/26 13.0 26.0
51/33 51.0 33.0
30/15 30.0 15.0
16/6 16.0 6.0
37/40 37.0 40.0
7/16 7.0 16.0
43/7 43.0 7.0
20/19 20.0 19.0
12/31 12.0 31.0
12/32 12.0 32.0
51/30 51.0 30.0
27/18 27.0 18.0
32/27 32.0 27.0
16/49 16.0 49.0
12/41 12.0 41.0
50/20 50.0 20.0
12/6 12.0 6.0
10/25 10.0 25.0
42/6 42.0 6.0
42/46 42.0 46.0
48/18 48.0 18.0
6/28 6.0 28.0
40/37 40.0 37.0
29/14 29.0 14.0
30/11 30.0 11.0
25/3 25.0 3.0
4/43 4.0 43.0
4/24 4.0 24.0
42/13 42.0 13.0
31/4 31.0 4.0
49/7 49.0 7.0
1/31 1.0 31.0
30/8 30.0 8.0
10/5 10.0 5.0
12/36 12.0 36.0
22/15 22.0 15.0
46/18 46.0 18.0
47/31 47.0 31.0
28/16 28.0 16.0
31/19 31.0 19.0
15/19 15.0 19.0
30/12 30.0 12.0
42/23 42.0 23.0
2/45 2.0 45.0
17/1 17.0 1.0
8/15 8.0 15.0
25/39 25.0 39.0
33/27 33.0 27.0
8/42 8.0 42.0
22/2 22.0 2.0
8/16 8.0 16.0
29/49 29.0 49.0
12/16 12.0 16.0
40/46 40.0 46.0
49/19 49.0 19.0
14/23 14.0 23.0
43/32 43.0 32.0
9/39 9.0 39.0
14/25 14.0 25.0
12/3 12.0 3.0
3/23 3.0 23.0
9/30 9.0 30.0
22/8 22.0 8.0
23/39 23.0 39.0
34/11 34.0 11.0
45/37 45.0 37.0
50/1 50.0 1.0
49/49 49.0 49.0
27/22 27.0 22.0
17/25 17.0 25.0
17/2 17.0 2.0
37/34 37.0 34.0
7/48 7.0 48.0
22/48 22.0 48.0
44/30 44.0 30.0
38/50 38.0 50.0
6/36 6.0 36.0
41/28 41.0 28.0
31/18 31.0 18.0
12/38 12.0 38.0
20/48 20.0 48.0
39/44 39.0 44.0
34/49 34.0 49.0
18/11 18.0 11.0
38/21 38.0 21.0
41/25 41.0 25.0
33/47 33.0 47.0
39/38 39.0 38.0
35/6 35.0 6.0
51/11 51.0 11.0
13/2 13.0 2.0
46/9 46.0 9.0
38/40 38.0 40.0
45/28 45.0 28.0
26/24 26.0 24.0
27/24 27.0 24.0
51/8 51.0 8.0
44/46 44.0 46.0
39/49 39.0 49.0
28/12 28.0 12.0
45/25 45.0 25.0
47/48 47.0 48.0
11/37 11.0 37.0
19/28 19.0 28.0
24/21 24.0 21.0
47/50 47.0 50.0
37/7 37.0 7.0
50/17 50.0 17.0
49/8 49.0 8.0
9/3 9.0 3.0
21/41 21.0 41.0
37/42 37.0 42.0
16/29 16.0 29.0
45/17 45.0 17.0
4/20 4.0 20.0
32/12 32.0 12.0
21/21 21.0 21.0
27/5 27.0 5.0
21/25 21.0 25.0
8/25 8.0 25.0
12/13 12.0 13.0
44/22 44.0 22.0
8/50 8.0 50.0
30/5 30.0 5.0
34/4 34.0 4.0
48/27 48.0 27.0
7/22 7.0 22.0
48/39 48.0 39.0
35/32 35.0 32.0
44/48 44.0 48.0
35/18 35.0 18.0
24/45 24.0 45.0
22/26 22.0 26.0
37/20 37.0 20.0
41/8 41.0 8.0
44/47 44.0 47.0
45/43 45.0 43.0
36/46 36.0 46.0
31/33 31.0 33.0
8/48 8.0 48.0
36/9 36.0 9.0
35/46 35.0 46.0
18/26 18.0 26.0
30/10 30.0 10.0
20/3 20.0 3.0
39/19 39.0 19.0
44/6 44.0 6.0
28/25 28.0 25.0
38/47 38.0 47.0
24/46 24.0 46.0
40/32 40.0 32.0
39/16 39.0 16.0
43/22 43.0 22.0
18/5 18.0 5.0
14/51 14.0 51.0
17/46 17.0 46.0
49/5 49.0 5.0
51/23 51.0 23.0
17/40 17.0 40.0
23/41 23.0 41.0
35/33 35.0 33.0
18/16 18.0 16.0
51/24 51.0 24.0
19/7 19.0 7.0
51/4 51.0 4.0
35/27 35.0 27.0
22/22 22.0 22.0
30/1 30.0 1.0
41/23 41.0 23.0
43/38 43.0 38.0
14/30 14.0 30.0
12/48 12.0 48.0
6/19 6.0 19.0
40/45 40.0 45.0
1/11 1.0 11.0
51/15 51.0 15.0
20/40 20.0 40.0
45/9 45.0 9.0
18/7 18.0 7.0
35/43 35.0 43.0
39/20 39.0 20.0
20/12 20.0 12.0
3/19 3.0 19.0
3/49 3.0 49.0
23/15 23.0 15.0
28/5 28.0 5.0
22/4 22.0 4.0
37/51 37.0 51.0
1/25 1.0 25.0
25/13 25.0 13.0
37/27 37.0 27.0
13/12 13.0 12.0
32/40 32.0 40.0
39/40 39.0 40.0
5/34 5.0 34.0
40/17 40.0 17.0
16/1 16.0 1.0
2/25 2.0 25.0
49/24 49.0 24.0
24/5 24.0 5.0
29/23 29.0 23.0
43/48 43.0 48.0
31/5 31.0 5.0
13/20 13.0 20.0
41/1 41.0 1.0
49/1 49.0 1.0
20/23 20.0 23.0
28/19 28.0 19.0
31/35 31.0 35.0
36/32 36.0 32.0
46/8 46.0 8.0
18/36 18.0 36.0
13/4 13.0 4.0
20/29 20.0 29.0
48/16 48.0 16.0
32/24 32.0 24.0
44/23 44.0 23.0
19/10 19.0 10.0
37/44 37.0 44.0
8/37 8.0 37.0
16/21 16.0 21.0
36/16 36.0 16.0
42/19 42.0 19.0
8/14 8.0 14.0
47/11 47.0 11.0
11/22 11.0 22.0
17/32 17.0 32.0
18/4 18.0 4.0
25/18 25.0 18.0
32/20 32.0 20.0
49/11 49.0 11.0
51/29 51.0 29.0
6/43 6.0 43.0
38/45 38.0 45.0
45/3 45.0 3.0
18/15 18.0 15.0
31/6 31.0 6.0
51/44 51.0 44.0
10/48 10.0 48.0
14/44 14.0 44.0
42/14 42.0 14.0
4/26 4.0 26.0
9/21 9.0 21.0
30/17 30.0 17.0
14/9 14.0 9.0
14/35 14.0 35.0
48/23 48.0 23.0
43/39 43.0 39.0
48/36 48.0 36.0
23/25 23.0 25.0
20/41 20.0 41.0
17/43 17.0 43.0
21/10 21.0 10.0
35/29 35.0 29.0
16/17 16.0 17.0
34/38 34.0 38.0
33/41 33.0 41.0
17/44 17.0 44.0
33/8 33.0 8.0
11/4 11.0 4.0
50/28 50.0 28.0
27/41 27.0 41.0
16/41 16.0 41.0
17/38 17.0 38.0
31/16 31.0 16.0
42/12 42.0 12.0
40/31 40.0 31.0
24/44 24.0 44.0
5/48 5.0 48.0
42/3 42.0 3.0
3/34 3.0 34.0
47/49 47.0 49.0
3/15 3.0 15.0
34/20 34.0 20.0
18/33 18.0 33.0
40/28 40.0 28.0
2/41 2.0 41.0
10/17 10.0 17.0
40/9 40.0 9.0
46/4 46.0 4.0
21/22 21.0 22.0
1/34 1.0 34.0
28/50 28.0 50.0
2/27 2.0 27.0
10/12 10.0 12.0
16/38 16.0 38.0
4/34 4.0 34.0
50/38 50.0 38.0
3/26 3.0 26.0
51/17 51.0 17.0
33/35 33.0 35.0
8/4 8.0 4.0
10/13 10.0 13.0
23/40 23.0 40.0
5/10 5.0 10.0
39/33 39.0 33.0
35/31 35.0 31.0
19/43 19.0 43.0
50/31 50.0 31.0
25/20 25.0 20.0
2/48 2.0 48.0
15/15 15.0 15.0
51/25 51.0 25.0
25/7 25.0 7.0
37/22 37.0 22.0
50/47 50.0 47.0
25/43 25.0 43.0
5/9 5.0 9.0
5/43 5.0 43.0
25/1 25.0 1.0
46/37 46.0 37.0
18/14 18.0 14.0
1/46 1.0 46.0
30/2 30.0 2.0
51/16 51.0 16.0
4/50 4.0 50.0
5/41 5.0 41.0
23/45 23.0 45.0
6/2 6.0 2.0
14/1 14.0 1.0
48/28 48.0 28.0
18/42 18.0 42.0
22/19 22.0 19.0
32/37 32.0 37.0
41/50 41.0 50.0
45/22 45.0 22.0
45/34 45.0 34.0
20/15 20.0 15.0
37/3 37.0 3.0
14/39 14.0 39.0
40/5 40.0 5.0
33/20 33.0 20.0
50/8 50.0 8.0
23/48 23.0 48.0
34/31 34.0 31.0
46/3 46.0 3.0
11/13 11.0 13.0
34/43 34.0 43.0
17/5 17.0 5.0
47/6 47.0 6.0
26/16 26.0 16.0
34/21 34.0 21.0
44/13 44.0 13.0
16/50 16.0 50.0
26/12 26.0 12.0
35/4 35.0 4.0
6/42 6.0 42.0
28/28 28.0 28.0
5/18 5.0 18.0
21/29 21.0 29.0
23/17 23.0 17.0
12/33 12.0 33.0
28/37 28.0 37.0
18/17 18.0 17.0
12/49 12.0 49.0
5/16 5.0 16.0
38/44 38.0 44.0
49/3 49.0 3.0
15/25 15.0 25.0
34/45 34.0 45.0
21/45 21.0 45.0
21/7 21.0 7.0
50/6 50.0 6.0
12/29 12.0 29.0
35/25 35.0 25.0
11/11 11.0 11.0
14/15 14.0 15.0
32/48 32.0 48.0
37/46 37.0 46.0
40/10 40.0 10.0
29/32 29.0 32.0
17/47 17.0 47.0
38/16 38.0 16.0
10/10 10.0 10.0
33/43 33.0 43.0
46/41 46.0 41.0
44/51 44.0 51.0
45/18 45.0 18.0
34/24 34.0 24.0
34/47 34.0 47.0
12/14 12.0 14.0
50/5 50.0 5.0
12/30 12.0 30.0
40/19 40.0 19.0
31/46 31.0 46.0
50/14 50.0 14.0
2/30 2.0 30.0
15/30 15.0 30.0
46/6 46.0 6.0
49/21 49.0 21.0
11/5 11.0 5.0
44/9 44.0 9.0
26/8 26.0 8.0
33/36 33.0 36.0
43/40 43.0 40.0
45/38 45.0 38.0
4/9 4.0 9.0
17/13 17.0 13.0
23/16 23.0 16.0
51/19 51.0 19.0
11/36 11.0 36.0
3/42 3.0 42.0
49/4 49.0 4.0
19/41 19.0 41.0
21/9 21.0 9.0
25/23 25.0 23.0
39/15 39.0 15.0
39/45 39.0 45.0
50/11 50.0 11.0
3/32 3.0 32.0
12/7 12.0 7.0
31/47 31.0 47.0
33/23 33.0 23.0
37/16 37.0 16.0
14/32 14.0 32.0
32/34 32.0 34.0
19/37 19.0 37.0
25/15 25.0 15.0
41/15 41.0 15.0
34/25 34.0 25.0
10/2 10.0 2.0
22/34 22.0 34.0
46/28 46.0 28.0
48/19 48.0 19.0
2/47 2.0 47.0
18/39 18.0 39.0
32/8 32.0 8.0
31/15 31.0 15.0
34/12 34.0 12.0
51/39 51.0 39.0
18/46 18.0 46.0
48/15 48.0 15.0
8/5 8.0 5.0
15/51 15.0 51.0
16/13 16.0 13.0
9/8 9.0 8.0
28/2 28.0 2.0
33/2 33.0 2.0
40/1 40.0 1.0
8/13 8.0 13.0
19/33 19.0 33.0
6/47 6.0 47.0
4/28 4.0 28.0
3/28 3.0 28.0
13/16 13.0 16.0
43/27 43.0 27.0
44/8 44.0 8.0
46/24 46.0 24.0
7/34 7.0 34.0
17/29 17.0 29.0
40/44 40.0 44.0
8/11 8.0 11.0
8/40 8.0 40.0
33/38 33.0 38.0
49/38 49.0 38.0
51/42 51.0 42.0
46/21 46.0 21.0
5/46 5.0 46.0
5/50 5.0 50.0
6/20 6.0 20.0
13/42 13.0 42.0
33/32 33.0 32.0
28/23 28.0 23.0
12/15 12.0 15.0
46/33 46.0 33.0
1/40 1.0 40.0
12/2 12.0 2.0
18/49 18.0 49.0
38/13 38.0 13.0
26/22 26.0 22.0
36/15 36.0 15.0
37/19 37.0 19.0
14/46 14.0 46.0
44/4 44.0 4.0
13/14 13.0 14.0
50/44 50.0 44.0
