852 2265
22/5 22.0 5.0
20/5 20.0 5.0
25/15 25.0 15.0
18/7 18.0 7.0
11/10 11.0 10.0
4/5 4.0 5.0
6/14 6.0 14.0
7/5 7.0 5.0
24/17 24.0 17.0
21/5 21.0 5.0
2/12 2.0 12.0
2/14 2.0 14.0
4/17 4.0 17.0
11/6 11.0 6.0
30/9 30.0 9.0
12/4 12.0 4.0
6/17 6.0 17.0
7/7 7.0 7.0
21/1 21.0 1.0
22/30 22.0 30.0
23/3 23.0 3.0
22/16 22.0 16.0
28/30 28.0 30.0
11/17 11.0 17.0
24/16 24.0 16.0
7/11 7.0 11.0
11/25 11.0 25.0
24/14 24.0 14.0
20/31 20.0 31.0
24/3 24.0 3.0
15/14 15.0 14.0
30/26 30.0 26.0
4/13 4.0 13.0
3/30 3.0 30.0
1/17 1.0 17.0
4/2 4.0 2.0
19/16 19.0 16.0
8/15 8.0 15.0
23/31 23.0 31.0
25/28 25.0 28.0
28/23 28.0 23.0
19/19 19.0 19.0
30/21 30.0 21.0
14/17 14.0 17.0
31/27 31.0 27.0
7/28 7.0 28.0
27/8 27.0 8.0
24/28 24.0 28.0
30/8 30.0 8.0
11/31 11.0 31.0
5/30 5.0 30.0
28/13 28.0 13.0
20/6 20.0 6.0
12/6 12.0 6.0
13/11 13.0 11.0
18/13 18.0 13.0
30/10 30.0 10.0
31/28 31.0 28.0
22/23 22.0 23.0
13/29 13.0 29.0
28/10 28.0 10.0
23/27 23.0 27.0
23/6 23.0 6.0
24/27 24.0 27.0
4/10 4.0 10.0
30/12 30.0 12.0
24/19 24.0 19.0
17/22 17.0 22.0
16/22 16.0 22.0
19/17 19.0 17.0
20/13 20.0 13.0
30/11 30.0 11.0
27/4 27.0 4.0
5/15 5.0 15.0
8/10 8.0 10.0
30/6 30.0 6.0
9/9 9.0 9.0
22/15 22.0 15.0
5/29 5.0 29.0
17/7 17.0 7.0
22/1 22.0 1.0
9/31 9.0 31.0
30/17 30.0 17.0
31/14 31.0 14.0
1/31 1.0 31.0
17/19 17.0 19.0
15/8 15.0 8.0
28/3 28.0 3.0
3/10 3.0 10.0
13/31 13.0 31.0
1/20 1.0 20.0
25/10 25.0 10.0
30/23 30.0 23.0
12/11 12.0 11.0
8/25 8.0 25.0
26/22 26.0 22.0
31/6 31.0 6.0
30/1 30.0 1.0
31/2 31.0 2.0
29/24 29.0 24.0
24/25 24.0 25.0
20/27 20.0 27.0
27/13 27.0 13.0
14/1 14.0 1.0
10/26 10.0 26.0
13/30 13.0 30.0
5/27 5.0 27.0
18/6 18.0 6.0
31/1 31.0 1.0
6/1 6.0 1.0
12/16 12.0 16.0
31/23 31.0 23.0
18/26 18.0 26.0
28/8 28.0 8.0
18/16 18.0 16.0
24/26 24.0 26.0
27/21 27.0 21.0
5/17 5.0 17.0
14/25 14.0 25.0
24/4 24.0 4.0
23/24 23.0 24.0
6/18 6.0 18.0
13/5 13.0 5.0
26/24 26.0 24.0
9/11 9.0 11.0
13/23 13.0 23.0
25/3 25.0 3.0
17/17 17.0 17.0
11/14 11.0 14.0
8/13 8.0 13.0
11/1 11.0 1.0
14/7 14.0 7.0
16/30 16.0 30.0
8/14 8.0 14.0
9/13 9.0 13.0
25/30 25.0 30.0
26/12 26.0 12.0
11/7 11.0 7.0
18/20 18.0 20.0
27/15 27.0 15.0
31/8 31.0 8.0
18/4 18.0 4.0
12/1 12.0 1.0
31/5 31.0 5.0
29/9 29.0 9.0
9/7 9.0 7.0
6/16 6.0 16.0
10/12 10.0 12.0
13/22 13.0 22.0
1/24 1.0 24.0
16/25 16.0 25.0
19/29 19.0 29.0
10/5 10.0 5.0
17/25 17.0 25.0
15/4 15.0 4.0
10/27 10.0 27.0
6/23 6.0 23.0
16/5 16.0 5.0
12/25 12.0 25.0
13/12 13.0 12.0
9/10 9.0 10.0
25/25 25.0 25.0
24/6 24.0 6.0
17/11 17.0 11.0
21/30 21.0 30.0
22/28 22.0 28.0
2/16 2.0 16.0
23/5 23.0 5.0
25/22 25.0 22.0
21/12 21.0 12.0
22/25 22.0 25.0
31/9 31.0 9.0
17/14 17.0 14.0
14/22 14.0 22.0
26/14 26.0 14.0
17/29 17.0 29.0
8/31 8.0 31.0
30/19 30.0 19.0
19/4 19.0 4.0
11/22 11.0 22.0
4/9 4.0 9.0
18/8 18.0 8.0
13/20 13.0 20.0
16/8 16.0 8.0
24/31 24.0 31.0
8/26 8.0 26.0
21/29 21.0 29.0
31/30 31.0 30.0
21/27 21.0 27.0
29/29 29.0 29.0
5/13 5.0 13.0
3/15 3.0 15.0
22/29 22.0 29.0
30/22 30.0 22.0
11/18 11.0 18.0
26/27 26.0 27.0
14/18 14.0 18.0
19/13 19.0 13.0
2/31 2.0 31.0
16/12 16.0 12.0
10/30 10.0 30.0
31/11 31.0 11.0
15/7 15.0 7.0
16/11 16.0 11.0
27/19 27.0 19.0
12/13 12.0 13.0
14/13 14.0 13.0
19/11 19.0 11.0
23/21 23.0 21.0
1/10 1.0 10.0
14/27 14.0 27.0
22/27 22.0 27.0
27/1 27.0 1.0
29/2 29.0 2.0
22/9 22.0 9.0
27/5 27.0 5.0
25/18 25.0 18.0
26/28 26.0 28.0
21/7 21.0 7.0
15/16 15.0 16.0
10/9 10.0 9.0
13/24 13.0 24.0
29/26 29.0 26.0
5/1 5.0 1.0
18/24 18.0 24.0
9/18 9.0 18.0
7/26 7.0 26.0
28/4 28.0 4.0
16/27 16.0 27.0
11/8 11.0 8.0
14/6 14.0 6.0
24/23 24.0 23.0
20/12 20.0 12.0
17/13 17.0 13.0
2/11 2.0 11.0
15/24 15.0 24.0
11/12 11.0 12.0
21/17 21.0 17.0
14/9 14.0 9.0
14/24 14.0 24.0
15/29 15.0 29.0
23/2 23.0 2.0
10/15 10.0 15.0
17/9 17.0 9.0
7/31 7.0 31.0
27/22 27.0 22.0
13/28 13.0 28.0
8/11 8.0 11.0
15/11 15.0 11.0
27/31 27.0 31.0
8/5 8.0 5.0
8/24 8.0 24.0
30/18 30.0 18.0
4/12 4.0 12.0
20/10 20.0 10.0
13/26 13.0 26.0
22/31 22.0 31.0
24/30 24.0 30.0
9/27 9.0 27.0
1/4 1.0 4.0
22/2 22.0 2.0
11/23 11.0 23.0
11/4 11.0 4.0
15/5 15.0 5.0
7/8 7.0 8.0
27/3 27.0 3.0
10/8 10.0 8.0
20/7 20.0 7.0
20/21 20.0 21.0
19/9 19.0 9.0
25/12 25.0 12.0
7/15 7.0 15.0
2/2 2.0 2.0
31/7 31.0 7.0
22/13 22.0 13.0
23/11 23.0 11.0
21/31 21.0 31.0
30/20 30.0 20.0
10/23 10.0 23.0
22/8 22.0 8.0
2/6 2.0 6.0
26/26 26.0 26.0
22/24 22.0 24.0
14/12 14.0 12.0
21/3 21.0 3.0
23/30 23.0 30.0
21/25 21.0 25.0
27/7 27.0 7.0
13/27 13.0 27.0
30/5 30.0 5.0
15/22 15.0 22.0
11/27 11.0 27.0
28/27 28.0 27.0
29/7 29.0 7.0
24/9 24.0 9.0
19/20 19.0 20.0
22/10 22.0 10.0
31/22 31.0 22.0
10/18 10.0 18.0
9/15 9.0 15.0
12/14 12.0 14.0
18/14 18.0 14.0
15/3 15.0 3.0
5/18 5.0 18.0
17/21 17.0 21.0
28/14 28.0 14.0
24/22 24.0 22.0
27/14 27.0 14.0
7/17 7.0 17.0
2/9 2.0 9.0
28/1 28.0 1.0
27/29 27.0 29.0
5/14 5.0 14.0
25/17 25.0 17.0
28/28 28.0 28.0
7/10 7.0 10.0
27/26 27.0 26.0
25/14 25.0 14.0
16/17 16.0 17.0
30/7 30.0 7.0
1/11 1.0 11.0
16/3 16.0 3.0
25/6 25.0 6.0
22/12 22.0 12.0
2/1 2.0 1.0
12/29 12.0 29.0
18/3 18.0 3.0
18/28 18.0 28.0
10/7 10.0 7.0
26/9 26.0 9.0
15/15 15.0 15.0
4/30 4.0 30.0
23/17 23.0 17.0
23/14 23.0 14.0
29/1 29.0 1.0
15/19 15.0 19.0
17/26 17.0 26.0
11/16 11.0 16.0
10/28 10.0 28.0
5/16 5.0 16.0
29/31 29.0 31.0
18/31 18.0 31.0
25/4 25.0 4.0
9/24 9.0 24.0
26/6 26.0 6.0
17/30 17.0 30.0
26/30 26.0 30.0
15/1 15.0 1.0
21/6 21.0 6.0
15/6 15.0 6.0
13/13 13.0 13.0
13/14 13.0 14.0
4/24 4.0 24.0
9/1 9.0 1.0
31/15 31.0 15.0
31/4 31.0 4.0
2/13 2.0 13.0
22/7 22.0 7.0
15/18 15.0 18.0
31/10 31.0 10.0
9/6 9.0 6.0
6/7 6.0 7.0
6/24 6.0 24.0
10/17 10.0 17.0
19/18 19.0 18.0
6/27 6.0 27.0
21/8 21.0 8.0
28/29 28.0 29.0
8/8 8.0 8.0
17/12 17.0 12.0
4/6 4.0 6.0
10/29 10.0 29.0
21/9 21.0 9.0
8/9 8.0 9.0
15/25 15.0 25.0
16/23 16.0 23.0
16/13 16.0 13.0
20/9 20.0 9.0
18/9 18.0 9.0
25/5 25.0 5.0
1/7 1.0 7.0
6/31 6.0 31.0
26/16 26.0 16.0
6/4 6.0 4.0
1/6 1.0 6.0
23/26 23.0 26.0
8/23 8.0 23.0
3/16 3.0 16.0
3/9 3.0 9.0
27/6 27.0 6.0
28/7 28.0 7.0
15/17 15.0 17.0
18/29 18.0 29.0
30/14 30.0 14.0
13/16 13.0 16.0
29/14 29.0 14.0
23/12 23.0 12.0
3/24 3.0 24.0
28/24 28.0 24.0
18/11 18.0 11.0
3/18 3.0 18.0
16/24 16.0 24.0
16/26 16.0 26.0
9/4 9.0 4.0
30/24 30.0 24.0
19/25 19.0 25.0
29/4 29.0 4.0
31/18 31.0 18.0
29/23 29.0 23.0
19/24 19.0 24.0
31/16 31.0 16.0
2/4 2.0 4.0
18/25 18.0 25.0
5/10 5.0 10.0
15/27 15.0 27.0
5/3 5.0 3.0
12/10 12.0 10.0
17/4 17.0 4.0
20/24 20.0 24.0
16/19 16.0 19.0
28/21 28.0 21.0
10/10 10.0 10.0
17/3 17.0 3.0
13/8 13.0 8.0
14/20 14.0 20.0
5/12 5.0 12.0
20/23 20.0 23.0
14/28 14.0 28.0
7/27 7.0 27.0
12/27 12.0 27.0
30/15 30.0 15.0
22/11 22.0 11.0
4/11 4.0 11.0
28/15 28.0 15.0
8/1 8.0 1.0
12/23 12.0 23.0
19/15 19.0 15.0
1/22 1.0 22.0
24/8 24.0 8.0
25/13 25.0 13.0
12/15 12.0 15.0
2/10 2.0 10.0
3/13 3.0 13.0
10/14 10.0 14.0
27/27 27.0 27.0
27/16 27.0 16.0
17/23 17.0 23.0
29/17 29.0 17.0
30/4 30.0 4.0
28/5 28.0 5.0
24/10 24.0 10.0
1/19 1.0 19.0
12/31 12.0 31.0
3/11 3.0 11.0
16/20 16.0 20.0
19/5 19.0 5.0
23/15 23.0 15.0
15/31 15.0 31.0
26/7 26.0 7.0
1/5 1.0 5.0
31/17 31.0 17.0
17/31 17.0 31.0
19/2 19.0 2.0
25/2 25.0 2.0
9/12 9.0 12.0
26/5 26.0 5.0
24/12 24.0 12.0
18/23 18.0 23.0
16/9 16.0 9.0
30/16 30.0 16.0
7/30 7.0 30.0
30/29 30.0 29.0
22/22 22.0 22.0
6/29 6.0 29.0
14/31 14.0 31.0
28/16 28.0 16.0
22/6 22.0 6.0
29/13 29.0 13.0
15/20 15.0 20.0
24/21 24.0 21.0
28/19 28.0 19.0
4/8 4.0 8.0
25/26 25.0 26.0
28/22 28.0 22.0
17/15 17.0 15.0
1/29 1.0 29.0
14/30 14.0 30.0
20/25 20.0 25.0
18/12 18.0 12.0
31/19 31.0 19.0
23/7 23.0 7.0
11/30 11.0 30.0
30/3 30.0 3.0
31/3 31.0 3.0
6/13 6.0 13.0
6/30 6.0 30.0
20/18 20.0 18.0
31/31 31.0 31.0
27/30 27.0 30.0
14/15 14.0 15.0
8/6 8.0 6.0
28/20 28.0 20.0
6/26 6.0 26.0
7/29 7.0 29.0
29/18 29.0 18.0
3/17 3.0 17.0
26/21 26.0 21.0
13/1 13.0 1.0
3/1 3.0 1.0
29/6 29.0 6.0
18/10 18.0 10.0
30/28 30.0 28.0
4/7 4.0 7.0
6/12 6.0 12.0
9/16 9.0 16.0
3/3 3.0 3.0
8/7 8.0 7.0
2/5 2.0 5.0
21/23 21.0 23.0
28/26 28.0 26.0
11/5 11.0 5.0
15/30 15.0 30.0
23/28 23.0 28.0
26/1 26.0 1.0
4/16 4.0 16.0
14/14 14.0 14.0
31/24 31.0 24.0
6/11 6.0 11.0
18/19 18.0 19.0
26/29 26.0 29.0
12/26 12.0 26.0
29/11 29.0 11.0
8/29 8.0 29.0
20/2 20.0 2.0
2/8 2.0 8.0
5/31 5.0 31.0
20/19 20.0 19.0
7/1 7.0 1.0
9/17 9.0 17.0
6/15 6.0 15.0
31/21 31.0 21.0
4/4 4.0 4.0
14/10 14.0 10.0
8/30 8.0 30.0
28/11 28.0 11.0
26/23 26.0 23.0
1/14 1.0 14.0
20/20 20.0 20.0
4/1 4.0 1.0
31/25 31.0 25.0
29/27 29.0 27.0
29/5 29.0 5.0
2/7 2.0 7.0
24/11 24.0 11.0
1/1 1.0 1.0
27/9 27.0 9.0
3/6 3.0 6.0
17/28 17.0 28.0
18/17 18.0 17.0
24/15 24.0 15.0
13/6 13.0 6.0
14/8 14.0 8.0
2/24 2.0 24.0
26/3 26.0 3.0
12/5 12.0 5.0
21/2 21.0 2.0
27/11 27.0 11.0
13/4 13.0 4.0
12/8 12.0 8.0
4/18 4.0 18.0
23/4 23.0 4.0
18/15 18.0 15.0
4/3 4.0 3.0
3/14 3.0 14.0
23/8 23.0 8.0
20/17 20.0 17.0
13/7 13.0 7.0
27/24 27.0 24.0
30/25 30.0 25.0
29/21 29.0 21.0
27/20 27.0 20.0
8/12 8.0 12.0
19/30 19.0 30.0
19/22 19.0 22.0
30/30 30.0 30.0
21/24 21.0 24.0
21/21 21.0 21.0
25/29 25.0 29.0
1/12 1.0 12.0
15/28 15.0 28.0
19/31 19.0 31.0
27/17 27.0 17.0
16/14 16.0 14.0
27/23 27.0 23.0
20/30 20.0 30.0
17/6 17.0 6.0
29/10 29.0 10.0
5/28 5.0 28.0
13/17 13.0 17.0
11/26 11.0 26.0
18/1 18.0 1.0
17/27 17.0 27.0
10/31 10.0 31.0
16/18 16.0 18.0
13/25 13.0 25.0
4/15 4.0 15.0
16/16 16.0 16.0
10/1 10.0 1.0
10/24 10.0 24.0
7/25 7.0 25.0
30/13 30.0 13.0
21/19 21.0 19.0
21/26 21.0 26.0
17/16 17.0 16.0
16/1 16.0 1.0
13/21 13.0 21.0
23/10 23.0 10.0
23/25 23.0 25.0
19/26 19.0 26.0
16/10 16.0 10.0
4/14 4.0 14.0
6/10 6.0 10.0
7/24 7.0 24.0
11/28 11.0 28.0
9/23 9.0 23.0
16/31 16.0 31.0
10/11 10.0 11.0
13/10 13.0 10.0
28/6 28.0 6.0
22/14 22.0 14.0
9/5 9.0 5.0
25/1 25.0 1.0
14/5 14.0 5.0
25/24 25.0 24.0
8/4 8.0 4.0
29/12 29.0 12.0
11/13 11.0 13.0
25/27 25.0 27.0
21/22 21.0 22.0
20/15 20.0 15.0
8/16 8.0 16.0
21/20 21.0 20.0
3/2 3.0 2.0
6/6 6.0 6.0
17/10 17.0 10.0
22/26 22.0 26.0
6/8 6.0 8.0
27/18 27.0 18.0
5/26 5.0 26.0
26/4 26.0 4.0
27/25 27.0 25.0
1/21 1.0 21.0
30/31 30.0 31.0
19/27 19.0 27.0
10/25 10.0 25.0
14/11 14.0 11.0
10/4 10.0 4.0
15/21 15.0 21.0
14/26 14.0 26.0
1/15 1.0 15.0
19/21 19.0 21.0
5/8 5.0 8.0
27/28 27.0 28.0
9/30 9.0 30.0
21/16 21.0 16.0
3/7 3.0 7.0
16/21 16.0 21.0
29/16 29.0 16.0
28/31 28.0 31.0
3/4 3.0 4.0
24/2 24.0 2.0
7/23 7.0 23.0
18/22 18.0 22.0
28/2 28.0 2.0
26/11 26.0 11.0
1/8 1.0 8.0
6/9 6.0 9.0
31/12 31.0 12.0
14/29 14.0 29.0
7/4 7.0 4.0
25/23 25.0 23.0
20/11 20.0 11.0
29/25 29.0 25.0
7/13 7.0 13.0
11/11 11.0 11.0
19/12 19.0 12.0
12/7 12.0 7.0
20/1 20.0 1.0
2/3 2.0 3.0
12/9 12.0 9.0
29/8 29.0 8.0
1/25 1.0 25.0
6/25 6.0 25.0
15/23 15.0 23.0
17/18 17.0 18.0
23/13 23.0 13.0
8/18 8.0 18.0
9/28 9.0 28.0
14/23 14.0 23.0
25/8 25.0 8.0
2265
28/5 29/5
20/18 21/19
21/11 20/12
29/14 28/13
22/25 23/25
2/6 3/7
28/15 26/14
20/21 19/21
12/28 13/28
31/12 30/14
10/11 9/13
14/24 16/23
7/7 7/6
23/8 22/8
27/4 28/3
28/19 28/18
4/16 6/17
14/23 14/22
28/15 25/13
29/10 29/9
23/28 22/30
4/16 3/15
29/25 30/27
14/24 14/23
1/8 1/7
16/29 15/28
6/6 6/5
20/10 20/11
4/11 4/12
29/30 28/29
21/2 20/2
16/17 16/16
2/4 1/1
31/20 30/21
27/16 26/16
22/14 21/15
25/28 26/28
3/16 4/17
23/22 24/21
12/30 11/30
30/5 29/8
24/18 24/19
12/28 12/29
31/7 30/9
2/2 1/1
17/27 16/28
24/7 26/6
29/8 29/7
17/25 10/28
12/27 13/26
21/8 20/8
29/18 30/18
24/6 23/6
2/9 1/10
30/28 31/28
10/24 9/24
30/26 31/28
27/6 26/7
17/25 17/26
18/3 19/2
19/11 19/10
6/11 6/10
10/30 11/31
11/17 12/15
17/12 16/9
21/3 22/3
3/5 14/3
15/30 17/29
7/29 6/28
2/15 3/16
25/24 26/25
1/17 2/18
24/1 3/5
17/27 17/26
15/7 15/6
24/29 23/29
13/9 11/10
25/13 24/13
16/12 17/13
11/9 12/9
28/19 29/21
26/13 27/14
3/17 3/16
25/12 26/13
23/12 23/13
17/19 18/18
1/20 1/21
17/22 17/23
18/19 18/18
10/8 10/9
11/15 10/15
11/14 9/15
19/19 18/19
9/12 8/13
2/10 1/10
17/9 17/10
24/9 24/10
11/5 12/5
29/1 28/2
12/1 13/1
16/12 16/11
21/27 19/26
26/23 26/22
14/28 15/28
17/4 15/5
22/18 24/19
9/23 10/23
6/17 7/17
30/2 30/3
24/24 25/23
21/6 21/7
29/5 26/6
27/29 24/28
31/18 30/17
4/15 3/14
30/24 29/24
25/13 26/14
28/22 27/21
25/24 25/23
6/26 7/25
14/12 14/11
5/18 6/18
28/12 29/11
26/15 25/14
9/10 12/9
19/29 15/30
8/12 7/14
19/13 17/14
9/4 4/5
31/11 31/10
31/7 31/6
22/2 20/3
27/25 28/25
18/22 17/22
26/25 27/26
14/22 12/23
7/26 7/27
26/6 23/7
3/24 2/24
27/14 25/13
3/3 2/2
16/10 16/9
27/18 27/19
15/25 14/25
20/20 19/20
26/21 26/20
20/2 19/2
15/25 14/24
8/9 8/8
23/10 24/10
17/16 18/16
19/23 20/23
18/13 17/14
2/15 4/16
3/18 4/18
24/23 25/22
30/30 29/30
28/11 28/10
27/29 26/29
18/11 19/11
15/30 14/30
18/7 19/7
28/15 27/16
30/3 28/4
9/7 8/8
5/26 6/27
28/18 28/17
8/28 7/26
10/24 10/25
30/19 29/18
21/28 22/28
19/29 21/30
14/5 15/6
29/9 28/10
24/18 25/18
25/5 25/6
31/29 30/29
5/14 4/15
28/11 27/13
19/6 19/5
31/9 31/8
22/25 23/24
30/13 31/11
16/20 15/20
21/26 22/26
24/29 24/30
28/7 29/7
11/4 15/3
11/29 12/28
4/7 3/5
21/27 23/28
11/18 12/18
1/28 1/27
13/9 13/8
26/3 25/3
30/9 29/10
3/14 4/13
28/25 28/24
24/29 26/30
11/22 13/21
27/17 28/18
27/28 26/26
22/5 22/4
15/15 14/13
19/18 20/19
18/5 19/5
23/8 20/9
27/28 26/27
30/3 31/2
19/21 18/21
19/1 20/1
23/2 22/2
20/11 20/12
11/27 10/28
17/23 16/21
19/17 19/18
6/27 7/25
11/25 10/24
18/23 19/24
24/10 25/9
29/23 28/21
30/8 29/9
29/8 28/8
20/3 21/2
1/12 1/11
20/20 15/21
7/4 8/4
30/10 30/9
10/27 10/28
4/17 15/18
16/26 17/27
7/31 8/31
24/21 22/22
24/3 29/1
19/26 22/27
31/10 30/10
28/8 27/9
26/11 26/10
18/27 18/26
28/5 30/4
23/7 25/6
22/15 21/17
23/25 23/26
15/22 15/23
17/14 18/14
25/15 24/15
11/14 10/15
18/27 19/29
28/17 28/16
22/14 22/13
21/12 20/13
20/22 21/23
10/25 9/25
20/15 20/16
23/7 24/7
14/26 17/25
11/16 12/15
24/5 22/6
27/17 28/17
3/4 2/3
30/22 30/23
28/19 29/19
8/14 8/13
23/14 23/15
28/9 27/10
25/22 25/21
24/18 23/17
20/11 19/12
30/16 29/16
2/10 2/11
26/30 25/31
9/26 10/26
28/28 28/27
15/18 10/17
28/20 29/23
13/10 13/9
21/31 22/31
12/14 13/14
23/11 24/10
24/23 24/24
20/24 21/25
3/8 2/9
25/10 27/9
30/10 31/9
4/18 1/17
17/15 15/16
18/19 19/20
2/7 2/6
8/26 8/27
15/23 16/23
20/8 19/8
27/20 28/22
21/25 21/26
30/17 31/17
8/31 8/30
26/22 26/21
11/28 11/29
20/9 21/9
24/20 24/21
28/16 28/15
11/27 12/27
7/29 8/28
25/5 26/5
3/8 4/8
24/19 21/18
6/15 7/13
29/9 30/9
8/29 9/30
25/25 25/24
31/20 30/19
16/14 17/14
7/6 8/7
19/4 19/3
16/29 17/29
25/9 26/9
20/5 21/4
30/28 31/29
29/14 29/13
22/28 23/28
25/23 25/22
12/10 12/11
23/24 22/24
26/20 27/20
30/21 31/21
23/21 20/22
8/5 9/4
29/29 28/29
8/7 9/7
27/12 27/11
14/16 14/15
28/13 27/13
4/7 5/7
5/26 6/28
11/28 12/28
19/29 16/28
26/15 26/14
4/12 3/12
5/11 5/12
14/9 15/8
22/22 21/22
18/6 19/6
23/9 24/9
7/25 9/26
25/26 24/27
5/13 6/13
27/17 27/18
25/4 26/4
4/12 3/13
28/3 29/2
7/25 7/26
25/2 27/1
18/20 18/19
10/16 10/17
21/24 20/24
26/21 27/20
26/13 25/13
13/29 12/28
12/29 15/30
8/28 8/27
16/31 16/30
25/8 24/9
25/22 22/23
9/25 8/25
12/13 12/14
25/26 24/24
9/4 10/5
28/14 28/13
29/8 30/7
31/24 31/23
6/10 6/9
23/15 24/18
3/5 5/4
13/9 14/10
2/7 1/5
27/29 28/30
18/24 18/23
13/25 12/26
1/7 2/8
9/31 10/31
11/1 12/1
11/15 12/13
17/23 18/23
23/26 23/27
12/26 10/27
20/12 21/12
23/3 25/2
20/30 21/31
26/24 25/23
30/27 28/26
26/12 27/12
2/7 1/6
11/22 15/21
13/8 13/7
18/19 17/20
12/4 13/4
7/7 8/7
13/8 12/8
17/19 17/20
17/13 17/14
16/16 17/17
8/13 8/12
26/2 23/3
8/17 15/18
16/20 17/19
11/11 12/11
21/28 21/29
2/14 1/11
3/14 4/14
21/17 22/18
13/8 14/9
28/24 27/24
16/3 15/4
31/6 31/5
12/29 12/30
24/4 24/5
27/26 28/26
19/7 20/7
26/12 25/11
31/3 30/5
25/3 24/3
12/5 12/6
30/4 29/5
24/12 25/12
4/2 5/3
12/8 11/8
30/21 30/22
27/15 26/15
30/14 29/16
8/15 9/14
17/3 16/4
10/11 10/10
3/10 3/9
14/21 16/20
1/16 1/15
18/15 17/15
8/25 9/26
23/27 24/27
12/6 11/5
10/6 9/5
29/31 30/31
18/30 17/30
6/14 6/13
12/23 12/24
19/29 19/30
14/15 14/14
10/10 12/9
28/28 29/28
19/3 18/3
29/4 30/4
27/24 26/22
12/28 14/29
6/13 7/11
11/5 11/4
12/16 13/15
11/7 11/6
28/4 29/4
7/13 9/10
29/11 28/13
4/16 5/15
16/13 16/12
9/11 9/12
12/26 11/25
5/29 6/29
20/26 21/25
29/31 26/26
8/29 8/30
6/5 5/6
20/29 21/30
2/31 1/31
23/14 22/15
