844 2124
12/10 12.0 10.0
26/31 26.0 31.0
28/6 28.0 6.0
12/5 12.0 5.0
28/12 28.0 12.0
17/6 17.0 6.0
23/5 23.0 5.0
11/8 11.0 8.0
25/29 25.0 29.0
28/7 28.0 7.0
1/11 1.0 11.0
19/13 19.0 13.0
29/11 29.0 11.0
10/14 10.0 14.0
33/23 33.0 23.0
23/16 23.0 16.0
11/14 11.0 14.0
28/25 28.0 25.0
9/9 9.0 9.0
33/24 33.0 24.0
21/19 21.0 19.0
18/19 18.0 19.0
9/22 9.0 22.0
23/30 23.0 30.0
8/26 8.0 26.0
32/32 32.0 32.0
5/28 5.0 28.0
24/23 24.0 23.0
19/6 19.0 6.0
31/11 31.0 11.0
27/29 27.0 29.0
12/26 12.0 26.0
15/6 15.0 6.0
15/28 15.0 28.0
31/24 31.0 24.0
23/21 23.0 21.0
12/4 12.0 4.0
14/22 14.0 22.0
18/13 18.0 13.0
6/2 6.0 2.0
15/4 15.0 4.0
21/3 21.0 3.0
21/18 21.0 18.0
9/5 9.0 5.0
8/18 8.0 18.0
14/25 14.0 25.0
1/21 1.0 21.0
9/15 9.0 15.0
20/17 20.0 17.0
19/7 19.0 7.0
26/30 26.0 30.0
30/33 30.0 33.0
18/20 18.0 20.0
28/4 28.0 4.0
26/25 26.0 25.0
28/30 28.0 30.0
20/10 20.0 10.0
13/22 13.0 22.0
10/25 10.0 25.0
20/19 20.0 19.0
26/11 26.0 11.0
26/33 26.0 33.0
7/20 7.0 20.0
22/30 22.0 30.0
1/25 1.0 25.0
25/16 25.0 16.0
26/16 26.0 16.0
33/14 33.0 14.0
28/33 28.0 33.0
31/23 31.0 23.0
3/12 3.0 12.0
3/30 3.0 30.0
9/10 9.0 10.0
20/11 20.0 11.0
6/4 6.0 4.0
21/15 21.0 15.0
13/11 13.0 11.0
19/19 19.0 19.0
32/28 32.0 28.0
25/30 25.0 30.0
1/7 1.0 7.0
33/20 33.0 20.0
29/28 29.0 28.0
5/25 5.0 25.0
26/12 26.0 12.0
25/17 25.0 17.0
27/17 27.0 17.0
31/15 31.0 15.0
13/26 13.0 26.0
17/19 17.0 19.0
11/30 11.0 30.0
11/31 11.0 31.0
5/21 5.0 21.0
30/28 30.0 28.0
28/2 28.0 2.0
15/9 15.0 9.0
26/4 26.0 4.0
7/5 7.0 5.0
10/31 10.0 31.0
19/25 19.0 25.0
33/29 33.0 29.0
31/26 31.0 26.0
33/8 33.0 8.0
7/15 7.0 15.0
27/28 27.0 28.0
33/12 33.0 12.0
1/20 1.0 20.0
6/31 6.0 31.0
2/30 2.0 30.0
33/30 33.0 30.0
10/13 10.0 13.0
23/3 23.0 3.0
5/7 5.0 7.0
20/23 20.0 23.0
3/20 3.0 20.0
3/19 3.0 19.0
6/16 6.0 16.0
25/15 25.0 15.0
30/23 30.0 23.0
3/10 3.0 10.0
1/16 1.0 16.0
10/21 10.0 21.0
29/30 29.0 30.0
16/21 16.0 21.0
12/6 12.0 6.0
3/25 3.0 25.0
17/15 17.0 15.0
30/10 30.0 10.0
7/7 7.0 7.0
30/17 30.0 17.0
24/3 24.0 3.0
1/10 1.0 10.0
8/27 8.0 27.0
24/26 24.0 26.0
29/1 29.0 1.0
28/21 28.0 21.0
5/20 5.0 20.0
27/7 27.0 7.0
7/18 7.0 18.0
13/4 13.0 4.0
12/30 12.0 30.0
21/9 21.0 9.0
28/14 28.0 14.0
26/15 26.0 15.0
30/5 30.0 5.0
9/16 9.0 16.0
1/26 1.0 26.0
9/14 9.0 14.0
8/8 8.0 8.0
1/32 1.0 32.0
25/9 25.0 9.0
25/31 25.0 31.0
6/20 6.0 20.0
32/26 32.0 26.0
32/24 32.0 24.0
15/14 15.0 14.0
15/27 15.0 27.0
11/7 11.0 7.0
5/30 5.0 30.0
4/26 4.0 26.0
5/15 5.0 15.0
8/22 8.0 22.0
13/9 13.0 9.0
22/25 22.0 25.0
20/18 20.0 18.0
25/21 25.0 21.0
3/28 3.0 28.0
31/4 31.0 4.0
33/32 33.0 32.0
18/22 18.0 22.0
30/29 30.0 29.0
11/6 11.0 6.0
23/12 23.0 12.0
28/1 28.0 1.0
32/18 32.0 18.0
17/11 17.0 11.0
22/15 22.0 15.0
7/9 7.0 9.0
20/29 20.0 29.0
22/16 22.0 16.0
19/23 19.0 23.0
15/18 15.0 18.0
21/12 21.0 12.0
1/19 1.0 19.0
11/17 11.0 17.0
17/13 17.0 13.0
7/10 7.0 10.0
20/30 20.0 30.0
24/22 24.0 22.0
10/7 10.0 7.0
9/12 9.0 12.0
20/9 20.0 9.0
1/24 1.0 24.0
9/23 9.0 23.0
26/17 26.0 17.0
10/22 10.0 22.0
14/3 14.0 3.0
15/24 15.0 24.0
26/22 26.0 22.0
11/18 11.0 18.0
19/5 19.0 5.0
19/16 19.0 16.0
13/20 13.0 20.0
23/17 23.0 17.0
16/19 16.0 19.0
25/26 25.0 26.0
22/24 22.0 24.0
28/15 28.0 15.0
17/28 17.0 28.0
14/8 14.0 8.0
18/30 18.0 30.0
32/10 32.0 10.0
29/25 29.0 25.0
28/3 28.0 3.0
26/32 26.0 32.0
31/30 31.0 30.0
15/16 15.0 16.0
11/20 11.0 20.0
6/17 6.0 17.0
12/9 12.0 9.0
33/25 33.0 25.0
5/22 5.0 22.0
30/16 30.0 16.0
28/28 28.0 28.0
12/31 12.0 31.0
27/5 27.0 5.0
26/7 26.0 7.0
1/9 1.0 9.0
1/4 1.0 4.0
4/16 4.0 16.0
16/31 16.0 31.0
11/22 11.0 22.0
24/19 24.0 19.0
5/8 5.0 8.0
4/20 4.0 20.0
17/27 17.0 27.0
22/17 22.0 17.0
21/23 21.0 23.0
12/24 12.0 24.0
17/24 17.0 24.0
31/16 31.0 16.0
1/28 1.0 28.0
15/12 15.0 12.0
32/9 32.0 9.0
27/18 27.0 18.0
4/22 4.0 22.0
33/26 33.0 26.0
29/32 29.0 32.0
17/18 17.0 18.0
13/10 13.0 10.0
30/7 30.0 7.0
21/30 21.0 30.0
19/3 19.0 3.0
25/11 25.0 11.0
3/15 3.0 15.0
30/27 30.0 27.0
24/16 24.0 16.0
8/14 8.0 14.0
13/8 13.0 8.0
15/11 15.0 11.0
29/5 29.0 5.0
16/24 16.0 24.0
8/15 8.0 15.0
9/29 9.0 29.0
15/20 15.0 20.0
27/21 27.0 21.0
33/28 33.0 28.0
27/27 27.0 27.0
21/10 21.0 10.0
5/13 5.0 13.0
29/23 29.0 23.0
5/14 5.0 14.0
16/14 16.0 14.0
21/22 21.0 22.0
6/6 6.0 6.0
30/32 30.0 32.0
10/32 10.0 32.0
26/8 26.0 8.0
14/16 14.0 16.0
33/19 33.0 19.0
9/11 9.0 11.0
19/31 19.0 31.0
25/20 25.0 20.0
24/33 24.0 33.0
9/24 9.0 24.0
30/18 30.0 18.0
11/29 11.0 29.0
31/29 31.0 29.0
19/32 19.0 32.0
24/31 24.0 31.0
30/6 30.0 6.0
4/13 4.0 13.0
33/15 33.0 15.0
18/11 18.0 11.0
21/20 21.0 20.0
21/8 21.0 8.0
24/15 24.0 15.0
10/17 10.0 17.0
31/7 31.0 7.0
7/14 7.0 14.0
14/23 14.0 23.0
12/8 12.0 8.0
15/10 15.0 10.0
3/4 3.0 4.0
11/28 11.0 28.0
24/9 24.0 9.0
14/9 14.0 9.0
15/21 15.0 21.0
17/9 17.0 9.0
25/14 25.0 14.0
6/18 6.0 18.0
32/22 32.0 22.0
8/9 8.0 9.0
24/30 24.0 30.0
33/2 33.0 2.0
27/33 27.0 33.0
18/23 18.0 23.0
26/21 26.0 21.0
21/24 21.0 24.0
30/9 30.0 9.0
28/22 28.0 22.0
7/26 7.0 26.0
1/23 1.0 23.0
24/21 24.0 21.0
11/19 11.0 19.0
1/31 1.0 31.0
19/8 19.0 8.0
11/27 11.0 27.0
21/31 21.0 31.0
21/14 21.0 14.0
26/29 26.0 29.0
17/30 17.0 30.0
19/11 19.0 11.0
19/24 19.0 24.0
31/32 31.0 32.0
6/10 6.0 10.0
30/12 30.0 12.0
1/8 1.0 8.0
32/19 32.0 19.0
27/8 27.0 8.0
3/27 3.0 27.0
10/27 10.0 27.0
30/26 30.0 26.0
29/12 29.0 12.0
8/29 8.0 29.0
31/33 31.0 33.0
17/22 17.0 22.0
7/32 7.0 32.0
7/27 7.0 27.0
21/13 21.0 13.0
28/24 28.0 24.0
21/28 21.0 28.0
6/30 6.0 30.0
1/27 1.0 27.0
29/17 29.0 17.0
21/21 21.0 21.0
13/15 13.0 15.0
29/20 29.0 20.0
16/8 16.0 8.0
13/3 13.0 3.0
28/26 28.0 26.0
33/11 33.0 11.0
29/15 29.0 15.0
17/29 17.0 29.0
32/7 32.0 7.0
31/25 31.0 25.0
28/8 28.0 8.0
13/14 13.0 14.0
20/6 20.0 6.0
8/13 8.0 13.0
26/5 26.0 5.0
18/32 18.0 32.0
13/24 13.0 24.0
4/29 4.0 29.0
21/7 21.0 7.0
29/13 29.0 13.0
18/31 18.0 31.0
20/20 20.0 20.0
29/18 29.0 18.0
32/15 32.0 15.0
22/20 22.0 20.0
32/29 32.0 29.0
20/12 20.0 12.0
30/15 30.0 15.0
26/13 26.0 13.0
15/19 15.0 19.0
23/20 23.0 20.0
20/8 20.0 8.0
16/26 16.0 26.0
21/32 21.0 32.0
4/19 4.0 19.0
3/3 3.0 3.0
23/29 23.0 29.0
24/25 24.0 25.0
12/16 12.0 16.0
14/30 14.0 30.0
27/26 27.0 26.0
16/4 16.0 4.0
15/15 15.0 15.0
23/31 23.0 31.0
17/8 17.0 8.0
13/16 13.0 16.0
5/9 5.0 9.0
8/5 8.0 5.0
9/3 9.0 3.0
19/15 19.0 15.0
31/27 31.0 27.0
27/16 27.0 16.0
16/23 16.0 23.0
26/6 26.0 6.0
3/23 3.0 23.0
24/24 24.0 24.0
29/16 29.0 16.0
23/15 23.0 15.0
3/22 3.0 22.0
3/16 3.0 16.0
32/16 32.0 16.0
20/3 20.0 3.0
13/21 13.0 21.0
22/7 22.0 7.0
32/3 32.0 3.0
32/8 32.0 8.0
25/23 25.0 23.0
11/26 11.0 26.0
4/31 4.0 31.0
32/33 32.0 33.0
9/8 9.0 8.0
12/18 12.0 18.0
28/19 28.0 19.0
14/24 14.0 24.0
19/29 19.0 29.0
23/18 23.0 18.0
12/22 12.0 22.0
25/24 25.0 24.0
24/18 24.0 18.0
14/18 14.0 18.0
11/3 11.0 3.0
27/25 27.0 25.0
15/25 15.0 25.0
18/8 18.0 8.0
24/27 24.0 27.0
25/33 25.0 33.0
7/31 7.0 31.0
21/29 21.0 29.0
3/14 3.0 14.0
13/25 13.0 25.0
18/18 18.0 18.0
30/8 30.0 8.0
30/4 30.0 4.0
26/20 26.0 20.0
19/30 19.0 30.0
15/32 15.0 32.0
18/26 18.0 26.0
19/21 19.0 21.0
9/21 9.0 21.0
33/7 33.0 7.0
4/6 4.0 6.0
16/20 16.0 20.0
9/20 9.0 20.0
11/32 11.0 32.0
18/9 18.0 9.0
9/31 9.0 31.0
33/18 33.0 18.0
6/12 6.0 12.0
32/13 32.0 13.0
30/31 30.0 31.0
7/24 7.0 24.0
7/12 7.0 12.0
20/4 20.0 4.0
32/14 32.0 14.0
32/23 32.0 23.0
6/28 6.0 28.0
19/12 19.0 12.0
33/10 33.0 10.0
14/28 14.0 28.0
19/14 19.0 14.0
31/6 31.0 6.0
14/31 14.0 31.0
24/13 24.0 13.0
5/10 5.0 10.0
10/18 10.0 18.0
17/12 17.0 12.0
27/15 27.0 15.0
5/26 5.0 26.0
8/19 8.0 19.0
12/14 12.0 14.0
10/5 10.0 5.0
14/10 14.0 10.0
28/17 28.0 17.0
16/27 16.0 27.0
9/19 9.0 19.0
13/5 13.0 5.0
14/19 14.0 19.0
17/7 17.0 7.0
23/10 23.0 10.0
18/27 18.0 27.0
13/32 13.0 32.0
31/3 31.0 3.0
7/17 7.0 17.0
11/21 11.0 21.0
13/7 13.0 7.0
6/22 6.0 22.0
8/10 8.0 10.0
12/7 12.0 7.0
25/32 25.0 32.0
12/3 12.0 3.0
29/22 29.0 22.0
25/18 25.0 18.0
14/32 14.0 32.0
16/25 16.0 25.0
20/21 20.0 21.0
24/8 24.0 8.0
8/6 8.0 6.0
30/22 30.0 22.0
22/28 22.0 28.0
7/21 7.0 21.0
14/20 14.0 20.0
20/27 20.0 27.0
3/7 3.0 7.0
17/16 17.0 16.0
1/22 1.0 22.0
19/4 19.0 4.0
32/6 32.0 6.0
27/22 27.0 22.0
27/9 27.0 9.0
6/25 6.0 25.0
22/22 22.0 22.0
32/27 32.0 27.0
27/11 27.0 11.0
17/17 17.0 17.0
22/5 22.0 5.0
29/8 29.0 8.0
23/25 23.0 25.0
1/15 1.0 15.0
32/25 32.0 25.0
32/31 32.0 31.0
23/11 23.0 11.0
6/11 6.0 11.0
23/23 23.0 23.0
33/27 33.0 27.0
8/17 8.0 17.0
29/29 29.0 29.0
27/32 27.0 32.0
22/11 22.0 11.0
27/3 27.0 3.0
32/11 32.0 11.0
29/24 29.0 24.0
20/15 20.0 15.0
14/17 14.0 17.0
18/4 18.0 4.0
30/24 30.0 24.0
7/25 7.0 25.0
18/21 18.0 21.0
28/13 28.0 13.0
9/6 9.0 6.0
28/29 28.0 29.0
8/24 8.0 24.0
4/17 4.0 17.0
4/21 4.0 21.0
29/19 29.0 19.0
16/22 16.0 22.0
18/3 18.0 3.0
8/21 8.0 21.0
10/29 10.0 29.0
33/13 33.0 13.0
10/11 10.0 11.0
30/3 30.0 3.0
30/1 30.0 1.0
1/3 1.0 3.0
25/6 25.0 6.0
13/23 13.0 23.0
20/32 20.0 32.0
10/4 10.0 4.0
31/9 31.0 9.0
11/15 11.0 15.0
24/12 24.0 12.0
26/23 26.0 23.0
9/18 9.0 18.0
32/4 32.0 4.0
7/1 7.0 1.0
27/14 27.0 14.0
33/33 33.0 33.0
8/20 8.0 20.0
10/10 10.0 10.0
3/18 3.0 18.0
23/19 23.0 19.0
30/19 30.0 19.0
1/14 1.0 14.0
5/12 5.0 12.0
14/11 14.0 11.0
11/11 11.0 11.0
24/20 24.0 20.0
32/17 32.0 17.0
21/17 21.0 17.0
13/29 13.0 29.0
15/13 15.0 13.0
20/14 20.0 14.0
14/29 14.0 29.0
13/12 13.0 12.0
14/12 14.0 12.0
20/24 20.0 24.0
24/10 24.0 10.0
26/28 26.0 28.0
3/9 3.0 9.0
5/27 5.0 27.0
3/13 3.0 13.0
5/19 5.0 19.0
25/12 25.0 12.0
13/31 13.0 31.0
5/11 5.0 11.0
29/31 29.0 31.0
32/21 32.0 21.0
22/12 22.0 12.0
25/22 25.0 22.0
29/9 29.0 9.0
32/30 32.0 30.0
15/22 15.0 22.0
6/32 6.0 32.0
28/23 28.0 23.0
4/30 4.0 30.0
4/24 4.0 24.0
18/29 18.0 29.0
16/29 16.0 29.0
7/19 7.0 19.0
31/12 31.0 12.0
21/16 21.0 16.0
4/25 4.0 25.0
6/8 6.0 8.0
16/17 16.0 17.0
30/21 30.0 21.0
31/21 31.0 21.0
14/4 14.0 4.0
13/19 13.0 19.0
22/9 22.0 9.0
30/14 30.0 14.0
23/13 23.0 13.0
17/5 17.0 5.0
21/6 21.0 6.0
17/23 17.0 23.0
15/30 15.0 30.0
7/16 7.0 16.0
33/22 33.0 22.0
16/16 16.0 16.0
3/6 3.0 6.0
22/31 22.0 31.0
27/4 27.0 4.0
33/16 33.0 16.0
8/11 8.0 11.0
7/4 7.0 4.0
7/23 7.0 23.0
15/5 15.0 5.0
17/21 17.0 21.0
14/27 14.0 27.0
13/18 13.0 18.0
12/27 12.0 27.0
18/5 18.0 5.0
16/32 16.0 32.0
32/20 32.0 20.0
17/31 17.0 31.0
25/25 25.0 25.0
30/25 30.0 25.0
1/2 1.0 2.0
26/3 26.0 3.0
15/29 15.0 29.0
28/31 28.0 31.0
3/11 3.0 11.0
15/26 15.0 26.0
23/26 23.0 26.0
3/24 3.0 24.0
26/10 26.0 10.0
27/20 27.0 20.0
4/32 4.0 32.0
13/6 13.0 6.0
33/5 33.0 5.0
26/18 26.0 18.0
27/31 27.0 31.0
7/6 7.0 6.0
16/6 16.0 6.0
4/18 4.0 18.0
23/4 23.0 4.0
10/15 10.0 15.0
12/11 12.0 11.0
32/5 32.0 5.0
1/1 1.0 1.0
19/9 19.0 9.0
10/9 10.0 9.0
27/10 27.0 10.0
32/2 32.0 2.0
25/5 25.0 5.0
28/27 28.0 27.0
5/32 5.0 32.0
5/5 5.0 5.0
6/13 6.0 13.0
25/3 25.0 3.0
12/13 12.0 13.0
29/27 29.0 27.0
26/19 26.0 19.0
19/18 19.0 18.0
27/13 27.0 13.0
21/27 21.0 27.0
15/23 15.0 23.0
1/13 1.0 13.0
10/3 10.0 3.0
16/13 16.0 13.0
20/7 20.0 7.0
12/29 12.0 29.0
1/5 1.0 5.0
3/26 3.0 26.0
28/18 28.0 18.0
31/17 31.0 17.0
31/10 31.0 10.0
7/28 7.0 28.0
22/14 22.0 14.0
22/10 22.0 10.0
10/23 10.0 23.0
8/4 8.0 4.0
12/19 12.0 19.0
22/26 22.0 26.0
17/10 17.0 10.0
22/6 22.0 6.0
3/21 3.0 21.0
20/16 20.0 16.0
29/10 29.0 10.0
10/28 10.0 28.0
17/32 17.0 32.0
24/29 24.0 29.0
31/14 31.0 14.0
30/30 30.0 30.0
16/10 16.0 10.0
22/21 22.0 21.0
33/4 33.0 4.0
23/14 23.0 14.0
7/13 7.0 13.0
28/16 28.0 16.0
9/13 9.0 13.0
9/25 9.0 25.0
3/5 3.0 5.0
17/20 17.0 20.0
22/3 22.0 3.0
22/18 22.0 18.0
17/25 17.0 25.0
30/13 30.0 13.0
2124
21/24 22/25
6/25 6/24
16/25 15/26
12/20 14/19
29/11 30/10
26/3 25/3
21/17 20/17
12/7 13/7
33/18 32/19
9/5 9/6
26/21 25/22
14/28 13/27
13/9 14/8
16/5 17/5
25/19 25/20
22/10 22/11
26/17 25/18
14/10 13/11
30/12 31/12
8/15 8/14
11/25 12/24
31/2 32/2
27/3 26/4
11/19 8/17
29/33 30/33
19/31 19/30
25/23 24/23
11/8 11/11
26/8 27/8
26/32 27/32
30/6 31/7
8/29 9/29
30/24 31/26
28/6 27/6
8/18 9/19
25/20 26/21
30/22 29/22
20/14 19/12
31/10 32/9
17/8 18/9
9/7 10/9
14/12 15/13
27/16 26/16
31/33 30/33
1/2 1/1
16/26 19/25
31/4 32/4
1/22 1/23
13/7 13/6
10/31 11/31
18/21 17/21
10/10 9/7
16/22 16/23
12/16 13/17
15/18 16/18
17/11 16/12
9/10 10/10
24/10 25/11
7/27 7/28
20/18 21/18
5/18 5/17
19/21 18/21
7/20 8/20
14/4 15/5
10/4 9/3
1/25 1/26
33/33 33/32
19/7 20/7
21/3 20/4
29/18 27/17
13/9 17/6
27/25 28/26
18/20 17/19
26/30 28/31
7/18 6/17
9/7 11/6
19/32 20/32
13/9 14/9
22/11 21/12
16/16 16/17
30/17 29/17
21/20 22/19
22/12 23/11
19/13 19/12
11/4 9/3
5/11 4/12
29/16 29/17
18/19 18/18
19/4 18/3
25/16 26/12
28/29 28/30
20/24 20/25
5/27 4/26
4/32 3/31
27/17 25/16
4/21 4/20
4/24 4/25
17/30 16/29
20/15 19/15
11/11 12/10
23/20 24/22
1/30 2/30
5/14 4/20
20/24 21/24
1/27 1/28
16/8 15/8
25/12 25/14
27/3 26/3
25/14 25/15
32/3 32/2
23/3 24/3
24/13 24/12
15/17 16/18
24/18 25/18
21/16 22/18
6/2 1/1
1/24 1/25
14/32 15/32
22/30 21/30
31/9 32/8
10/23 10/22
20/23 19/23
15/16 16/18
7/15 6/15
6/28 7/28
7/12 7/11
8/26 8/25
6/10 7/11
25/9 26/7
18/20 19/20
8/19 7/18
28/5 27/6
8/23 8/22
8/12 7/13
29/32 25/31
13/23 12/23
1/3 1/2
24/15 25/16
15/22 14/22
17/6 19/6
4/18 5/11
33/7 33/5
12/10 13/8
28/8 28/7
26/10 25/9
16/21 16/22
2/30 3/26
14/12 15/10
30/19 31/25
24/22 25/21
12/10 14/9
21/31 26/32
13/11 12/13
18/26 16/27
26/15 27/14
8/14 7/16
20/7 21/7
6/8 7/9
14/16 13/18
3/3 11/14
13/22 14/22
11/7 12/7
10/13 9/13
14/23 13/23
6/24 6/23
32/8 33/7
22/25 22/26
4/17 4/16
16/17 15/16
16/4 16/5
29/31 30/31
13/22 14/21
30/32 31/32
19/30 25/29
7/21 6/21
19/32 21/31
22/28 21/28
26/24 27/25
19/21 20/20
9/23 8/24
25/30 25/31
29/10 27/11
18/4 18/3
12/15 11/11
16/23 15/23
11/17 10/17
24/30 25/31
7/13 7/12
8/24 7/24
17/11 16/13
27/20 26/19
9/3 10/3
1/9 1/8
32/11 32/10
26/30 25/30
27/22 26/24
20/9 21/9
10/16 10/15
8/27 7/27
33/22 33/20
21/14 21/15
17/17 18/18
7/32 6/32
14/21 15/20
23/19 23/18
18/21 18/20
32/11 31/12
20/7 21/8
21/19 22/18
30/23 30/22
22/25 21/25
11/26 12/26
11/18 10/18
26/31 26/30
10/22 9/23
21/16 20/16
6/32 5/32
11/5 12/6
14/12 17/16
12/30 11/30
31/24 31/25
16/18 17/18
32/23 33/24
5/32 4/31
30/30 29/30
9/8 8/8
15/22 15/23
5/25 6/25
8/15 7/16
7/18 6/16
25/22 25/23
28/13 28/12
7/7 7/6
8/20 9/20
21/30 24/31
11/14 10/11
27/32 29/32
11/29 11/30
21/26 24/27
3/12 3/11
30/31 31/32
6/13 6/12
9/14 8/14
17/9 15/8
26/25 28/26
8/22 7/23
9/19 7/16
32/27 31/21
21/14 22/14
23/20 23/19
17/28 18/27
5/20 5/19
23/19 22/19
26/23 26/22
30/21 30/20
21/9 21/8
33/27 32/25
31/21 32/26
29/25 30/24
12/16 13/14
31/7 32/7
32/16 31/16
12/23 12/24
32/26 33/27
4/11 3/4
18/8 19/9
14/14 13/16
4/19 5/14
7/11 8/11
29/10 27/9
20/26 22/27
17/4 18/5
10/22 10/21
19/3 20/3
22/18 22/19
7/31 9/31
22/24 21/23
32/8 32/9
17/9 15/10
13/21 14/19
20/17 20/18
25/19 24/19
28/28 27/28
8/26 9/25
21/17 22/18
3/28 3/27
28/19 26/19
21/17 20/18
22/11 20/10
9/31 11/30
33/17 32/18
13/31 14/29
15/17 15/18
17/18 17/19
23/30 22/30
20/27 21/27
30/20 30/19
33/2 32/3
6/23 7/21
27/3 28/2
10/10 9/11
6/20 5/20
32/19 32/18
19/22 20/21
13/31 14/30
18/11 19/12
31/6 30/3
11/28 12/28
5/15 5/14
27/16 26/15
32/17 33/16
27/18 28/18
25/7 26/7
11/7 11/8
7/32 9/31
32/10 32/9
30/24 31/25
33/15 32/17
26/14 27/13
10/21 12/20
29/16 30/17
15/9 14/10
21/30 20/30
26/16 27/17
20/26 31/30
30/29 29/29
17/24 17/25
29/30 28/29
26/11 25/11
6/32 6/31
27/28 26/28
19/9 19/8
27/11 26/11
5/17 5/16
10/4 10/5
17/4 16/4
22/12 23/14
10/29 9/29
3/3 3/4
13/4 12/4
10/31 11/30
24/30 26/29
20/6 21/7
25/31 21/30
15/10 14/11
16/27 15/28
24/25 24/24
9/4 8/4
25/16 26/17
10/25 10/27
5/24 4/24
7/14 7/15
13/7 12/8
23/29 21/28
24/24 25/24
26/30 26/29
16/23 16/24
31/17 30/13
13/4 15/5
21/22 20/21
30/12 30/11
30/19 29/18
4/31 3/31
26/5 28/2
31/16 32/15
9/26 10/27
10/25 12/23
28/21 27/20
27/13 28/12
31/25 32/30
6/18 5/18
14/13 13/11
12/8 12/7
33/10 32/10
25/11 25/12
17/7 16/8
25/18 26/18
10/20 11/20
9/12 10/13
17/29 16/29
1/4 1/3
12/20 12/22
29/17 29/18
7/28 10/28
14/24 14/23
32/32 33/33
10/10 9/8
20/16 19/15
9/19 8/19
13/6 14/6
32/26 33/29
10/9 10/8
27/25 26/25
32/33 31/33
17/16 17/17
30/8 30/9
24/13 23/12
27/33 26/33
5/24 6/23
5/14 5/13
24/17 23/19
6/24 5/24
16/10 17/10
29/22 28/22
31/28 30/25
25/16 27/13
11/5 12/5
17/29 18/31
6/26 7/26
11/11 12/11
11/17 10/18
4/29 3/27
28/4 27/5
16/20 16/21
31/29 30/27
26/11 26/10
18/23 19/24
26/13 27/13
26/29 19/30
10/28 11/26
31/15 31/14
14/28 14/27
5/5 7/6
31/28 32/30
28/31 30/32
1/13 1/14
8/4 9/3
11/21 10/23
31/6 31/5
14/30 15/29
32/3 31/3
5/12 5/11
23/21 24/22
26/22 26/21
32/22 33/23
4/16 5/11
19/25 21/22
16/20 17/21
27/20 26/21
19/29 21/28
7/21 7/23
21/31 24/32
16/30 15/30
20/14 21/13
14/27 13/25
29/22 30/24
21/8 18/7
30/26 30/25
31/30 32/32
32/18 31/16
9/12 8/12
13/6 12/5
7/31 7/32
23/10 24/12
1/4 1/5
17/22 16/22
27/13 26/15
16/27 17/27
23/14 24/15
6/25 6/26
8/5 7/5
33/4 32/3
18/13 19/14
32/15 32/14
15/26 13/23
32/4 33/4
30/19 30/18
15/32 16/32
1/15 1/16
10/14 11/15
4/11 5/11
12/23 13/22
19/18 20/19
9/15 10/15
31/16 30/13
21/19 20/19
31/15 31/16
16/12 16/13
23/12 22/12
10/16 12/16
28/15 28/14
17/28 17/27
