595 815
34/5 33/5
34/23 30/26
32/28 33/28
36/12 36/13
31/35 38/37
21/30 20/29
9/31 9/32
25/3 23/3
15/35 4/36
4/27 4/26
14/6 11/6
18/7 19/7
10/22 9/20
39/29 36/30
24/9 24/10
2/19 1/19
25/3 19/2
21/35 22/35
25/11 24/11
24/13 23/12
19/3 24/10
21/16 22/15
28/12 30/12
35/17 35/18
15/13 16/14
40/26 40/29
4/32 2/34
2/34 1/35
35/23 36/23
7/26 6/26
33/28 34/29
24/13 22/17
29/6 31/6
20/16 19/16
18/15 15/15
6/7 6/8
29/23 28/23
29/30 30/28
4/24 1/23
18/30 17/29
34/6 35/7
5/11 6/11
6/32 5/32
9/21 8/19
36/18 36/19
3/7 4/7
11/25 10/23
20/23 22/22
28/26 28/25
15/35 17/35
1/28 5/27
36/22 36/23
21/11 19/11
10/22 14/22
21/35 20/36
26/26 24/27
1/1 3/4
12/26 17/25
14/19 15/20
37/11 36/11
4/23 4/22
9/32 10/33
8/19 9/22
16/32 13/32
29/7 31/7
39/8 38/8
30/10 30/8
37/11 36/13
29/31 28/30
19/11 19/14
21/36 24/35
14/12 15/13
6/15 7/15
26/27 26/26
36/13 33/16
23/5 25/3
6/2 7/6
38/7 37/12
35/7 36/6
18/14 16/14
37/26 36/26
13/33 12/33
32/21 34/19
32/34 29/33
18/20 17/19
36/15 36/17
28/34 32/35
12/21 11/20
25/23 29/24
21/4 20/3
22/20 23/18
32/21 32/20
27/17 29/17
28/6 29/6
17/19 16/20
19/25 20/26
32/29 30/28
23/37 23/36
13/14 15/14
36/11 36/12
32/17 31/18
13/26 13/27
22/31 24/29
16/16 14/16
23/36 24/36
32/23 33/23
12/32 9/32
29/33 30/34
21/16 22/17
23/27 24/28
11/19 12/19
19/28 17/26
27/15 29/13
33/27 34/28
30/3 28/5
32/5 34/3
16/5 19/2
27/25 25/23
34/23 33/22
16/5 17/5
21/22 23/21
7/12 5/13
7/18 12/21
13/17 16/17
15/14 16/14
22/5 21/4
34/8 36/8
37/12 36/14
16/7 18/7
32/26 33/26
21/36 23/36
11/16 10/16
22/5 23/3
26/36 26/35
36/11 35/11
9/31 12/32
22/31 21/30
11/5 9/7
5/32 4/32
31/24 30/23
20/10 21/8
9/32 8/32
33/2 34/3
7/28 13/32
10/8 18/7
11/11 13/11
30/8 32/9
19/14 20/15
26/5 25/4
22/35 26/34
12/8 13/8
35/7 36/8
22/11 19/14
2/14 2/12
32/12 33/12
23/21 20/22
4/27 1/26
37/8 36/9
6/26 4/26
18/15 18/16
25/22 29/23
30/13 30/12
19/10 11/11
36/26 36/28
40/29 40/32
12/1 15/6
17/26 17/25
16/34 22/38
29/33 28/33
13/14 13/16
4/26 4/24
20/36 22/38
29/19 26/20
20/26 19/24
9/29 10/29
19/18 20/17
1/19 2/17
26/36 31/36
31/20 21/21
19/18 19/21
15/29 17/29
12/13 12/14
11/18 11/17
36/8 36/9
4/9 4/11
36/13 36/14
30/24 30/23
18/14 14/12
27/17 26/18
20/3 19/3
19/33 18/33
20/33 22/31
22/30 21/30
