3299 6305
59/34 59.0 34.0
36/53 36.0 53.0
52/3 52.0 3.0
34/47 34.0 47.0
21/27 21.0 27.0
27/34 27.0 34.0
56/16 56.0 16.0
13/55 13.0 55.0
37/43 37.0 43.0
7/1 7.0 1.0
41/25 41.0 25.0
43/57 43.0 57.0
26/22 26.0 22.0
9/35 9.0 35.0
2/37 2.0 37.0
2/33 2.0 33.0
28/51 28.0 51.0
30/51 30.0 51.0
19/23 19.0 23.0
3/53 3.0 53.0
56/54 56.0 54.0
10/20 10.0 20.0
28/52 28.0 52.0
29/13 29.0 13.0
45/46 45.0 46.0
56/57 56.0 57.0
52/48 52.0 48.0
36/4 36.0 4.0
29/11 29.0 11.0
37/61 37.0 61.0
18/60 18.0 60.0
32/16 32.0 16.0
5/60 5.0 60.0
31/14 31.0 14.0
39/61 39.0 61.0
52/26 52.0 26.0
55/5 55.0 5.0
39/16 39.0 16.0
60/53 60.0 53.0
59/27 59.0 27.0
2/59 2.0 59.0
23/5 23.0 5.0
44/30 44.0 30.0
24/52 24.0 52.0
59/54 59.0 54.0
42/55 42.0 55.0
51/20 51.0 20.0
46/13 46.0 13.0
26/19 26.0 19.0
3/23 3.0 23.0
24/16 24.0 16.0
27/10 27.0 10.0
12/32 12.0 32.0
34/6 34.0 6.0
22/2 22.0 2.0
18/36 18.0 36.0
12/46 12.0 46.0
19/19 19.0 19.0
21/46 21.0 46.0
45/18 45.0 18.0
45/57 45.0 57.0
37/49 37.0 49.0
50/44 50.0 44.0
51/3 51.0 3.0
1/46 1.0 46.0
60/8 60.0 8.0
46/8 46.0 8.0
20/3 20.0 3.0
55/22 55.0 22.0
30/18 30.0 18.0
15/59 15.0 59.0
34/17 34.0 17.0
51/42 51.0 42.0
20/32 20.0 32.0
32/38 32.0 38.0
24/43 24.0 43.0
19/59 19.0 59.0
40/24 40.0 24.0
41/40 41.0 40.0
40/37 40.0 37.0
16/43 16.0 43.0
16/20 16.0 20.0
24/56 24.0 56.0
56/8 56.0 8.0
31/30 31.0 30.0
7/23 7.0 23.0
14/5 14.0 5.0
28/50 28.0 50.0
16/25 16.0 25.0
34/38 34.0 38.0
7/29 7.0 29.0
43/43 43.0 43.0
55/7 55.0 7.0
25/29 25.0 29.0
27/11 27.0 11.0
50/49 50.0 49.0
11/24 11.0 24.0
33/61 33.0 61.0
35/31 35.0 31.0
55/14 55.0 14.0
3/11 3.0 11.0
36/25 36.0 25.0
13/38 13.0 38.0
11/50 11.0 50.0
5/35 5.0 35.0
53/52 53.0 52.0
58/37 58.0 37.0
1/24 1.0 24.0
37/7 37.0 7.0
42/8 42.0 8.0
42/50 42.0 50.0
57/18 57.0 18.0
54/41 54.0 41.0
2/1 2.0 1.0
35/22 35.0 22.0
20/14 20.0 14.0
42/1 42.0 1.0
14/19 14.0 19.0
49/41 49.0 41.0
42/26 42.0 26.0
4/55 4.0 55.0
41/46 41.0 46.0
40/59 40.0 59.0
44/52 44.0 52.0
54/48 54.0 48.0
4/49 4.0 49.0
22/5 22.0 5.0
28/48 28.0 48.0
14/35 14.0 35.0
29/38 29.0 38.0
17/44 17.0 44.0
8/36 8.0 36.0
52/10 52.0 10.0
49/3 49.0 3.0
15/46 15.0 46.0
11/15 11.0 15.0
7/48 7.0 48.0
4/40 4.0 40.0
19/37 19.0 37.0
19/20 19.0 20.0
37/15 37.0 15.0
45/21 45.0 21.0
29/35 29.0 35.0
7/8 7.0 8.0
10/22 10.0 22.0
34/20 34.0 20.0
19/32 19.0 32.0
22/57 22.0 57.0
23/29 23.0 29.0
36/1 36.0 1.0
31/27 31.0 27.0
19/49 19.0 49.0
17/54 17.0 54.0
23/23 23.0 23.0
51/54 51.0 54.0
6/18 6.0 18.0
41/10 41.0 10.0
50/29 50.0 29.0
10/56 10.0 56.0
27/57 27.0 57.0
19/50 19.0 50.0
15/6 15.0 6.0
44/29 44.0 29.0
16/61 16.0 61.0
53/24 53.0 24.0
16/19 16.0 19.0
17/23 17.0 23.0
21/57 21.0 57.0
13/53 13.0 53.0
61/2 61.0 2.0
30/42 30.0 42.0
48/10 48.0 10.0
41/14 41.0 14.0
57/46 57.0 46.0
38/30 38.0 30.0
17/11 17.0 11.0
59/22 59.0 22.0
35/39 35.0 39.0
27/27 27.0 27.0
16/41 16.0 41.0
14/28 14.0 28.0
29/17 29.0 17.0
49/31 49.0 31.0
15/21 15.0 21.0
2/28 2.0 28.0
9/13 9.0 13.0
49/43 49.0 43.0
53/48 53.0 48.0
30/27 30.0 27.0
36/42 36.0 42.0
8/26 8.0 26.0
58/16 58.0 16.0
24/47 24.0 47.0
54/14 54.0 14.0
42/22 42.0 22.0
36/14 36.0 14.0
43/22 43.0 22.0
59/56 59.0 56.0
54/34 54.0 34.0
57/52 57.0 52.0
36/30 36.0 30.0
13/12 13.0 12.0
37/55 37.0 55.0
17/21 17.0 21.0
16/10 16.0 10.0
6/21 6.0 21.0
49/55 49.0 55.0
15/26 15.0 26.0
43/19 43.0 19.0
59/26 59.0 26.0
36/37 36.0 37.0
61/37 61.0 37.0
13/51 13.0 51.0
19/38 19.0 38.0
49/18 49.0 18.0
43/16 43.0 16.0
46/50 46.0 50.0
37/8 37.0 8.0
17/45 17.0 45.0
52/5 52.0 5.0
14/45 14.0 45.0
48/56 48.0 56.0
55/36 55.0 36.0
21/50 21.0 50.0
10/42 10.0 42.0
48/14 48.0 14.0
7/6 7.0 6.0
39/9 39.0 9.0
14/52 14.0 52.0
6/2 6.0 2.0
18/6 18.0 6.0
44/59 44.0 59.0
61/27 61.0 27.0
50/24 50.0 24.0
2/39 2.0 39.0
46/28 46.0 28.0
11/45 11.0 45.0
40/35 40.0 35.0
16/23 16.0 23.0
5/45 5.0 45.0
32/25 32.0 25.0
18/38 18.0 38.0
9/36 9.0 36.0
16/8 16.0 8.0
52/1 52.0 1.0
22/18 22.0 18.0
13/7 13.0 7.0
44/57 44.0 57.0
45/28 45.0 28.0
22/44 22.0 44.0
29/8 29.0 8.0
25/16 25.0 16.0
23/7 23.0 7.0
50/61 50.0 61.0
38/3 38.0 3.0
16/24 16.0 24.0
20/38 20.0 38.0
34/10 34.0 10.0
17/40 17.0 40.0
24/33 24.0 33.0
28/18 28.0 18.0
33/17 33.0 17.0
7/33 7.0 33.0
45/2 45.0 2.0
36/7 36.0 7.0
54/60 54.0 60.0
23/39 23.0 39.0
20/7 20.0 7.0
46/55 46.0 55.0
16/49 16.0 49.0
24/29 24.0 29.0
23/24 23.0 24.0
36/40 36.0 40.0
44/12 44.0 12.0
34/60 34.0 60.0
42/45 42.0 45.0
40/44 40.0 44.0
44/41 44.0 41.0
59/60 59.0 60.0
26/4 26.0 4.0
12/7 12.0 7.0
4/8 4.0 8.0
56/31 56.0 31.0
33/28 33.0 28.0
54/51 54.0 51.0
26/12 26.0 12.0
14/34 14.0 34.0
14/48 14.0 48.0
49/32 49.0 32.0
1/57 1.0 57.0
13/47 13.0 47.0
32/58 32.0 58.0
26/58 26.0 58.0
29/36 29.0 36.0
23/19 23.0 19.0
42/41 42.0 41.0
6/29 6.0 29.0
3/30 3.0 30.0
20/61 20.0 61.0
4/45 4.0 45.0
24/4 24.0 4.0
33/46 33.0 46.0
8/23 8.0 23.0
23/16 23.0 16.0
9/34 9.0 34.0
30/25 30.0 25.0
35/53 35.0 53.0
57/22 57.0 22.0
18/19 18.0 19.0
30/54 30.0 54.0
47/34 47.0 34.0
54/35 54.0 35.0
34/3 34.0 3.0
17/20 17.0 20.0
18/23 18.0 23.0
52/51 52.0 51.0
19/5 19.0 5.0
41/49 41.0 49.0
16/3 16.0 3.0
55/53 55.0 53.0
22/59 22.0 59.0
34/52 34.0 52.0
42/38 42.0 38.0
29/57 29.0 57.0
14/36 14.0 36.0
19/44 19.0 44.0
46/27 46.0 27.0
51/43 51.0 43.0
56/51 56.0 51.0
24/1 24.0 1.0
50/6 50.0 6.0
45/27 45.0 27.0
31/52 31.0 52.0
2/60 2.0 60.0
45/1 45.0 1.0
56/41 56.0 41.0
57/10 57.0 10.0
10/43 10.0 43.0
46/24 46.0 24.0
41/8 41.0 8.0
48/57 48.0 57.0
45/58 45.0 58.0
55/26 55.0 26.0
56/1 56.0 1.0
3/59 3.0 59.0
5/5 5.0 5.0
35/61 35.0 61.0
19/56 19.0 56.0
40/52 40.0 52.0
40/4 40.0 4.0
28/42 28.0 42.0
51/34 51.0 34.0
11/23 11.0 23.0
31/48 31.0 48.0
33/27 33.0 27.0
28/21 28.0 21.0
30/61 30.0 61.0
33/14 33.0 14.0
51/33 51.0 33.0
37/51 37.0 51.0
11/5 11.0 5.0
34/39 34.0 39.0
54/49 54.0 49.0
34/32 34.0 32.0
38/16 38.0 16.0
44/21 44.0 21.0
57/16 57.0 16.0
5/2 5.0 2.0
12/52 12.0 52.0
9/25 9.0 25.0
3/1 3.0 1.0
59/19 59.0 19.0
44/16 44.0 16.0
30/35 30.0 35.0
53/19 53.0 19.0
39/57 39.0 57.0
45/25 45.0 25.0
27/4 27.0 4.0
39/46 39.0 46.0
3/49 3.0 49.0
13/15 13.0 15.0
21/51 21.0 51.0
21/38 21.0 38.0
20/30 20.0 30.0
5/8 5.0 8.0
18/61 18.0 61.0
22/37 22.0 37.0
39/28 39.0 28.0
18/52 18.0 52.0
7/14 7.0 14.0
16/39 16.0 39.0
18/17 18.0 17.0
23/44 23.0 44.0
50/12 50.0 12.0
53/59 53.0 59.0
61/42 61.0 42.0
36/8 36.0 8.0
11/47 11.0 47.0
8/53 8.0 53.0
31/32 31.0 32.0
9/50 9.0 50.0
29/34 29.0 34.0
33/47 33.0 47.0
21/56 21.0 56.0
53/7 53.0 7.0
43/48 43.0 48.0
43/52 43.0 52.0
28/26 28.0 26.0
59/21 59.0 21.0
61/49 61.0 49.0
9/22 9.0 22.0
35/50 35.0 50.0
37/29 37.0 29.0
49/19 49.0 19.0
13/13 13.0 13.0
1/23 1.0 23.0
50/48 50.0 48.0
36/46 36.0 46.0
10/41 10.0 41.0
10/35 10.0 35.0
48/37 48.0 37.0
44/7 44.0 7.0
11/48 11.0 48.0
7/39 7.0 39.0
28/13 28.0 13.0
42/25 42.0 25.0
11/41 11.0 41.0
50/20 50.0 20.0
12/55 12.0 55.0
58/12 58.0 12.0
30/30 30.0 30.0
5/28 5.0 28.0
60/52 60.0 52.0
37/31 37.0 31.0
57/3 57.0 3.0
50/53 50.0 53.0
29/59 29.0 59.0
5/44 5.0 44.0
33/38 33.0 38.0
43/3 43.0 3.0
61/26 61.0 26.0
49/28 49.0 28.0
4/28 4.0 28.0
17/51 17.0 51.0
16/26 16.0 26.0
39/25 39.0 25.0
9/27 9.0 27.0
29/53 29.0 53.0
56/47 56.0 47.0
18/46 18.0 46.0
43/50 43.0 50.0
61/20 61.0 20.0
27/9 27.0 9.0
47/22 47.0 22.0
11/61 11.0 61.0
7/2 7.0 2.0
44/23 44.0 23.0
4/7 4.0 7.0
30/3 30.0 3.0
56/52 56.0 52.0
31/21 31.0 21.0
31/16 31.0 16.0
7/18 7.0 18.0
27/60 27.0 60.0
25/13 25.0 13.0
30/44 30.0 44.0
57/51 57.0 51.0
39/7 39.0 7.0
6/31 6.0 31.0
5/12 5.0 12.0
27/45 27.0 45.0
59/11 59.0 11.0
22/50 22.0 50.0
15/8 15.0 8.0
19/33 19.0 33.0
51/51 51.0 51.0
33/23 33.0 23.0
9/2 9.0 2.0
46/29 46.0 29.0
24/40 24.0 40.0
55/8 55.0 8.0
25/5 25.0 5.0
55/43 55.0 43.0
48/32 48.0 32.0
4/44 4.0 44.0
33/52 33.0 52.0
55/40 55.0 40.0
6/57 6.0 57.0
14/3 14.0 3.0
52/32 52.0 32.0
29/43 29.0 43.0
18/26 18.0 26.0
16/30 16.0 30.0
12/30 12.0 30.0
33/15 33.0 15.0
5/56 5.0 56.0
47/42 47.0 42.0
12/15 12.0 15.0
38/22 38.0 22.0
56/46 56.0 46.0
1/49 1.0 49.0
37/53 37.0 53.0
17/24 17.0 24.0
58/31 58.0 31.0
2/42 2.0 42.0
54/24 54.0 24.0
53/38 53.0 38.0
24/13 24.0 13.0
31/55 31.0 55.0
9/48 9.0 48.0
13/2 13.0 2.0
19/25 19.0 25.0
3/41 3.0 41.0
41/54 41.0 54.0
24/34 24.0 34.0
57/48 57.0 48.0
46/10 46.0 10.0
61/35 61.0 35.0
40/33 40.0 33.0
18/55 18.0 55.0
3/24 3.0 24.0
22/19 22.0 19.0
40/39 40.0 39.0
23/55 23.0 55.0
27/25 27.0 25.0
3/31 3.0 31.0
1/12 1.0 12.0
2/54 2.0 54.0
49/16 49.0 16.0
38/41 38.0 41.0
31/20 31.0 20.0
37/3 37.0 3.0
28/30 28.0 30.0
17/36 17.0 36.0
22/48 22.0 48.0
35/1 35.0 1.0
14/2 14.0 2.0
45/54 45.0 54.0
18/51 18.0 51.0
35/48 35.0 48.0
3/58 3.0 58.0
53/17 53.0 17.0
30/36 30.0 36.0
21/23 21.0 23.0
16/5 16.0 5.0
36/38 36.0 38.0
22/31 22.0 31.0
31/31 31.0 31.0
1/33 1.0 33.0
25/49 25.0 49.0
61/48 61.0 48.0
44/36 44.0 36.0
3/18 3.0 18.0
33/16 33.0 16.0
11/46 11.0 46.0
27/7 27.0 7.0
59/5 59.0 5.0
60/13 60.0 13.0
54/37 54.0 37.0
29/50 29.0 50.0
13/57 13.0 57.0
20/20 20.0 20.0
42/30 42.0 30.0
46/37 46.0 37.0
23/32 23.0 32.0
60/15 60.0 15.0
20/42 20.0 42.0
39/59 39.0 59.0
7/43 7.0 43.0
3/19 3.0 19.0
12/20 12.0 20.0
27/43 27.0 43.0
48/18 48.0 18.0
58/46 58.0 46.0
21/15 21.0 15.0
33/2 33.0 2.0
44/46 44.0 46.0
45/39 45.0 39.0
3/52 3.0 52.0
29/5 29.0 5.0
9/20 9.0 20.0
22/61 22.0 61.0
37/32 37.0 32.0
2/20 2.0 20.0
57/9 57.0 9.0
1/21 1.0 21.0
34/1 34.0 1.0
33/44 33.0 44.0
43/12 43.0 12.0
56/37 56.0 37.0
34/50 34.0 50.0
10/21 10.0 21.0
12/31 12.0 31.0
50/43 50.0 43.0
60/46 60.0 46.0
58/7 58.0 7.0
56/48 56.0 48.0
41/45 41.0 45.0
13/11 13.0 11.0
20/41 20.0 41.0
43/54 43.0 54.0
47/4 47.0 4.0
51/27 51.0 27.0
1/17 1.0 17.0
48/28 48.0 28.0
36/13 36.0 13.0
49/42 49.0 42.0
60/7 60.0 7.0
23/22 23.0 22.0
36/23 36.0 23.0
24/55 24.0 55.0
18/18 18.0 18.0
42/21 42.0 21.0
25/1 25.0 1.0
43/9 43.0 9.0
34/13 34.0 13.0
4/34 4.0 34.0
14/49 14.0 49.0
61/38 61.0 38.0
43/32 43.0 32.0
59/23 59.0 23.0
39/1 39.0 1.0
19/22 19.0 22.0
60/55 60.0 55.0
10/23 10.0 23.0
36/49 36.0 49.0
37/22 37.0 22.0
55/25 55.0 25.0
13/54 13.0 54.0
38/38 38.0 38.0
8/44 8.0 44.0
28/11 28.0 11.0
5/47 5.0 47.0
47/40 47.0 40.0
56/5 56.0 5.0
54/46 54.0 46.0
27/22 27.0 22.0
32/9 32.0 9.0
50/15 50.0 15.0
47/3 47.0 3.0
48/43 48.0 43.0
31/49 31.0 49.0
40/11 40.0 11.0
60/43 60.0 43.0
14/27 14.0 27.0
17/26 17.0 26.0
41/11 41.0 11.0
23/18 23.0 18.0
25/4 25.0 4.0
34/51 34.0 51.0
34/22 34.0 22.0
15/31 15.0 31.0
9/32 9.0 32.0
47/36 47.0 36.0
60/37 60.0 37.0
2/46 2.0 46.0
45/40 45.0 40.0
48/36 48.0 36.0
55/46 55.0 46.0
43/4 43.0 4.0
47/50 47.0 50.0
29/31 29.0 31.0
50/25 50.0 25.0
53/34 53.0 34.0
46/22 46.0 22.0
50/52 50.0 52.0
5/30 5.0 30.0
56/21 56.0 21.0
5/15 5.0 15.0
56/13 56.0 13.0
36/59 36.0 59.0
11/43 11.0 43.0
14/15 14.0 15.0
3/55 3.0 55.0
15/55 15.0 55.0
21/59 21.0 59.0
14/30 14.0 30.0
17/32 17.0 32.0
26/28 26.0 28.0
11/42 11.0 42.0
45/15 45.0 15.0
43/31 43.0 31.0
46/35 46.0 35.0
10/51 10.0 51.0
3/33 3.0 33.0
40/54 40.0 54.0
44/1 44.0 1.0
39/53 39.0 53.0
13/34 13.0 34.0
12/13 12.0 13.0
12/56 12.0 56.0
3/5 3.0 5.0
34/30 34.0 30.0
42/11 42.0 11.0
3/34 3.0 34.0
11/27 11.0 27.0
49/7 49.0 7.0
37/48 37.0 48.0
1/9 1.0 9.0
10/54 10.0 54.0
6/10 6.0 10.0
53/55 53.0 55.0
34/34 34.0 34.0
39/12 39.0 12.0
44/42 44.0 42.0
41/2 41.0 2.0
21/41 21.0 41.0
55/55 55.0 55.0
29/61 29.0 61.0
13/6 13.0 6.0
2/57 2.0 57.0
22/46 22.0 46.0
32/30 32.0 30.0
1/19 1.0 19.0
50/8 50.0 8.0
20/4 20.0 4.0
41/38 41.0 38.0
20/48 20.0 48.0
38/51 38.0 51.0
24/9 24.0 9.0
1/32 1.0 32.0
28/40 28.0 40.0
32/46 32.0 46.0
33/40 33.0 40.0
30/11 30.0 11.0
21/2 21.0 2.0
43/36 43.0 36.0
6/27 6.0 27.0
34/5 34.0 5.0
59/46 59.0 46.0
36/35 36.0 35.0
54/5 54.0 5.0
59/29 59.0 29.0
32/15 32.0 15.0
21/30 21.0 30.0
23/35 23.0 35.0
40/29 40.0 29.0
47/26 47.0 26.0
58/26 58.0 26.0
26/14 26.0 14.0
30/41 30.0 41.0
34/29 34.0 29.0
52/9 52.0 9.0
14/25 14.0 25.0
25/6 25.0 6.0
10/14 10.0 14.0
29/58 29.0 58.0
56/36 56.0 36.0
14/51 14.0 51.0
7/35 7.0 35.0
3/40 3.0 40.0
47/41 47.0 41.0
32/50 32.0 50.0
5/10 5.0 10.0
9/39 9.0 39.0
11/1 11.0 1.0
10/13 10.0 13.0
20/2 20.0 2.0
25/15 25.0 15.0
43/26 43.0 26.0
5/40 5.0 40.0
21/5 21.0 5.0
12/38 12.0 38.0
55/59 55.0 59.0
22/13 22.0 13.0
51/38 51.0 38.0
9/14 9.0 14.0
14/26 14.0 26.0
47/37 47.0 37.0
53/23 53.0 23.0
28/7 28.0 7.0
41/34 41.0 34.0
29/7 29.0 7.0
54/11 54.0 11.0
41/51 41.0 51.0
39/23 39.0 23.0
12/45 12.0 45.0
38/6 38.0 6.0
9/4 9.0 4.0
2/41 2.0 41.0
42/42 42.0 42.0
3/37 3.0 37.0
57/7 57.0 7.0
43/6 43.0 6.0
16/57 16.0 57.0
42/51 42.0 51.0
28/10 28.0 10.0
12/18 12.0 18.0
11/39 11.0 39.0
13/14 13.0 14.0
37/17 37.0 17.0
51/30 51.0 30.0
14/1 14.0 1.0
57/31 57.0 31.0
59/6 59.0 6.0
48/35 48.0 35.0
4/41 4.0 41.0
55/30 55.0 30.0
21/37 21.0 37.0
8/50 8.0 50.0
40/43 40.0 43.0
40/50 40.0 50.0
37/46 37.0 46.0
41/1 41.0 1.0
38/1 38.0 1.0
12/33 12.0 33.0
21/19 21.0 19.0
42/3 42.0 3.0
20/57 20.0 57.0
35/38 35.0 38.0
11/19 11.0 19.0
61/39 61.0 39.0
57/60 57.0 60.0
57/49 57.0 49.0
37/26 37.0 26.0
54/52 54.0 52.0
8/37 8.0 37.0
41/22 41.0 22.0
16/27 16.0 27.0
42/56 42.0 56.0
7/11 7.0 11.0
25/48 25.0 48.0
33/51 33.0 51.0
28/39 28.0 39.0
3/22 3.0 22.0
27/61 27.0 61.0
2/29 2.0 29.0
6/5 6.0 5.0
8/1 8.0 1.0
31/17 31.0 17.0
45/22 45.0 22.0
48/13 48.0 13.0
53/28 53.0 28.0
35/5 35.0 5.0
56/40 56.0 40.0
52/17 52.0 17.0
25/42 25.0 42.0
27/59 27.0 59.0
1/22 1.0 22.0
6/36 6.0 36.0
15/5 15.0 5.0
54/44 54.0 44.0
29/47 29.0 47.0
52/42 52.0 42.0
33/10 33.0 10.0
51/17 51.0 17.0
54/31 54.0 31.0
1/29 1.0 29.0
33/59 33.0 59.0
10/17 10.0 17.0
17/50 17.0 50.0
51/50 51.0 50.0
4/42 4.0 42.0
10/47 10.0 47.0
2/11 2.0 11.0
25/35 25.0 35.0
18/21 18.0 21.0
39/13 39.0 13.0
52/22 52.0 22.0
26/30 26.0 30.0
23/38 23.0 38.0
43/15 43.0 15.0
13/9 13.0 9.0
53/9 53.0 9.0
40/6 40.0 6.0
49/20 49.0 20.0
52/47 52.0 47.0
56/34 56.0 34.0
35/6 35.0 6.0
26/11 26.0 11.0
9/37 9.0 37.0
55/35 55.0 35.0
11/21 11.0 21.0
28/33 28.0 33.0
31/60 31.0 60.0
37/21 37.0 21.0
46/7 46.0 7.0
1/45 1.0 45.0
37/56 37.0 56.0
46/36 46.0 36.0
29/56 29.0 56.0
33/13 33.0 13.0
58/25 58.0 25.0
42/24 42.0 24.0
50/35 50.0 35.0
6/45 6.0 45.0
4/9 4.0 9.0
54/6 54.0 6.0
42/10 42.0 10.0
49/22 49.0 22.0
33/48 33.0 48.0
41/9 41.0 9.0
14/11 14.0 11.0
48/31 48.0 31.0
35/14 35.0 14.0
54/1 54.0 1.0
37/23 37.0 23.0
38/2 38.0 2.0
39/49 39.0 49.0
49/49 49.0 49.0
32/49 32.0 49.0
25/61 25.0 61.0
33/22 33.0 22.0
49/50 49.0 50.0
33/21 33.0 21.0
43/45 43.0 45.0
1/43 1.0 43.0
30/48 30.0 48.0
47/8 47.0 8.0
24/37 24.0 37.0
14/8 14.0 8.0
31/37 31.0 37.0
26/56 26.0 56.0
7/57 7.0 57.0
50/3 50.0 3.0
34/37 34.0 37.0
60/42 60.0 42.0
35/8 35.0 8.0
48/34 48.0 34.0
15/38 15.0 38.0
53/20 53.0 20.0
30/60 30.0 60.0
44/8 44.0 8.0
41/37 41.0 37.0
31/51 31.0 51.0
41/33 41.0 33.0
35/4 35.0 4.0
53/32 53.0 32.0
51/6 51.0 6.0
19/17 19.0 17.0
28/3 28.0 3.0
19/43 19.0 43.0
11/28 11.0 28.0
57/6 57.0 6.0
38/56 38.0 56.0
32/61 32.0 61.0
38/37 38.0 37.0
39/44 39.0 44.0
23/2 23.0 2.0
18/20 18.0 20.0
4/35 4.0 35.0
51/32 51.0 32.0
31/15 31.0 15.0
60/4 60.0 4.0
35/59 35.0 59.0
48/58 48.0 58.0
36/31 36.0 31.0
52/35 52.0 35.0
10/33 10.0 33.0
59/18 59.0 18.0
13/37 13.0 37.0
53/61 53.0 61.0
56/56 56.0 56.0
26/20 26.0 20.0
15/36 15.0 36.0
27/54 27.0 54.0
61/43 61.0 43.0
37/41 37.0 41.0
4/53 4.0 53.0
14/37 14.0 37.0
31/35 31.0 35.0
41/29 41.0 29.0
7/59 7.0 59.0
59/38 59.0 38.0
1/30 1.0 30.0
12/23 12.0 23.0
52/37 52.0 37.0
51/28 51.0 28.0
38/27 38.0 27.0
34/46 34.0 46.0
40/30 40.0 30.0
59/41 59.0 41.0
7/56 7.0 56.0
3/38 3.0 38.0
32/11 32.0 11.0
5/38 5.0 38.0
33/5 33.0 5.0
44/6 44.0 6.0
9/17 9.0 17.0
41/30 41.0 30.0
15/33 15.0 33.0
54/55 54.0 55.0
19/8 19.0 8.0
46/33 46.0 33.0
58/51 58.0 51.0
27/15 27.0 15.0
46/58 46.0 58.0
53/58 53.0 58.0
16/12 16.0 12.0
15/11 15.0 11.0
4/50 4.0 50.0
34/18 34.0 18.0
27/18 27.0 18.0
13/39 13.0 39.0
27/50 27.0 50.0
40/46 40.0 46.0
19/21 19.0 21.0
51/7 51.0 7.0
26/61 26.0 61.0
17/39 17.0 39.0
20/43 20.0 43.0
6/15 6.0 15.0
35/37 35.0 37.0
27/35 27.0 35.0
7/44 7.0 44.0
27/2 27.0 2.0
19/4 19.0 4.0
59/12 59.0 12.0
14/4 14.0 4.0
45/26 45.0 26.0
18/28 18.0 28.0
46/26 46.0 26.0
22/9 22.0 9.0
38/36 38.0 36.0
18/11 18.0 11.0
53/36 53.0 36.0
29/28 29.0 28.0
57/2 57.0 2.0
40/57 40.0 57.0
28/60 28.0 60.0
26/53 26.0 53.0
50/4 50.0 4.0
13/61 13.0 61.0
57/27 57.0 27.0
25/33 25.0 33.0
21/36 21.0 36.0
42/18 42.0 18.0
48/12 48.0 12.0
52/49 52.0 49.0
48/25 48.0 25.0
20/12 20.0 12.0
50/34 50.0 34.0
43/27 43.0 27.0
55/12 55.0 12.0
25/34 25.0 34.0
11/36 11.0 36.0
20/8 20.0 8.0
21/17 21.0 17.0
47/15 47.0 15.0
19/42 19.0 42.0
17/10 17.0 10.0
49/54 49.0 54.0
57/12 57.0 12.0
44/2 44.0 2.0
15/28 15.0 28.0
49/26 49.0 26.0
39/10 39.0 10.0
45/34 45.0 34.0
38/23 38.0 23.0
31/4 31.0 4.0
46/25 46.0 25.0
5/37 5.0 37.0
39/27 39.0 27.0
55/19 55.0 19.0
54/27 54.0 27.0
8/34 8.0 34.0
50/33 50.0 33.0
18/29 18.0 29.0
30/52 30.0 52.0
15/4 15.0 4.0
25/54 25.0 54.0
17/19 17.0 19.0
57/28 57.0 28.0
61/28 61.0 28.0
18/50 18.0 50.0
17/8 17.0 8.0
12/39 12.0 39.0
39/52 39.0 52.0
28/34 28.0 34.0
61/18 61.0 18.0
16/55 16.0 55.0
41/50 41.0 50.0
60/50 60.0 50.0
61/40 61.0 40.0
19/54 19.0 54.0
