1482 3653
32/28 32.0 28.0
23/29 23.0 29.0
1/41 1.0 41.0
32/26 32.0 26.0
10/37 10.0 37.0
10/30 10.0 30.0
35/32 35.0 32.0
23/9 23.0 9.0
24/25 24.0 25.0
7/40 7.0 40.0
1/32 1.0 32.0
7/38 7.0 38.0
2/20 2.0 20.0
21/9 21.0 9.0
5/27 5.0 27.0
14/2 14.0 2.0
26/28 26.0 28.0
26/40 26.0 40.0
7/41 7.0 41.0
41/27 41.0 27.0
34/8 34.0 8.0
35/25 35.0 25.0
9/15 9.0 15.0
40/20 40.0 20.0
4/8 4.0 8.0
28/30 28.0 30.0
11/1 11.0 1.0
39/37 39.0 37.0
18/27 18.0 27.0
20/40 20.0 40.0
3/18 3.0 18.0
27/28 27.0 28.0
6/29 6.0 29.0
9/32 9.0 32.0
5/12 5.0 12.0
9/14 9.0 14.0
14/12 14.0 12.0
35/40 35.0 40.0
18/17 18.0 17.0
30/27 30.0 27.0
31/22 31.0 22.0
19/29 19.0 29.0
38/30 38.0 30.0
18/18 18.0 18.0
16/8 16.0 8.0
9/25 9.0 25.0
14/14 14.0 14.0
33/33 33.0 33.0
22/15 22.0 15.0
37/32 37.0 32.0
8/23 8.0 23.0
6/32 6.0 32.0
40/21 40.0 21.0
22/5 22.0 5.0
27/17 27.0 17.0
16/27 16.0 27.0
21/28 21.0 28.0
8/38 8.0 38.0
12/41 12.0 41.0
21/33 21.0 33.0
15/31 15.0 31.0
40/7 40.0 7.0
16/1 16.0 1.0
29/23 29.0 23.0
34/39 34.0 39.0
41/25 41.0 25.0
11/12 11.0 12.0
19/11 19.0 11.0
15/36 15.0 36.0
21/4 21.0 4.0
18/26 18.0 26.0
23/10 23.0 10.0
32/41 32.0 41.0
37/21 37.0 21.0
9/18 9.0 18.0
36/38 36.0 38.0
18/10 18.0 10.0
34/10 34.0 10.0
36/22 36.0 22.0
22/39 22.0 39.0
22/2 22.0 2.0
28/22 28.0 22.0
9/28 9.0 28.0
31/9 31.0 9.0
10/9 10.0 9.0
39/23 39.0 23.0
27/21 27.0 21.0
4/37 4.0 37.0
31/31 31.0 31.0
23/23 23.0 23.0
27/39 27.0 39.0
21/20 21.0 20.0
10/31 10.0 31.0
20/23 20.0 23.0
22/8 22.0 8.0
21/18 21.0 18.0
1/10 1.0 10.0
13/40 13.0 40.0
9/30 9.0 30.0
10/1 10.0 1.0
4/23 4.0 23.0
33/30 33.0 30.0
10/35 10.0 35.0
32/4 32.0 4.0
39/3 39.0 3.0
3/38 3.0 38.0
36/29 36.0 29.0
32/5 32.0 5.0
31/36 31.0 36.0
27/36 27.0 36.0
32/24 32.0 24.0
40/37 40.0 37.0
26/13 26.0 13.0
38/16 38.0 16.0
24/27 24.0 27.0
17/40 17.0 40.0
35/10 35.0 10.0
15/29 15.0 29.0
20/30 20.0 30.0
30/39 30.0 39.0
3/27 3.0 27.0
25/6 25.0 6.0
7/5 7.0 5.0
24/1 24.0 1.0
10/41 10.0 41.0
34/30 34.0 30.0
12/28 12.0 28.0
35/8 35.0 8.0
12/18 12.0 18.0
8/12 8.0 12.0
15/21 15.0 21.0
16/2 16.0 2.0
22/24 22.0 24.0
35/21 35.0 21.0
29/19 29.0 19.0
17/20 17.0 20.0
32/20 32.0 20.0
33/25 33.0 25.0
35/36 35.0 36.0
13/23 13.0 23.0
31/32 31.0 32.0
9/7 9.0 7.0
21/19 21.0 19.0
20/29 20.0 29.0
30/11 30.0 11.0
8/7 8.0 7.0
37/7 37.0 7.0
28/38 28.0 38.0
3/23 3.0 23.0
19/32 19.0 32.0
25/41 25.0 41.0
36/32 36.0 32.0
36/24 36.0 24.0
32/9 32.0 9.0
35/30 35.0 30.0
17/30 17.0 30.0
17/18 17.0 18.0
33/17 33.0 17.0
8/33 8.0 33.0
32/40 32.0 40.0
6/13 6.0 13.0
21/13 21.0 13.0
12/27 12.0 27.0
2/35 2.0 35.0
37/12 37.0 12.0
35/38 35.0 38.0
40/33 40.0 33.0
27/37 27.0 37.0
19/36 19.0 36.0
35/18 35.0 18.0
11/34 11.0 34.0
2/8 2.0 8.0
37/19 37.0 19.0
20/16 20.0 16.0
26/39 26.0 39.0
22/36 22.0 36.0
34/28 34.0 28.0
21/32 21.0 32.0
24/29 24.0 29.0
41/22 41.0 22.0
41/32 41.0 32.0
1/29 1.0 29.0
20/7 20.0 7.0
34/21 34.0 21.0
9/27 9.0 27.0
41/17 41.0 17.0
15/34 15.0 34.0
29/14 29.0 14.0
6/28 6.0 28.0
17/24 17.0 24.0
16/9 16.0 9.0
5/17 5.0 17.0
40/36 40.0 36.0
24/32 24.0 32.0
40/6 40.0 6.0
26/23 26.0 23.0
2/26 2.0 26.0
16/31 16.0 31.0
39/33 39.0 33.0
23/40 23.0 40.0
32/10 32.0 10.0
30/41 30.0 41.0
30/23 30.0 23.0
13/9 13.0 9.0
23/19 23.0 19.0
17/38 17.0 38.0
5/37 5.0 37.0
1/33 1.0 33.0
24/4 24.0 4.0
17/31 17.0 31.0
24/7 24.0 7.0
40/39 40.0 39.0
30/14 30.0 14.0
14/30 14.0 30.0
33/34 33.0 34.0
31/19 31.0 19.0
23/3 23.0 3.0
11/6 11.0 6.0
16/24 16.0 24.0
7/4 7.0 4.0
15/25 15.0 25.0
35/31 35.0 31.0
17/17 17.0 17.0
31/11 31.0 11.0
15/24 15.0 24.0
16/38 16.0 38.0
26/19 26.0 19.0
18/22 18.0 22.0
16/30 16.0 30.0
19/14 19.0 14.0
13/35 13.0 35.0
17/15 17.0 15.0
2/34 2.0 34.0
20/11 20.0 11.0
10/16 10.0 16.0
13/13 13.0 13.0
3/31 3.0 31.0
38/38 38.0 38.0
39/5 39.0 5.0
19/25 19.0 25.0
14/9 14.0 9.0
11/8 11.0 8.0
33/38 33.0 38.0
39/10 39.0 10.0
15/41 15.0 41.0
25/39 25.0 39.0
33/13 33.0 13.0
13/32 13.0 32.0
28/28 28.0 28.0
20/10 20.0 10.0
19/9 19.0 9.0
3/12 3.0 12.0
40/5 40.0 5.0
3/6 3.0 6.0
40/38 40.0 38.0
28/36 28.0 36.0
37/15 37.0 15.0
39/9 39.0 9.0
11/13 11.0 13.0
22/26 22.0 26.0
13/10 13.0 10.0
21/38 21.0 38.0
41/30 41.0 30.0
26/12 26.0 12.0
30/5 30.0 5.0
4/13 4.0 13.0
26/37 26.0 37.0
7/32 7.0 32.0
10/18 10.0 18.0
3/30 3.0 30.0
19/12 19.0 12.0
28/23 28.0 23.0
29/36 29.0 36.0
41/29 41.0 29.0
21/2 21.0 2.0
40/4 40.0 4.0
41/20 41.0 20.0
37/27 37.0 27.0
22/28 22.0 28.0
13/1 13.0 1.0
11/27 11.0 27.0
36/30 36.0 30.0
21/11 21.0 11.0
25/30 25.0 30.0
17/39 17.0 39.0
16/20 16.0 20.0
28/40 28.0 40.0
24/28 24.0 28.0
21/31 21.0 31.0
13/8 13.0 8.0
29/29 29.0 29.0
15/19 15.0 19.0
39/12 39.0 12.0
8/4 8.0 4.0
29/5 29.0 5.0
27/41 27.0 41.0
3/29 3.0 29.0
19/33 19.0 33.0
14/4 14.0 4.0
35/34 35.0 34.0
9/40 9.0 40.0
8/14 8.0 14.0
19/41 19.0 41.0
41/31 41.0 31.0
25/10 25.0 10.0
1/4 1.0 4.0
40/31 40.0 31.0
6/23 6.0 23.0
27/5 27.0 5.0
30/8 30.0 8.0
16/22 16.0 22.0
38/22 38.0 22.0
35/3 35.0 3.0
39/16 39.0 16.0
6/39 6.0 39.0
27/6 27.0 6.0
12/12 12.0 12.0
19/40 19.0 40.0
4/25 4.0 25.0
14/13 14.0 13.0
2/15 2.0 15.0
8/21 8.0 21.0
39/8 39.0 8.0
33/14 33.0 14.0
23/12 23.0 12.0
31/13 31.0 13.0
15/20 15.0 20.0
5/40 5.0 40.0
25/15 25.0 15.0
38/23 38.0 23.0
10/40 10.0 40.0
7/1 7.0 1.0
33/40 33.0 40.0
10/3 10.0 3.0
37/30 37.0 30.0
24/9 24.0 9.0
35/20 35.0 20.0
18/36 18.0 36.0
12/16 12.0 16.0
16/39 16.0 39.0
12/4 12.0 4.0
14/17 14.0 17.0
1/28 1.0 28.0
26/10 26.0 10.0
22/25 22.0 25.0
27/27 27.0 27.0
22/12 22.0 12.0
5/32 5.0 32.0
30/13 30.0 13.0
33/28 33.0 28.0
34/18 34.0 18.0
14/18 14.0 18.0
34/19 34.0 19.0
18/7 18.0 7.0
1/21 1.0 21.0
35/29 35.0 29.0
36/13 36.0 13.0
26/35 26.0 35.0
31/20 31.0 20.0
5/18 5.0 18.0
19/17 19.0 17.0
27/23 27.0 23.0
41/41 41.0 41.0
7/8 7.0 8.0
24/16 24.0 16.0
22/35 22.0 35.0
20/20 20.0 20.0
26/15 26.0 15.0
40/29 40.0 29.0
12/1 12.0 1.0
13/16 13.0 16.0
15/14 15.0 14.0
23/8 23.0 8.0
41/39 41.0 39.0
37/31 37.0 31.0
39/15 39.0 15.0
3/40 3.0 40.0
4/3 4.0 3.0
28/19 28.0 19.0
1/5 1.0 5.0
13/31 13.0 31.0
14/37 14.0 37.0
23/34 23.0 34.0
33/5 33.0 5.0
6/1 6.0 1.0
9/4 9.0 4.0
15/28 15.0 28.0
40/27 40.0 27.0
2/18 2.0 18.0
33/37 33.0 37.0
1/9 1.0 9.0
20/25 20.0 25.0
11/15 11.0 15.0
40/34 40.0 34.0
17/9 17.0 9.0
8/20 8.0 20.0
25/21 25.0 21.0
9/23 9.0 23.0
13/24 13.0 24.0
21/34 21.0 34.0
30/19 30.0 19.0
31/33 31.0 33.0
8/15 8.0 15.0
38/12 38.0 12.0
8/26 8.0 26.0
3/8 3.0 8.0
40/19 40.0 19.0
4/27 4.0 27.0
9/19 9.0 19.0
37/40 37.0 40.0
20/6 20.0 6.0
26/21 26.0 21.0
32/23 32.0 23.0
29/16 29.0 16.0
11/21 11.0 21.0
12/30 12.0 30.0
35/13 35.0 13.0
2/13 2.0 13.0
11/37 11.0 37.0
28/18 28.0 18.0
40/14 40.0 14.0
19/37 19.0 37.0
2/40 2.0 40.0
5/1 5.0 1.0
3/3 3.0 3.0
20/31 20.0 31.0
37/16 37.0 16.0
24/18 24.0 18.0
32/34 32.0 34.0
38/31 38.0 31.0
26/34 26.0 34.0
5/39 5.0 39.0
23/18 23.0 18.0
37/20 37.0 20.0
2/10 2.0 10.0
9/10 9.0 10.0
36/27 36.0 27.0
6/18 6.0 18.0
40/10 40.0 10.0
33/9 33.0 9.0
25/33 25.0 33.0
29/22 29.0 22.0
24/34 24.0 34.0
19/7 19.0 7.0
14/6 14.0 6.0
39/24 39.0 24.0
34/26 34.0 26.0
37/39 37.0 39.0
6/15 6.0 15.0
23/15 23.0 15.0
2/37 2.0 37.0
18/33 18.0 33.0
27/12 27.0 12.0
35/5 35.0 5.0
1/39 1.0 39.0
12/22 12.0 22.0
14/22 14.0 22.0
10/27 10.0 27.0
35/6 35.0 6.0
37/14 37.0 14.0
14/32 14.0 32.0
39/27 39.0 27.0
11/40 11.0 40.0
37/11 37.0 11.0
3/1 3.0 1.0
13/2 13.0 2.0
32/35 32.0 35.0
41/6 41.0 6.0
41/7 41.0 7.0
22/27 22.0 27.0
34/35 34.0 35.0
3/14 3.0 14.0
10/39 10.0 39.0
29/39 29.0 39.0
33/23 33.0 23.0
21/29 21.0 29.0
34/5 34.0 5.0
3/41 3.0 41.0
18/39 18.0 39.0
36/40 36.0 40.0
2/30 2.0 30.0
8/31 8.0 31.0
10/11 10.0 11.0
26/9 26.0 9.0
8/25 8.0 25.0
22/13 22.0 13.0
39/7 39.0 7.0
5/6 5.0 6.0
20/22 20.0 22.0
2/31 2.0 31.0
10/13 10.0 13.0
3/33 3.0 33.0
38/7 38.0 7.0
31/6 31.0 6.0
21/30 21.0 30.0
16/3 16.0 3.0
22/16 22.0 16.0
17/37 17.0 37.0
5/7 5.0 7.0
35/37 35.0 37.0
13/22 13.0 22.0
31/28 31.0 28.0
37/37 37.0 37.0
38/8 38.0 8.0
16/25 16.0 25.0
41/10 41.0 10.0
10/29 10.0 29.0
38/5 38.0 5.0
1/11 1.0 11.0
39/17 39.0 17.0
36/18 36.0 18.0
19/18 19.0 18.0
13/11 13.0 11.0
25/29 25.0 29.0
32/13 32.0 13.0
30/7 30.0 7.0
3/25 3.0 25.0
4/10 4.0 10.0
36/12 36.0 12.0
6/27 6.0 27.0
14/27 14.0 27.0
18/16 18.0 16.0
11/26 11.0 26.0
27/40 27.0 40.0
32/19 32.0 19.0
15/8 15.0 8.0
2/14 2.0 14.0
6/36 6.0 36.0
10/19 10.0 19.0
29/38 29.0 38.0
21/37 21.0 37.0
31/38 31.0 38.0
14/11 14.0 11.0
29/15 29.0 15.0
1/40 1.0 40.0
41/23 41.0 23.0
21/6 21.0 6.0
3/11 3.0 11.0
16/34 16.0 34.0
23/38 23.0 38.0
9/3 9.0 3.0
34/13 34.0 13.0
25/26 25.0 26.0
30/31 30.0 31.0
36/21 36.0 21.0
13/19 13.0 19.0
29/13 29.0 13.0
29/26 29.0 26.0
6/2 6.0 2.0
28/24 28.0 24.0
26/41 26.0 41.0
19/8 19.0 8.0
37/6 37.0 6.0
2/6 2.0 6.0
3/26 3.0 26.0
23/11 23.0 11.0
7/37 7.0 37.0
26/5 26.0 5.0
14/21 14.0 21.0
18/5 18.0 5.0
14/26 14.0 26.0
24/33 24.0 33.0
13/39 13.0 39.0
41/36 41.0 36.0
8/9 8.0 9.0
41/40 41.0 40.0
1/1 1.0 1.0
9/12 9.0 12.0
11/5 11.0 5.0
10/23 10.0 23.0
27/13 27.0 13.0
2/4 2.0 4.0
19/38 19.0 38.0
15/3 15.0 3.0
18/29 18.0 29.0
33/29 33.0 29.0
38/34 38.0 34.0
17/35 17.0 35.0
4/5 4.0 5.0
17/8 17.0 8.0
23/6 23.0 6.0
5/8 5.0 8.0
34/31 34.0 31.0
34/34 34.0 34.0
7/3 7.0 3.0
17/36 17.0 36.0
31/27 31.0 27.0
10/17 10.0 17.0
25/25 25.0 25.0
33/7 33.0 7.0
15/5 15.0 5.0
33/36 33.0 36.0
41/8 41.0 8.0
3/34 3.0 34.0
2/1 2.0 1.0
39/21 39.0 21.0
39/28 39.0 28.0
10/15 10.0 15.0
10/20 10.0 20.0
39/38 39.0 38.0
40/12 40.0 12.0
22/41 22.0 41.0
7/16 7.0 16.0
34/9 34.0 9.0
1/18 1.0 18.0
13/14 13.0 14.0
10/12 10.0 12.0
18/25 18.0 25.0
19/26 19.0 26.0
11/39 11.0 39.0
25/14 25.0 14.0
4/31 4.0 31.0
7/28 7.0 28.0
8/32 8.0 32.0
7/23 7.0 23.0
22/9 22.0 9.0
18/21 18.0 21.0
3/35 3.0 35.0
39/35 39.0 35.0
31/10 31.0 10.0
38/13 38.0 13.0
2/24 2.0 24.0
2/17 2.0 17.0
34/11 34.0 11.0
5/31 5.0 31.0
13/18 13.0 18.0
29/8 29.0 8.0
9/33 9.0 33.0
32/21 32.0 21.0
24/20 24.0 20.0
11/19 11.0 19.0
38/37 38.0 37.0
15/7 15.0 7.0
31/5 31.0 5.0
31/41 31.0 41.0
19/16 19.0 16.0
16/13 16.0 13.0
14/41 14.0 41.0
5/36 5.0 36.0
10/28 10.0 28.0
10/10 10.0 10.0
22/1 22.0 1.0
25/34 25.0 34.0
41/26 41.0 26.0
23/7 23.0 7.0
28/39 28.0 39.0
38/11 38.0 11.0
18/40 18.0 40.0
28/11 28.0 11.0
33/21 33.0 21.0
2/7 2.0 7.0
23/39 23.0 39.0
27/19 27.0 19.0
19/10 19.0 10.0
29/30 29.0 30.0
35/1 35.0 1.0
7/33 7.0 33.0
40/35 40.0 35.0
17/29 17.0 29.0
38/10 38.0 10.0
15/12 15.0 12.0
8/5 8.0 5.0
19/24 19.0 24.0
7/17 7.0 17.0
13/4 13.0 4.0
25/36 25.0 36.0
2/12 2.0 12.0
2/16 2.0 16.0
36/34 36.0 34.0
37/26 37.0 26.0
12/6 12.0 6.0
15/6 15.0 6.0
37/1 37.0 1.0
9/41 9.0 41.0
17/13 17.0 13.0
17/28 17.0 28.0
34/40 34.0 40.0
31/7 31.0 7.0
39/39 39.0 39.0
34/33 34.0 33.0
10/21 10.0 21.0
7/9 7.0 9.0
1/27 1.0 27.0
7/39 7.0 39.0
29/40 29.0 40.0
38/41 38.0 41.0
15/13 15.0 13.0
23/25 23.0 25.0
16/28 16.0 28.0
30/30 30.0 30.0
16/37 16.0 37.0
40/9 40.0 9.0
7/21 7.0 21.0
6/19 6.0 19.0
33/39 33.0 39.0
18/32 18.0 32.0
41/1 41.0 1.0
32/1 32.0 1.0
20/35 20.0 35.0
21/27 21.0 27.0
27/10 27.0 10.0
23/28 23.0 28.0
25/35 25.0 35.0
3/2 3.0 2.0
11/3 11.0 3.0
26/32 26.0 32.0
41/37 41.0 37.0
33/18 33.0 18.0
27/16 27.0 16.0
24/15 24.0 15.0
4/40 4.0 40.0
21/23 21.0 23.0
20/36 20.0 36.0
30/28 30.0 28.0
22/20 22.0 20.0
37/17 37.0 17.0
14/20 14.0 20.0
19/1 19.0 1.0
22/38 22.0 38.0
39/32 39.0 32.0
28/1 28.0 1.0
8/16 8.0 16.0
25/38 25.0 38.0
27/4 27.0 4.0
8/11 8.0 11.0
32/29 32.0 29.0
33/1 33.0 1.0
29/20 29.0 20.0
35/9 35.0 9.0
31/16 31.0 16.0
36/14 36.0 14.0
41/33 41.0 33.0
5/38 5.0 38.0
27/26 27.0 26.0
8/29 8.0 29.0
18/38 18.0 38.0
16/41 16.0 41.0
20/34 20.0 34.0
2/41 2.0 41.0
34/12 34.0 12.0
38/14 38.0 14.0
1/22 1.0 22.0
24/17 24.0 17.0
30/4 30.0 4.0
14/16 14.0 16.0
6/6 6.0 6.0
31/15 31.0 15.0
38/15 38.0 15.0
1/16 1.0 16.0
36/39 36.0 39.0
20/12 20.0 12.0
23/16 23.0 16.0
4/35 4.0 35.0
22/10 22.0 10.0
17/19 17.0 19.0
12/20 12.0 20.0
21/26 21.0 26.0
6/40 6.0 40.0
1/38 1.0 38.0
34/32 34.0 32.0
31/12 31.0 12.0
8/35 8.0 35.0
20/28 20.0 28.0
26/30 26.0 30.0
36/3 36.0 3.0
5/5 5.0 5.0
12/31 12.0 31.0
13/3 13.0 3.0
38/36 38.0 36.0
5/4 5.0 4.0
4/30 4.0 30.0
23/4 23.0 4.0
38/20 38.0 20.0
9/9 9.0 9.0
7/13 7.0 13.0
16/36 16.0 36.0
37/28 37.0 28.0
36/8 36.0 8.0
25/16 25.0 16.0
25/8 25.0 8.0
22/37 22.0 37.0
26/22 26.0 22.0
12/17 12.0 17.0
6/33 6.0 33.0
6/8 6.0 8.0
18/15 18.0 15.0
31/18 31.0 18.0
17/22 17.0 22.0
1/25 1.0 25.0
31/24 31.0 24.0
8/28 8.0 28.0
20/8 20.0 8.0
31/39 31.0 39.0
7/36 7.0 36.0
38/32 38.0 32.0
1/3 1.0 3.0
1/30 1.0 30.0
29/7 29.0 7.0
8/6 8.0 6.0
11/28 11.0 28.0
41/9 41.0 9.0
25/20 25.0 20.0
9/26 9.0 26.0
34/29 34.0 29.0
34/20 34.0 20.0
34/36 34.0 36.0
13/28 13.0 28.0
31/17 31.0 17.0
10/2 10.0 2.0
24/13 24.0 13.0
14/29 14.0 29.0
11/33 11.0 33.0
15/23 15.0 23.0
24/12 24.0 12.0
40/15 40.0 15.0
40/32 40.0 32.0
35/15 35.0 15.0
26/1 26.0 1.0
15/17 15.0 17.0
33/35 33.0 35.0
35/23 35.0 23.0
24/36 24.0 36.0
14/3 14.0 3.0
20/27 20.0 27.0
19/3 19.0 3.0
14/15 14.0 15.0
14/36 14.0 36.0
32/12 32.0 12.0
1/15 1.0 15.0
3/39 3.0 39.0
29/11 29.0 11.0
4/2 4.0 2.0
30/10 30.0 10.0
14/28 14.0 28.0
39/11 39.0 11.0
18/19 18.0 19.0
30/25 30.0 25.0
33/6 33.0 6.0
17/33 17.0 33.0
24/8 24.0 8.0
12/10 12.0 10.0
10/24 10.0 24.0
26/16 26.0 16.0
14/25 14.0 25.0
25/28 25.0 28.0
11/32 11.0 32.0
1/34 1.0 34.0
12/29 12.0 29.0
29/27 29.0 27.0
4/4 4.0 4.0
27/22 27.0 22.0
24/19 24.0 19.0
14/19 14.0 19.0
11/2 11.0 2.0
3/5 3.0 5.0
20/2 20.0 2.0
4/9 4.0 9.0
13/33 13.0 33.0
7/6 7.0 6.0
9/5 9.0 5.0
12/37 12.0 37.0
27/24 27.0 24.0
22/30 22.0 30.0
7/19 7.0 19.0
40/2 40.0 2.0
4/28 4.0 28.0
24/10 24.0 10.0
36/23 36.0 23.0
29/24 29.0 24.0
28/34 28.0 34.0
17/32 17.0 32.0
35/41 35.0 41.0
34/14 34.0 14.0
5/13 5.0 13.0
25/11 25.0 11.0
27/38 27.0 38.0
27/15 27.0 15.0
7/35 7.0 35.0
16/16 16.0 16.0
20/39 20.0 39.0
20/19 20.0 19.0
24/38 24.0 38.0
4/19 4.0 19.0
32/39 32.0 39.0
16/17 16.0 17.0
24/26 24.0 26.0
16/11 16.0 11.0
3/36 3.0 36.0
27/11 27.0 11.0
29/1 29.0 1.0
15/4 15.0 4.0
20/1 20.0 1.0
25/19 25.0 19.0
12/7 12.0 7.0
2/9 2.0 9.0
2/11 2.0 11.0
36/37 36.0 37.0
9/36 9.0 36.0
39/31 39.0 31.0
41/28 41.0 28.0
39/30 39.0 30.0
12/38 12.0 38.0
14/10 14.0 10.0
20/33 20.0 33.0
26/26 26.0 26.0
15/16 15.0 16.0
17/34 17.0 34.0
28/8 28.0 8.0
30/17 30.0 17.0
37/22 37.0 22.0
30/38 30.0 38.0
1/37 1.0 37.0
9/35 9.0 35.0
17/41 17.0 41.0
21/40 21.0 40.0
14/31 14.0 31.0
15/37 15.0 37.0
33/8 33.0 8.0
1/14 1.0 14.0
22/4 22.0 4.0
3/24 3.0 24.0
22/11 22.0 11.0
3/17 3.0 17.0
37/36 37.0 36.0
25/5 25.0 5.0
32/25 32.0 25.0
40/1 40.0 1.0
26/4 26.0 4.0
16/19 16.0 19.0
19/22 19.0 22.0
38/39 38.0 39.0
2/29 2.0 29.0
14/23 14.0 23.0
6/31 6.0 31.0
29/35 29.0 35.0
17/23 17.0 23.0
29/17 29.0 17.0
39/18 39.0 18.0
34/23 34.0 23.0
11/7 11.0 7.0
23/32 23.0 32.0
28/9 28.0 9.0
13/17 13.0 17.0
34/25 34.0 25.0
29/41 29.0 41.0
11/30 11.0 30.0
26/11 26.0 11.0
25/37 25.0 37.0
36/25 36.0 25.0
37/34 37.0 34.0
41/16 41.0 16.0
21/16 21.0 16.0
31/40 31.0 40.0
11/16 11.0 16.0
19/2 19.0 2.0
39/26 39.0 26.0
23/41 23.0 41.0
28/14 28.0 14.0
24/5 24.0 5.0
34/41 34.0 41.0
24/35 24.0 35.0
23/27 23.0 27.0
32/16 32.0 16.0
