5628 14058
6/34 6.0 34.0
48/7 48.0 7.0
75/68 75.0 68.0
59/50 59.0 50.0
33/32 33.0 32.0
44/55 44.0 55.0
38/23 38.0 23.0
62/28 62.0 28.0
2/43 2.0 43.0
9/3 9.0 3.0
30/68 30.0 68.0
20/59 20.0 59.0
47/65 47.0 65.0
55/75 55.0 75.0
48/23 48.0 23.0
53/43 53.0 43.0
15/50 15.0 50.0
30/49 30.0 49.0
56/75 56.0 75.0
14/5 14.0 5.0
71/63 71.0 63.0
32/46 32.0 46.0
77/56 77.0 56.0
22/70 22.0 70.0
61/20 61.0 20.0
5/26 5.0 26.0
33/6 33.0 6.0
29/76 29.0 76.0
33/75 33.0 75.0
5/12 5.0 12.0
79/60 79.0 60.0
22/59 22.0 59.0
14/16 14.0 16.0
50/20 50.0 20.0
23/3 23.0 3.0
12/19 12.0 19.0
1/39 1.0 39.0
69/53 69.0 53.0
21/39 21.0 39.0
81/21 81.0 21.0
54/59 54.0 59.0
73/69 73.0 69.0
26/51 26.0 51.0
71/13 71.0 13.0
42/21 42.0 21.0
52/1 52.0 1.0
28/35 28.0 35.0
30/10 30.0 10.0
49/50 49.0 50.0
60/18 60.0 18.0
44/41 44.0 41.0
5/15 5.0 15.0
21/80 21.0 80.0
49/48 49.0 48.0
77/42 77.0 42.0
50/67 50.0 67.0
78/42 78.0 42.0
13/69 13.0 69.0
58/70 58.0 70.0
5/72 5.0 72.0
23/4 23.0 4.0
38/42 38.0 42.0
46/37 46.0 37.0
18/75 18.0 75.0
60/44 60.0 44.0
22/66 22.0 66.0
65/18 65.0 18.0
10/74 10.0 74.0
53/44 53.0 44.0
64/5 64.0 5.0
42/58 42.0 58.0
75/13 75.0 13.0
19/1 19.0 1.0
35/6 35.0 6.0
8/58 8.0 58.0
44/62 44.0 62.0
76/51 76.0 51.0
32/10 32.0 10.0
5/47 5.0 47.0
20/44 20.0 44.0
8/25 8.0 25.0
54/42 54.0 42.0
22/56 22.0 56.0
32/15 32.0 15.0
80/22 80.0 22.0
47/37 47.0 37.0
55/55 55.0 55.0
59/8 59.0 8.0
46/55 46.0 55.0
71/28 71.0 28.0
49/4 49.0 4.0
49/78 49.0 78.0
37/21 37.0 21.0
77/24 77.0 24.0
71/58 71.0 58.0
49/55 49.0 55.0
67/12 67.0 12.0
69/33 69.0 33.0
2/36 2.0 36.0
6/3 6.0 3.0
49/16 49.0 16.0
55/64 55.0 64.0
11/42 11.0 42.0
49/66 49.0 66.0
54/44 54.0 44.0
68/1 68.0 1.0
61/37 61.0 37.0
75/2 75.0 2.0
23/63 23.0 63.0
32/77 32.0 77.0
35/69 35.0 69.0
43/61 43.0 61.0
53/4 53.0 4.0
36/64 36.0 64.0
28/18 28.0 18.0
5/51 5.0 51.0
15/8 15.0 8.0
57/71 57.0 71.0
71/50 71.0 50.0
11/38 11.0 38.0
70/43 70.0 43.0
36/50 36.0 50.0
9/16 9.0 16.0
38/74 38.0 74.0
62/24 62.0 24.0
33/79 33.0 79.0
48/76 48.0 76.0
7/30 7.0 30.0
71/78 71.0 78.0
31/15 31.0 15.0
34/43 34.0 43.0
67/64 67.0 64.0
49/26 49.0 26.0
62/37 62.0 37.0
76/20 76.0 20.0
34/32 34.0 32.0
5/77 5.0 77.0
42/31 42.0 31.0
3/74 3.0 74.0
34/51 34.0 51.0
55/78 55.0 78.0
37/40 37.0 40.0
7/79 7.0 79.0
27/51 27.0 51.0
60/22 60.0 22.0
34/52 34.0 52.0
70/56 70.0 56.0
4/34 4.0 34.0
48/1 48.0 1.0
39/31 39.0 31.0
47/59 47.0 59.0
39/47 39.0 47.0
42/67 42.0 67.0
63/63 63.0 63.0
15/52 15.0 52.0
31/63 31.0 63.0
34/34 34.0 34.0
62/30 62.0 30.0
66/5 66.0 5.0
70/23 70.0 23.0
29/16 29.0 16.0
67/4 67.0 4.0
2/51 2.0 51.0
31/6 31.0 6.0
26/77 26.0 77.0
11/56 11.0 56.0
25/75 25.0 75.0
45/71 45.0 71.0
46/60 46.0 60.0
10/38 10.0 38.0
39/68 39.0 68.0
19/24 19.0 24.0
81/62 81.0 62.0
51/72 51.0 72.0
62/52 62.0 52.0
22/5 22.0 5.0
39/17 39.0 17.0
39/54 39.0 54.0
77/81 77.0 81.0
47/14 47.0 14.0
52/21 52.0 21.0
61/38 61.0 38.0
76/78 76.0 78.0
41/24 41.0 24.0
2/60 2.0 60.0
79/55 79.0 55.0
77/72 77.0 72.0
21/59 21.0 59.0
58/18 58.0 18.0
9/9 9.0 9.0
46/81 46.0 81.0
65/53 65.0 53.0
44/17 44.0 17.0
40/2 40.0 2.0
63/59 63.0 59.0
29/73 29.0 73.0
51/5 51.0 5.0
52/73 52.0 73.0
55/59 55.0 59.0
16/69 16.0 69.0
79/81 79.0 81.0
33/59 33.0 59.0
55/50 55.0 50.0
67/76 67.0 76.0
81/43 81.0 43.0
4/27 4.0 27.0
29/49 29.0 49.0
1/7 1.0 7.0
51/8 51.0 8.0
8/43 8.0 43.0
79/57 79.0 57.0
55/35 55.0 35.0
23/77 23.0 77.0
53/54 53.0 54.0
16/16 16.0 16.0
24/11 24.0 11.0
68/44 68.0 44.0
25/15 25.0 15.0
14/3 14.0 3.0
58/24 58.0 24.0
48/62 48.0 62.0
14/23 14.0 23.0
18/17 18.0 17.0
69/16 69.0 16.0
73/34 73.0 34.0
26/9 26.0 9.0
68/77 68.0 77.0
36/69 36.0 69.0
6/16 6.0 16.0
43/73 43.0 73.0
77/29 77.0 29.0
10/78 10.0 78.0
4/47 4.0 47.0
10/19 10.0 19.0
29/54 29.0 54.0
22/21 22.0 21.0
47/22 47.0 22.0
58/74 58.0 74.0
75/52 75.0 52.0
17/6 17.0 6.0
73/49 73.0 49.0
22/55 22.0 55.0
40/71 40.0 71.0
1/78 1.0 78.0
3/40 3.0 40.0
27/43 27.0 43.0
29/8 29.0 8.0
60/46 60.0 46.0
52/69 52.0 69.0
45/20 45.0 20.0
45/27 45.0 27.0
55/57 55.0 57.0
23/74 23.0 74.0
35/78 35.0 78.0
54/20 54.0 20.0
4/31 4.0 31.0
3/68 3.0 68.0
52/55 52.0 55.0
29/65 29.0 65.0
47/80 47.0 80.0
62/47 62.0 47.0
37/7 37.0 7.0
54/52 54.0 52.0
28/60 28.0 60.0
67/18 67.0 18.0
30/69 30.0 69.0
26/65 26.0 65.0
52/31 52.0 31.0
63/9 63.0 9.0
17/49 17.0 49.0
21/35 21.0 35.0
50/59 50.0 59.0
44/68 44.0 68.0
66/14 66.0 14.0
58/77 58.0 77.0
78/50 78.0 50.0
6/7 6.0 7.0
69/46 69.0 46.0
2/9 2.0 9.0
2/55 2.0 55.0
35/75 35.0 75.0
17/47 17.0 47.0
19/12 19.0 12.0
44/69 44.0 69.0
57/50 57.0 50.0
15/75 15.0 75.0
38/78 38.0 78.0
11/52 11.0 52.0
60/79 60.0 79.0
24/35 24.0 35.0
53/22 53.0 22.0
67/37 67.0 37.0
58/58 58.0 58.0
66/53 66.0 53.0
10/44 10.0 44.0
14/34 14.0 34.0
17/70 17.0 70.0
62/2 62.0 2.0
32/9 32.0 9.0
66/40 66.0 40.0
2/77 2.0 77.0
16/31 16.0 31.0
40/57 40.0 57.0
66/29 66.0 29.0
56/19 56.0 19.0
5/63 5.0 63.0
52/23 52.0 23.0
25/53 25.0 53.0
42/41 42.0 41.0
21/70 21.0 70.0
12/41 12.0 41.0
7/70 7.0 70.0
19/44 19.0 44.0
72/16 72.0 16.0
10/51 10.0 51.0
79/47 79.0 47.0
25/19 25.0 19.0
14/22 14.0 22.0
61/28 61.0 28.0
51/69 51.0 69.0
32/58 32.0 58.0
25/57 25.0 57.0
69/32 69.0 32.0
47/9 47.0 9.0
19/59 19.0 59.0
76/32 76.0 32.0
70/10 70.0 10.0
3/25 3.0 25.0
13/33 13.0 33.0
36/70 36.0 70.0
74/75 74.0 75.0
6/62 6.0 62.0
49/81 49.0 81.0
41/80 41.0 80.0
12/33 12.0 33.0
51/13 51.0 13.0
45/48 45.0 48.0
3/31 3.0 31.0
56/6 56.0 6.0
21/63 21.0 63.0
74/47 74.0 47.0
76/23 76.0 23.0
9/41 9.0 41.0
73/12 73.0 12.0
43/59 43.0 59.0
74/65 74.0 65.0
71/64 71.0 64.0
80/78 80.0 78.0
66/38 66.0 38.0
18/60 18.0 60.0
8/4 8.0 4.0
42/23 42.0 23.0
46/46 46.0 46.0
81/39 81.0 39.0
81/76 81.0 76.0
60/63 60.0 63.0
44/14 44.0 14.0
40/19 40.0 19.0
57/15 57.0 15.0
48/9 48.0 9.0
35/32 35.0 32.0
18/61 18.0 61.0
43/12 43.0 12.0
10/56 10.0 56.0
67/61 67.0 61.0
32/48 32.0 48.0
25/35 25.0 35.0
44/35 44.0 35.0
9/81 9.0 81.0
4/12 4.0 12.0
53/13 53.0 13.0
2/62 2.0 62.0
37/74 37.0 74.0
5/61 5.0 61.0
79/16 79.0 16.0
12/27 12.0 27.0
34/71 34.0 71.0
50/4 50.0 4.0
33/72 33.0 72.0
77/22 77.0 22.0
63/7 63.0 7.0
2/40 2.0 40.0
4/71 4.0 71.0
30/5 30.0 5.0
39/10 39.0 10.0
8/47 8.0 47.0
35/80 35.0 80.0
44/53 44.0 53.0
5/19 5.0 19.0
38/48 38.0 48.0
73/13 73.0 13.0
28/54 28.0 54.0
69/21 69.0 21.0
45/16 45.0 16.0
47/2 47.0 2.0
5/40 5.0 40.0
49/42 49.0 42.0
32/33 32.0 33.0
73/74 73.0 74.0
69/17 69.0 17.0
17/57 17.0 57.0
50/39 50.0 39.0
16/36 16.0 36.0
47/45 47.0 45.0
55/22 55.0 22.0
72/77 72.0 77.0
36/7 36.0 7.0
43/18 43.0 18.0
51/40 51.0 40.0
5/58 5.0 58.0
20/57 20.0 57.0
11/21 11.0 21.0
38/15 38.0 15.0
50/24 50.0 24.0
81/64 81.0 64.0
81/35 81.0 35.0
71/30 71.0 30.0
32/8 32.0 8.0
16/13 16.0 13.0
8/71 8.0 71.0
57/16 57.0 16.0
68/15 68.0 15.0
38/37 38.0 37.0
66/78 66.0 78.0
3/76 3.0 76.0
56/40 56.0 40.0
28/34 28.0 34.0
24/81 24.0 81.0
72/35 72.0 35.0
4/15 4.0 15.0
44/61 44.0 61.0
17/34 17.0 34.0
80/68 80.0 68.0
53/51 53.0 51.0
58/17 58.0 17.0
26/64 26.0 64.0
1/27 1.0 27.0
70/46 70.0 46.0
52/42 52.0 42.0
52/74 52.0 74.0
52/78 52.0 78.0
75/48 75.0 48.0
61/46 61.0 46.0
46/71 46.0 71.0
21/18 21.0 18.0
69/52 69.0 52.0
55/29 55.0 29.0
4/74 4.0 74.0
12/15 12.0 15.0
53/17 53.0 17.0
13/55 13.0 55.0
4/35 4.0 35.0
62/38 62.0 38.0
13/31 13.0 31.0
50/9 50.0 9.0
52/65 52.0 65.0
30/40 30.0 40.0
75/20 75.0 20.0
58/16 58.0 16.0
4/26 4.0 26.0
42/25 42.0 25.0
19/5 19.0 5.0
80/34 80.0 34.0
22/40 22.0 40.0
10/21 10.0 21.0
6/57 6.0 57.0
41/29 41.0 29.0
26/48 26.0 48.0
51/52 51.0 52.0
73/73 73.0 73.0
36/20 36.0 20.0
50/40 50.0 40.0
38/20 38.0 20.0
38/7 38.0 7.0
57/38 57.0 38.0
8/26 8.0 26.0
45/6 45.0 6.0
39/66 39.0 66.0
21/58 21.0 58.0
56/15 56.0 15.0
46/54 46.0 54.0
21/20 21.0 20.0
48/42 48.0 42.0
61/5 61.0 5.0
28/52 28.0 52.0
56/5 56.0 5.0
77/30 77.0 30.0
25/16 25.0 16.0
30/41 30.0 41.0
11/66 11.0 66.0
2/39 2.0 39.0
71/73 71.0 73.0
12/6 12.0 6.0
67/48 67.0 48.0
31/3 31.0 3.0
6/52 6.0 52.0
26/13 26.0 13.0
42/15 42.0 15.0
49/61 49.0 61.0
21/45 21.0 45.0
3/30 3.0 30.0
46/35 46.0 35.0
71/65 71.0 65.0
9/36 9.0 36.0
50/28 50.0 28.0
53/79 53.0 79.0
45/18 45.0 18.0
15/72 15.0 72.0
71/80 71.0 80.0
57/26 57.0 26.0
42/42 42.0 42.0
33/45 33.0 45.0
74/59 74.0 59.0
28/36 28.0 36.0
19/6 19.0 6.0
41/18 41.0 18.0
71/27 71.0 27.0
8/56 8.0 56.0
23/55 23.0 55.0
51/37 51.0 37.0
53/59 53.0 59.0
24/5 24.0 5.0
33/74 33.0 74.0
10/75 10.0 75.0
73/14 73.0 14.0
68/65 68.0 65.0
53/76 53.0 76.0
63/25 63.0 25.0
71/62 71.0 62.0
60/11 60.0 11.0
48/37 48.0 37.0
42/10 42.0 10.0
48/78 48.0 78.0
76/66 76.0 66.0
41/59 41.0 59.0
51/4 51.0 4.0
81/45 81.0 45.0
33/31 33.0 31.0
20/61 20.0 61.0
59/14 59.0 14.0
13/37 13.0 37.0
15/65 15.0 65.0
29/72 29.0 72.0
27/4 27.0 4.0
26/53 26.0 53.0
48/30 48.0 30.0
55/28 55.0 28.0
29/11 29.0 11.0
43/69 43.0 69.0
31/80 31.0 80.0
25/67 25.0 67.0
13/16 13.0 16.0
60/58 60.0 58.0
55/41 55.0 41.0
29/17 29.0 17.0
29/75 29.0 75.0
80/69 80.0 69.0
65/47 65.0 47.0
47/40 47.0 40.0
78/74 78.0 74.0
54/21 54.0 21.0
73/65 73.0 65.0
4/62 4.0 62.0
72/14 72.0 14.0
28/42 28.0 42.0
30/4 30.0 4.0
23/67 23.0 67.0
1/10 1.0 10.0
60/10 60.0 10.0
26/62 26.0 62.0
2/65 2.0 65.0
6/74 6.0 74.0
55/21 55.0 21.0
29/4 29.0 4.0
53/16 53.0 16.0
6/20 6.0 20.0
46/33 46.0 33.0
61/31 61.0 31.0
38/36 38.0 36.0
64/13 64.0 13.0
79/66 79.0 66.0
50/53 50.0 53.0
39/80 39.0 80.0
14/75 14.0 75.0
23/13 23.0 13.0
31/11 31.0 11.0
29/42 29.0 42.0
57/69 57.0 69.0
61/56 61.0 56.0
10/14 10.0 14.0
24/75 24.0 75.0
67/42 67.0 42.0
1/45 1.0 45.0
12/17 12.0 17.0
68/60 68.0 60.0
59/36 59.0 36.0
81/40 81.0 40.0
72/51 72.0 51.0
61/45 61.0 45.0
18/56 18.0 56.0
68/64 68.0 64.0
36/22 36.0 22.0
19/57 19.0 57.0
55/33 55.0 33.0
75/47 75.0 47.0
56/46 56.0 46.0
58/25 58.0 25.0
31/9 31.0 9.0
30/62 30.0 62.0
20/69 20.0 69.0
66/42 66.0 42.0
78/11 78.0 11.0
56/65 56.0 65.0
30/64 30.0 64.0
51/54 51.0 54.0
81/58 81.0 58.0
81/72 81.0 72.0
37/31 37.0 31.0
64/45 64.0 45.0
4/3 4.0 3.0
48/26 48.0 26.0
5/67 5.0 67.0
57/11 57.0 11.0
17/67 17.0 67.0
51/14 51.0 14.0
68/47 68.0 47.0
61/12 61.0 12.0
64/39 64.0 39.0
56/69 56.0 69.0
43/28 43.0 28.0
9/24 9.0 24.0
54/7 54.0 7.0
61/15 61.0 15.0
49/28 49.0 28.0
36/2 36.0 2.0
55/46 55.0 46.0
64/9 64.0 9.0
50/26 50.0 26.0
3/49 3.0 49.0
53/14 53.0 14.0
40/53 40.0 53.0
15/34 15.0 34.0
68/22 68.0 22.0
62/49 62.0 49.0
74/33 74.0 33.0
23/1 23.0 1.0
77/1 77.0 1.0
81/41 81.0 41.0
78/54 78.0 54.0
47/79 47.0 79.0
54/22 54.0 22.0
64/53 64.0 53.0
16/33 16.0 33.0
63/57 63.0 57.0
68/33 68.0 33.0
5/16 5.0 16.0
17/78 17.0 78.0
18/6 18.0 6.0
8/57 8.0 57.0
30/42 30.0 42.0
67/65 67.0 65.0
78/22 78.0 22.0
4/67 4.0 67.0
36/49 36.0 49.0
38/62 38.0 62.0
78/39 78.0 39.0
80/43 80.0 43.0
68/21 68.0 21.0
62/9 62.0 9.0
73/66 73.0 66.0
64/76 64.0 76.0
38/61 38.0 61.0
50/66 50.0 66.0
39/9 39.0 9.0
67/16 67.0 16.0
80/44 80.0 44.0
73/32 73.0 32.0
54/46 54.0 46.0
74/63 74.0 63.0
32/18 32.0 18.0
50/72 50.0 72.0
41/39 41.0 39.0
32/60 32.0 60.0
7/51 7.0 51.0
18/19 18.0 19.0
20/68 20.0 68.0
48/15 48.0 15.0
67/71 67.0 71.0
16/58 16.0 58.0
51/38 51.0 38.0
65/28 65.0 28.0
67/10 67.0 10.0
40/54 40.0 54.0
50/12 50.0 12.0
21/64 21.0 64.0
32/61 32.0 61.0
81/59 81.0 59.0
49/64 49.0 64.0
10/15 10.0 15.0
20/55 20.0 55.0
52/61 52.0 61.0
71/79 71.0 79.0
44/65 44.0 65.0
42/65 42.0 65.0
26/3 26.0 3.0
16/32 16.0 32.0
54/35 54.0 35.0
41/34 41.0 34.0
63/70 63.0 70.0
24/1 24.0 1.0
20/41 20.0 41.0
59/71 59.0 71.0
68/35 68.0 35.0
32/32 32.0 32.0
52/81 52.0 81.0
38/56 38.0 56.0
47/34 47.0 34.0
6/24 6.0 24.0
64/8 64.0 8.0
62/8 62.0 8.0
59/34 59.0 34.0
36/68 36.0 68.0
48/73 48.0 73.0
56/44 56.0 44.0
9/70 9.0 70.0
54/67 54.0 67.0
3/62 3.0 62.0
34/66 34.0 66.0
19/46 19.0 46.0
20/63 20.0 63.0
45/23 45.0 23.0
3/6 3.0 6.0
20/14 20.0 14.0
5/30 5.0 30.0
75/33 75.0 33.0
69/70 69.0 70.0
63/32 63.0 32.0
3/27 3.0 27.0
6/45 6.0 45.0
45/3 45.0 3.0
53/48 53.0 48.0
75/28 75.0 28.0
42/81 42.0 81.0
51/20 51.0 20.0
66/8 66.0 8.0
8/54 8.0 54.0
73/21 73.0 21.0
38/32 38.0 32.0
56/76 56.0 76.0
61/34 61.0 34.0
52/54 52.0 54.0
24/4 24.0 4.0
9/21 9.0 21.0
75/62 75.0 62.0
37/20 37.0 20.0
9/59 9.0 59.0
45/1 45.0 1.0
31/20 31.0 20.0
1/64 1.0 64.0
43/49 43.0 49.0
15/57 15.0 57.0
33/62 33.0 62.0
34/16 34.0 16.0
65/44 65.0 44.0
62/76 62.0 76.0
70/9 70.0 9.0
13/23 13.0 23.0
34/77 34.0 77.0
28/49 28.0 49.0
57/20 57.0 20.0
19/16 19.0 16.0
44/19 44.0 19.0
57/12 57.0 12.0
61/65 61.0 65.0
5/39 5.0 39.0
70/36 70.0 36.0
14/19 14.0 19.0
47/5 47.0 5.0
1/55 1.0 55.0
43/42 43.0 42.0
48/81 48.0 81.0
55/7 55.0 7.0
32/59 32.0 59.0
58/34 58.0 34.0
44/76 44.0 76.0
65/37 65.0 37.0
60/60 60.0 60.0
45/50 45.0 50.0
60/41 60.0 41.0
68/62 68.0 62.0
64/54 64.0 54.0
70/30 70.0 30.0
14/44 14.0 44.0
18/69 18.0 69.0
18/40 18.0 40.0
56/71 56.0 71.0
71/46 71.0 46.0
7/53 7.0 53.0
70/50 70.0 50.0
66/65 66.0 65.0
9/31 9.0 31.0
51/35 51.0 35.0
54/5 54.0 5.0
54/60 54.0 60.0
25/14 25.0 14.0
59/78 59.0 78.0
14/43 14.0 43.0
71/11 71.0 11.0
67/36 67.0 36.0
13/65 13.0 65.0
76/24 76.0 24.0
4/46 4.0 46.0
17/15 17.0 15.0
45/77 45.0 77.0
52/60 52.0 60.0
7/78 7.0 78.0
57/76 57.0 76.0
60/45 60.0 45.0
5/32 5.0 32.0
16/61 16.0 61.0
53/24 53.0 24.0
34/13 34.0 13.0
51/78 51.0 78.0
76/74 76.0 74.0
41/2 41.0 2.0
13/20 13.0 20.0
54/28 54.0 28.0
19/43 19.0 43.0
60/5 60.0 5.0
4/32 4.0 32.0
79/23 79.0 23.0
45/52 45.0 52.0
60/51 60.0 51.0
11/26 11.0 26.0
47/60 47.0 60.0
63/76 63.0 76.0
73/58 73.0 58.0
26/81 26.0 81.0
68/39 68.0 39.0
65/66 65.0 66.0
35/62 35.0 62.0
73/80 73.0 80.0
28/41 28.0 41.0
2/61 2.0 61.0
39/74 39.0 74.0
57/61 57.0 61.0
63/17 63.0 17.0
6/64 6.0 64.0
80/18 80.0 18.0
69/39 69.0 39.0
22/81 22.0 81.0
78/3 78.0 3.0
69/78 69.0 78.0
51/75 51.0 75.0
39/60 39.0 60.0
65/26 65.0 26.0
3/13 3.0 13.0
18/15 18.0 15.0
44/71 44.0 71.0
66/57 66.0 57.0
66/54 66.0 54.0
79/37 79.0 37.0
11/22 11.0 22.0
32/54 32.0 54.0
70/80 70.0 80.0
12/2 12.0 2.0
9/34 9.0 34.0
77/18 77.0 18.0
68/23 68.0 23.0
52/14 52.0 14.0
67/54 67.0 54.0
13/18 13.0 18.0
53/38 53.0 38.0
38/30 38.0 30.0
63/14 63.0 14.0
79/1 79.0 1.0
23/7 23.0 7.0
47/24 47.0 24.0
11/11 11.0 11.0
44/58 44.0 58.0
45/25 45.0 25.0
17/31 17.0 31.0
42/36 42.0 36.0
21/5 21.0 5.0
7/9 7.0 9.0
51/44 51.0 44.0
11/72 11.0 72.0
80/1 80.0 1.0
64/47 64.0 47.0
47/70 47.0 70.0
57/8 57.0 8.0
3/18 3.0 18.0
5/57 5.0 57.0
30/12 30.0 12.0
6/54 6.0 54.0
19/61 19.0 61.0
54/78 54.0 78.0
35/36 35.0 36.0
56/11 56.0 11.0
14/28 14.0 28.0
65/22 65.0 22.0
52/20 52.0 20.0
55/65 55.0 65.0
70/75 70.0 75.0
42/40 42.0 40.0
70/25 70.0 25.0
65/10 65.0 10.0
