921 1857
7/20 7.0 20.0
14/12 14.0 12.0
15/31 15.0 31.0
17/7 17.0 7.0
5/30 5.0 30.0
23/31 23.0 31.0
24/14 24.0 14.0
19/25 19.0 25.0
26/30 26.0 30.0
9/22 9.0 22.0
34/13 34.0 13.0
23/17 23.0 17.0
1/31 1.0 31.0
31/35 31.0 35.0
28/14 28.0 14.0
13/30 13.0 30.0
23/19 23.0 19.0
14/16 14.0 16.0
36/16 36.0 16.0
28/11 28.0 11.0
34/24 34.0 24.0
13/19 13.0 19.0
20/31 20.0 31.0
1/16 1.0 16.0
12/31 12.0 31.0
27/3 27.0 3.0
27/29 27.0 29.0
25/2 25.0 2.0
1/2 1.0 2.0
2/6 2.0 6.0
24/9 24.0 9.0
5/15 5.0 15.0
1/12 1.0 12.0
17/17 17.0 17.0
31/16 31.0 16.0
16/7 16.0 7.0
24/20 24.0 20.0
32/4 32.0 4.0
9/6 9.0 6.0
26/4 26.0 4.0
26/11 26.0 11.0
26/20 26.0 20.0
5/34 5.0 34.0
30/13 30.0 13.0
18/10 18.0 10.0
36/15 36.0 15.0
14/22 14.0 22.0
14/19 14.0 19.0
11/26 11.0 26.0
33/13 33.0 13.0
21/5 21.0 5.0
6/34 6.0 34.0
7/26 7.0 26.0
8/20 8.0 20.0
25/36 25.0 36.0
12/4 12.0 4.0
25/28 25.0 28.0
13/14 13.0 14.0
36/31 36.0 31.0
9/34 9.0 34.0
3/14 3.0 14.0
28/34 28.0 34.0
29/19 29.0 19.0
4/29 4.0 29.0
8/24 8.0 24.0
20/24 20.0 24.0
31/10 31.0 10.0
33/14 33.0 14.0
5/6 5.0 6.0
24/27 24.0 27.0
34/30 34.0 30.0
29/11 29.0 11.0
30/11 30.0 11.0
20/1 20.0 1.0
3/19 3.0 19.0
22/10 22.0 10.0
10/28 10.0 28.0
27/14 27.0 14.0
25/22 25.0 22.0
10/6 10.0 6.0
6/29 6.0 29.0
6/7 6.0 7.0
28/20 28.0 20.0
31/32 31.0 32.0
22/24 22.0 24.0
14/5 14.0 5.0
25/6 25.0 6.0
8/12 8.0 12.0
17/1 17.0 1.0
33/21 33.0 21.0
12/5 12.0 5.0
32/21 32.0 21.0
3/21 3.0 21.0
10/30 10.0 30.0
11/24 11.0 24.0
15/17 15.0 17.0
8/1 8.0 1.0
28/35 28.0 35.0
11/15 11.0 15.0
1/1 1.0 1.0
12/16 12.0 16.0
19/24 19.0 24.0
26/7 26.0 7.0
29/35 29.0 35.0
4/8 4.0 8.0
1/7 1.0 7.0
9/12 9.0 12.0
6/13 6.0 13.0
18/35 18.0 35.0
18/27 18.0 27.0
4/11 4.0 11.0
13/12 13.0 12.0
3/11 3.0 11.0
21/22 21.0 22.0
31/33 31.0 33.0
26/25 26.0 25.0
20/28 20.0 28.0
12/1 12.0 1.0
34/15 34.0 15.0
11/6 11.0 6.0
22/8 22.0 8.0
16/6 16.0 6.0
34/28 34.0 28.0
36/28 36.0 28.0
20/10 20.0 10.0
23/1 23.0 1.0
13/17 13.0 17.0
34/3 34.0 3.0
3/8 3.0 8.0
17/26 17.0 26.0
19/20 19.0 20.0
25/4 25.0 4.0
11/18 11.0 18.0
3/28 3.0 28.0
11/7 11.0 7.0
33/3 33.0 3.0
15/28 15.0 28.0
3/34 3.0 34.0
36/34 36.0 34.0
1/23 1.0 23.0
2/18 2.0 18.0
13/20 13.0 20.0
5/25 5.0 25.0
27/21 27.0 21.0
29/21 29.0 21.0
13/4 13.0 4.0
21/24 21.0 24.0
25/12 25.0 12.0
28/21 28.0 21.0
31/15 31.0 15.0
34/14 34.0 14.0
29/20 29.0 20.0
6/16 6.0 16.0
15/25 15.0 25.0
21/26 21.0 26.0
23/3 23.0 3.0
5/7 5.0 7.0
25/15 25.0 15.0
3/26 3.0 26.0
31/34 31.0 34.0
17/34 17.0 34.0
11/34 11.0 34.0
35/26 35.0 26.0
5/21 5.0 21.0
5/26 5.0 26.0
12/36 12.0 36.0
8/11 8.0 11.0
22/18 22.0 18.0
26/34 26.0 34.0
1/9 1.0 9.0
6/32 6.0 32.0
13/3 13.0 3.0
36/29 36.0 29.0
14/3 14.0 3.0
18/26 18.0 26.0
8/17 8.0 17.0
13/23 13.0 23.0
16/32 16.0 32.0
22/32 22.0 32.0
27/31 27.0 31.0
27/30 27.0 30.0
10/9 10.0 9.0
28/19 28.0 19.0
2/16 2.0 16.0
4/4 4.0 4.0
29/4 29.0 4.0
9/21 9.0 21.0
20/5 20.0 5.0
21/11 21.0 11.0
26/16 26.0 16.0
14/27 14.0 27.0
5/24 5.0 24.0
10/17 10.0 17.0
27/13 27.0 13.0
30/3 30.0 3.0
25/20 25.0 20.0
10/8 10.0 8.0
31/13 31.0 13.0
2/13 2.0 13.0
22/23 22.0 23.0
36/30 36.0 30.0
3/24 3.0 24.0
17/25 17.0 25.0
35/16 35.0 16.0
10/32 10.0 32.0
3/23 3.0 23.0
15/32 15.0 32.0
26/17 26.0 17.0
23/22 23.0 22.0
1/3 1.0 3.0
13/26 13.0 26.0
24/34 24.0 34.0
19/15 19.0 15.0
29/24 29.0 24.0
11/16 11.0 16.0
31/29 31.0 29.0
34/27 34.0 27.0
20/9 20.0 9.0
25/35 25.0 35.0
2/33 2.0 33.0
13/32 13.0 32.0
15/26 15.0 26.0
7/9 7.0 9.0
36/7 36.0 7.0
20/11 20.0 11.0
7/36 7.0 36.0
28/32 28.0 32.0
12/9 12.0 9.0
11/19 11.0 19.0
2/27 2.0 27.0
18/30 18.0 30.0
36/33 36.0 33.0
24/32 24.0 32.0
28/13 28.0 13.0
34/16 34.0 16.0
22/9 22.0 9.0
7/35 7.0 35.0
13/6 13.0 6.0
34/7 34.0 7.0
15/6 15.0 6.0
17/19 17.0 19.0
18/31 18.0 31.0
24/17 24.0 17.0
28/29 28.0 29.0
5/33 5.0 33.0
23/33 23.0 33.0
28/4 28.0 4.0
21/10 21.0 10.0
14/8 14.0 8.0
29/9 29.0 9.0
3/2 3.0 2.0
28/33 28.0 33.0
27/19 27.0 19.0
14/23 14.0 23.0
21/30 21.0 30.0
34/19 34.0 19.0
20/25 20.0 25.0
16/16 16.0 16.0
2/9 2.0 9.0
19/8 19.0 8.0
7/10 7.0 10.0
26/22 26.0 22.0
11/8 11.0 8.0
32/15 32.0 15.0
15/2 15.0 2.0
6/21 6.0 21.0
7/22 7.0 22.0
31/5 31.0 5.0
4/1 4.0 1.0
13/21 13.0 21.0
27/35 27.0 35.0
4/27 4.0 27.0
28/10 28.0 10.0
12/18 12.0 18.0
15/27 15.0 27.0
3/16 3.0 16.0
3/4 3.0 4.0
30/31 30.0 31.0
31/4 31.0 4.0
34/33 34.0 33.0
13/9 13.0 9.0
33/23 33.0 23.0
19/28 19.0 28.0
11/4 11.0 4.0
11/32 11.0 32.0
14/36 14.0 36.0
21/29 21.0 29.0
27/1 27.0 1.0
11/27 11.0 27.0
9/18 9.0 18.0
29/12 29.0 12.0
19/7 19.0 7.0
1/32 1.0 32.0
33/34 33.0 34.0
34/29 34.0 29.0
6/35 6.0 35.0
15/22 15.0 22.0
20/27 20.0 27.0
10/14 10.0 14.0
8/3 8.0 3.0
16/23 16.0 23.0
36/10 36.0 10.0
24/2 24.0 2.0
33/35 33.0 35.0
23/24 23.0 24.0
35/9 35.0 9.0
22/34 22.0 34.0
22/36 22.0 36.0
11/1 11.0 1.0
27/4 27.0 4.0
34/11 34.0 11.0
14/11 14.0 11.0
19/23 19.0 23.0
20/21 20.0 21.0
11/35 11.0 35.0
29/6 29.0 6.0
26/9 26.0 9.0
30/14 30.0 14.0
14/35 14.0 35.0
26/32 26.0 32.0
15/24 15.0 24.0
28/7 28.0 7.0
2/4 2.0 4.0
11/20 11.0 20.0
19/1 19.0 1.0
30/27 30.0 27.0
11/36 11.0 36.0
4/25 4.0 25.0
5/22 5.0 22.0
11/33 11.0 33.0
12/34 12.0 34.0
26/3 26.0 3.0
34/2 34.0 2.0
35/32 35.0 32.0
11/13 11.0 13.0
10/19 10.0 19.0
14/10 14.0 10.0
30/20 30.0 20.0
27/17 27.0 17.0
19/29 19.0 29.0
21/19 21.0 19.0
33/8 33.0 8.0
18/17 18.0 17.0
22/7 22.0 7.0
5/11 5.0 11.0
33/20 33.0 20.0
21/14 21.0 14.0
16/11 16.0 11.0
8/22 8.0 22.0
21/15 21.0 15.0
16/3 16.0 3.0
19/35 19.0 35.0
4/32 4.0 32.0
11/11 11.0 11.0
9/2 9.0 2.0
6/36 6.0 36.0
27/16 27.0 16.0
22/21 22.0 21.0
2/22 2.0 22.0
24/26 24.0 26.0
8/13 8.0 13.0
18/1 18.0 1.0
5/20 5.0 20.0
11/25 11.0 25.0
17/30 17.0 30.0
23/28 23.0 28.0
17/15 17.0 15.0
7/12 7.0 12.0
13/36 13.0 36.0
24/23 24.0 23.0
27/23 27.0 23.0
28/15 28.0 15.0
13/2 13.0 2.0
23/7 23.0 7.0
15/1 15.0 1.0
34/26 34.0 26.0
4/15 4.0 15.0
17/36 17.0 36.0
12/23 12.0 23.0
30/6 30.0 6.0
12/33 12.0 33.0
30/29 30.0 29.0
10/31 10.0 31.0
22/25 22.0 25.0
7/15 7.0 15.0
6/25 6.0 25.0
12/30 12.0 30.0
6/28 6.0 28.0
18/22 18.0 22.0
30/28 30.0 28.0
33/2 33.0 2.0
23/15 23.0 15.0
12/15 12.0 15.0
22/5 22.0 5.0
22/1 22.0 1.0
36/13 36.0 13.0
9/23 9.0 23.0
19/32 19.0 32.0
8/16 8.0 16.0
8/5 8.0 5.0
33/24 33.0 24.0
7/14 7.0 14.0
35/30 35.0 30.0
10/20 10.0 20.0
16/30 16.0 30.0
1/15 1.0 15.0
31/30 31.0 30.0
36/17 36.0 17.0
9/36 9.0 36.0
1/28 1.0 28.0
34/10 34.0 10.0
36/5 36.0 5.0
36/27 36.0 27.0
13/35 13.0 35.0
28/24 28.0 24.0
3/9 3.0 9.0
4/3 4.0 3.0
11/30 11.0 30.0
22/33 22.0 33.0
24/7 24.0 7.0
30/19 30.0 19.0
24/4 24.0 4.0
13/27 13.0 27.0
2/24 2.0 24.0
30/24 30.0 24.0
18/24 18.0 24.0
1/30 1.0 30.0
29/16 29.0 16.0
33/6 33.0 6.0
33/4 33.0 4.0
15/36 15.0 36.0
11/12 11.0 12.0
28/22 28.0 22.0
36/6 36.0 6.0
14/20 14.0 20.0
35/13 35.0 13.0
32/8 32.0 8.0
4/17 4.0 17.0
1/33 1.0 33.0
18/12 18.0 12.0
23/16 23.0 16.0
22/2 22.0 2.0
30/15 30.0 15.0
21/31 21.0 31.0
30/18 30.0 18.0
19/11 19.0 11.0
1857
35/32 36/36
5/33 9/32
11/11 11/12
31/3 30/3
6/16 6/19
32/8 32/7
19/13 20/14
14/22 14/23
6/9 6/10
18/12 19/13
16/33 16/32
6/9 7/9
12/8 12/9
25/27 28/29
28/20 29/20
12/30 13/29
23/3 23/6
15/17 14/16
33/3 34/1
6/4 5/6
28/35 27/35
17/8 16/7
28/11 29/9
7/22 6/21
26/30 25/33
10/24 9/25
21/23 21/22
22/14 23/14
16/3 13/4
18/31 18/30
8/25 9/25
34/12 34/11
3/2 4/2
2/29 2/30
6/29 10/24
2/21 2/19
19/1 20/1
11/30 12/30
21/14 22/14
17/22 16/22
3/34 4/33
4/25 5/24
31/26 29/24
21/26 23/28
3/9 5/11
35/25 32/25
24/15 24/14
20/22 22/20
3/21 3/22
22/2 23/2
14/9 16/10
27/3 26/3
19/36 20/36
15/14 16/14
9/23 6/23
25/22 25/23
25/28 21/26
1/15 2/16
1/16 1/15
16/16 14/15
3/22 3/23
28/11 28/10
13/20 14/21
34/3 33/5
20/4 16/1
11/36 9/36
3/3 4/4
34/22 33/23
27/29 25/28
15/24 15/25
11/32 11/33
6/26 6/28
31/3 31/4
27/8 28/8
17/16 17/17
1/7 2/8
27/13 28/11
18/12 19/12
14/14 15/15
32/11 31/13
15/8 16/8
16/11 17/11
9/11 9/12
16/29 16/30
24/17 26/14
29/27 29/26
28/26 27/25
11/18 12/19
10/30 11/30
8/35 7/36
22/29 21/28
29/21 30/20
26/14 26/15
18/33 17/34
34/34 33/34
23/13 22/14
21/5 20/5
31/32 33/33
22/24 24/25
35/21 34/22
29/28 29/29
30/20 31/20
5/7 4/6
26/33 26/34
1/36 6/35
25/23 25/24
1/24 2/24
16/3 14/3
2/13 3/11
15/18 12/16
25/18 25/19
10/5 11/4
30/33 31/33
15/24 17/28
29/6 31/5
36/16 36/15
30/24 29/22
19/24 19/23
28/11 27/10
3/28 3/31
13/8 14/8
18/10 19/11
6/34 8/34
27/28 29/28
33/34 14/23
9/22 9/21
20/8 20/9
13/32 10/34
34/22 33/22
23/31 24/32
36/4 32/14
14/4 13/4
13/22 12/23
33/23 33/24
31/20 32/24
32/29 30/27
9/35 9/34
24/34 23/33
29/14 29/15
29/19 29/20
16/5 16/6
9/31 9/30
17/16 15/15
5/20 4/20
24/16 23/16
15/7 15/8
33/30 33/31
2/13 2/12
31/30 30/29
10/32 11/31
14/29 13/25
20/22 19/22
27/14 28/14
20/30 19/29
27/26 28/26
16/24 17/24
34/29 32/27
19/24 20/25
32/22 32/23
24/33 25/33
26/18 28/18
27/10 26/9
12/22 12/23
3/14 2/13
1/14 1/13
25/11 26/11
14/21 15/22
31/8 31/9
15/5 14/4
17/14 18/16
8/6 10/7
11/27 11/26
4/15 3/14
19/9 20/9
31/20 30/15
16/8 18/9
34/24 33/24
27/11 26/12
22/32 19/32
4/8 3/8
30/16 29/17
9/8 10/8
13/15 13/14
4/31 4/29
10/23 10/20
21/13 20/14
24/4 25/4
21/31 16/32
36/22 36/21
17/18 17/19
19/11 18/12
22/10 23/11
30/13 30/14
16/16 17/16
9/6 8/5
16/8 20/9
24/7 23/6
30/12 28/14
9/27 5/31
25/24 27/23
24/9 23/8
5/25 6/24
21/25 21/24
6/19 4/20
3/25 5/24
10/7 13/8
20/18 20/20
23/10 28/8
34/16 33/20
32/11 32/8
11/7 13/6
6/32 9/32
36/21 36/20
36/7 36/6
14/16 14/15
5/18 5/16
34/34 33/33
13/21 13/20
22/13 22/12
10/12 10/11
28/15 29/15
29/26 30/26
9/33 9/32
31/27 30/27
27/28 28/29
1/2 2/2
18/18 17/18
19/29 15/24
14/17 13/16
22/9 22/8
8/29 9/28
11/22 11/21
19/20 17/19
26/36 25/35
13/25 14/23
33/35 28/32
33/33 32/32
6/23 6/24
20/18 19/18
15/6 16/5
24/26 25/26
22/26 21/25
26/2 29/2
11/19 10/23
21/23 22/24
10/23 9/23
25/22 24/21
34/33 34/32
2/33 2/30
35/1 34/3
33/20 34/14
26/31 26/32
35/24 34/24
5/20 4/22
23/33 22/32
23/15 24/16
11/18 20/23
18/25 18/24
23/24 24/25
20/7 20/8
29/32 26/30
30/26 29/25
16/24 15/23
22/23 23/24
12/32 13/32
22/25 21/25
18/23 18/22
8/11 8/10
6/12 6/13
5/33 6/33
31/34 30/34
34/27 34/26
30/8 31/8
6/13 7/13
1/23 1/21
27/11 28/11
12/33 14/32
35/25 36/21
15/27 15/28
1/15 1/14
11/20 11/19
25/18 26/18
14/30 16/29
28/13 27/14
7/9 8/11
29/1 32/1
14/28 15/27
2/34 1/35
19/11 19/12
18/35 23/36
24/2 23/1
28/21 28/22
11/1 11/2
13/10 14/10
29/20 29/21
16/14 17/14
3/35 2/16
16/4 16/5
12/16 11/15
12/4 12/5
35/1 33/4
3/23 3/24
11/1 10/1
23/9 23/10
18/2 20/1
19/28 20/28
34/11 35/9
12/11 10/10
9/34 9/33
13/23 11/24
8/25 7/26
5/34 4/35
34/13 34/12
19/35 18/33
2/8 2/6
15/24 17/25
26/25 25/24
28/34 28/33
2/13 11/18
5/2 6/3
20/28 19/27
10/32 12/31
14/24 14/25
14/34 15/33
27/35 36/36
13/18 12/16
24/3 23/3
32/12 32/11
7/22 6/16
13/26 11/26
28/10 28/8
27/34 26/34
8/15 7/15
13/27 13/26
20/20 22/20
36/17 36/16
27/25 26/25
7/2 7/1
10/9 12/10
9/24 8/25
4/29 4/28
27/20 26/18
1/13 1/12
10/13 11/13
17/34 16/33
3/7 4/6
36/20 35/22
32/32 31/31
28/18 29/18
9/8 5/6
26/36 15/24
31/9 30/11
12/19 13/20
30/15 29/15
21/29 20/27
36/28 36/27
35/30 34/29
15/26 14/27
26/20 27/20
13/34 14/34
3/16 5/16
17/30 15/31
4/26 4/25
8/5 7/4
19/13 19/12
28/14 30/11
