4743 12146
21/26 21.0 26.0
29/34 29.0 34.0
5/30 5.0 30.0
8/66 8.0 66.0
15/10 15.0 10.0
52/57 52.0 57.0
56/9 56.0 9.0
41/46 41.0 46.0
64/3 64.0 3.0
2/29 2.0 29.0
32/15 32.0 15.0
44/39 44.0 39.0
31/66 31.0 66.0
71/48 71.0 48.0
65/15 65.0 15.0
71/45 71.0 45.0
6/21 6.0 21.0
19/32 19.0 32.0
26/50 26.0 50.0
64/55 64.0 55.0
40/51 40.0 51.0
58/53 58.0 53.0
32/4 32.0 4.0
20/52 20.0 52.0
44/67 44.0 67.0
48/38 48.0 38.0
60/14 60.0 14.0
15/3 15.0 3.0
70/66 70.0 66.0
24/7 24.0 7.0
38/59 38.0 59.0
29/2 29.0 2.0
52/25 52.0 25.0
54/40 54.0 40.0
32/50 32.0 50.0
27/55 27.0 55.0
53/60 53.0 60.0
29/8 29.0 8.0
51/38 51.0 38.0
47/10 47.0 10.0
8/40 8.0 40.0
27/22 27.0 22.0
38/20 38.0 20.0
60/54 60.0 54.0
26/59 26.0 59.0
37/42 37.0 42.0
50/24 50.0 24.0
23/57 23.0 57.0
3/17 3.0 17.0
28/47 28.0 47.0
43/40 43.0 40.0
19/20 19.0 20.0
17/29 17.0 29.0
19/51 19.0 51.0
31/41 31.0 41.0
37/67 37.0 67.0
18/33 18.0 33.0
34/14 34.0 14.0
50/39 50.0 39.0
51/5 51.0 5.0
70/62 70.0 62.0
66/39 66.0 39.0
14/51 14.0 51.0
65/39 65.0 39.0
1/10 1.0 10.0
6/16 6.0 16.0
17/8 17.0 8.0
47/13 47.0 13.0
50/43 50.0 43.0
3/28 3.0 28.0
37/34 37.0 34.0
10/51 10.0 51.0
61/24 61.0 24.0
44/37 44.0 37.0
21/57 21.0 57.0
2/12 2.0 12.0
59/63 59.0 63.0
67/12 67.0 12.0
17/67 17.0 67.0
61/64 61.0 64.0
32/71 32.0 71.0
2/36 2.0 36.0
52/47 52.0 47.0
23/34 23.0 34.0
46/52 46.0 52.0
69/50 69.0 50.0
11/22 11.0 22.0
50/23 50.0 23.0
54/53 54.0 53.0
5/11 5.0 11.0
29/3 29.0 3.0
61/31 61.0 31.0
55/64 55.0 64.0
13/4 13.0 4.0
34/19 34.0 19.0
62/34 62.0 34.0
25/30 25.0 30.0
44/7 44.0 7.0
23/38 23.0 38.0
8/61 8.0 61.0
10/44 10.0 44.0
14/23 14.0 23.0
15/24 15.0 24.0
13/28 13.0 28.0
9/4 9.0 4.0
27/25 27.0 25.0
21/27 21.0 27.0
34/6 34.0 6.0
57/50 57.0 50.0
69/38 69.0 38.0
9/35 9.0 35.0
52/35 52.0 35.0
27/36 27.0 36.0
42/61 42.0 61.0
33/33 33.0 33.0
23/71 23.0 71.0
34/31 34.0 31.0
50/35 50.0 35.0
11/62 11.0 62.0
65/50 65.0 50.0
13/68 13.0 68.0
61/9 61.0 9.0
44/30 44.0 30.0
69/13 69.0 13.0
19/31 19.0 31.0
24/62 24.0 62.0
52/17 52.0 17.0
59/55 59.0 55.0
69/16 69.0 16.0
26/12 26.0 12.0
69/68 69.0 68.0
50/4 50.0 4.0
37/25 37.0 25.0
32/7 32.0 7.0
64/63 64.0 63.0
25/26 25.0 26.0
55/2 55.0 2.0
44/65 44.0 65.0
52/50 52.0 50.0
58/45 58.0 45.0
31/38 31.0 38.0
1/5 1.0 5.0
29/45 29.0 45.0
24/39 24.0 39.0
11/33 11.0 33.0
21/3 21.0 3.0
24/5 24.0 5.0
52/66 52.0 66.0
16/18 16.0 18.0
35/64 35.0 64.0
17/23 17.0 23.0
60/18 60.0 18.0
44/41 44.0 41.0
32/19 32.0 19.0
12/2 12.0 2.0
7/18 7.0 18.0
60/43 60.0 43.0
37/4 37.0 4.0
34/50 34.0 50.0
6/28 6.0 28.0
64/10 64.0 10.0
46/57 46.0 57.0
59/68 59.0 68.0
64/26 64.0 26.0
7/44 7.0 44.0
10/29 10.0 29.0
19/67 19.0 67.0
49/30 49.0 30.0
12/49 12.0 49.0
21/25 21.0 25.0
5/27 5.0 27.0
51/50 51.0 50.0
41/55 41.0 55.0
63/22 63.0 22.0
39/27 39.0 27.0
35/66 35.0 66.0
45/63 45.0 63.0
64/20 64.0 20.0
42/36 42.0 36.0
16/28 16.0 28.0
30/18 30.0 18.0
40/71 40.0 71.0
13/62 13.0 62.0
68/50 68.0 50.0
2/70 2.0 70.0
14/49 14.0 49.0
9/62 9.0 62.0
43/14 43.0 14.0
50/34 50.0 34.0
51/31 51.0 31.0
38/27 38.0 27.0
39/22 39.0 22.0
32/6 32.0 6.0
36/45 36.0 45.0
11/27 11.0 27.0
39/64 39.0 64.0
1/51 1.0 51.0
28/54 28.0 54.0
32/36 32.0 36.0
11/40 11.0 40.0
11/31 11.0 31.0
42/30 42.0 30.0
55/48 55.0 48.0
63/11 63.0 11.0
65/44 65.0 44.0
23/61 23.0 61.0
61/60 61.0 60.0
6/56 6.0 56.0
50/63 50.0 63.0
12/39 12.0 39.0
42/56 42.0 56.0
28/64 28.0 64.0
14/60 14.0 60.0
14/8 14.0 8.0
14/47 14.0 47.0
68/61 68.0 61.0
54/16 54.0 16.0
60/33 60.0 33.0
29/55 29.0 55.0
70/47 70.0 47.0
11/12 11.0 12.0
6/14 6.0 14.0
5/1 5.0 1.0
27/44 27.0 44.0
4/21 4.0 21.0
18/20 18.0 20.0
58/6 58.0 6.0
3/4 3.0 4.0
10/2 10.0 2.0
17/62 17.0 62.0
57/7 57.0 7.0
5/38 5.0 38.0
12/45 12.0 45.0
14/25 14.0 25.0
45/4 45.0 4.0
65/41 65.0 41.0
54/54 54.0 54.0
5/51 5.0 51.0
44/28 44.0 28.0
65/55 65.0 55.0
42/15 42.0 15.0
65/63 65.0 63.0
10/50 10.0 50.0
3/64 3.0 64.0
56/67 56.0 67.0
15/12 15.0 12.0
18/64 18.0 64.0
40/70 40.0 70.0
45/23 45.0 23.0
61/29 61.0 29.0
35/9 35.0 9.0
34/45 34.0 45.0
17/64 17.0 64.0
69/21 69.0 21.0
28/40 28.0 40.0
56/65 56.0 65.0
67/56 67.0 56.0
2/67 2.0 67.0
13/55 13.0 55.0
41/8 41.0 8.0
5/7 5.0 7.0
39/1 39.0 1.0
12/40 12.0 40.0
8/3 8.0 3.0
12/69 12.0 69.0
6/69 6.0 69.0
70/69 70.0 69.0
61/62 61.0 62.0
52/54 52.0 54.0
3/40 3.0 40.0
5/60 5.0 60.0
16/11 16.0 11.0
23/31 23.0 31.0
31/68 31.0 68.0
6/8 6.0 8.0
35/42 35.0 42.0
57/38 57.0 38.0
62/43 62.0 43.0
18/10 18.0 10.0
27/35 27.0 35.0
41/54 41.0 54.0
68/65 68.0 65.0
28/43 28.0 43.0
65/42 65.0 42.0
16/35 16.0 35.0
46/59 46.0 59.0
57/55 57.0 55.0
5/64 5.0 64.0
32/16 32.0 16.0
63/62 63.0 62.0
66/57 66.0 57.0
65/2 65.0 2.0
2/15 2.0 15.0
28/30 28.0 30.0
54/68 54.0 68.0
25/32 25.0 32.0
35/57 35.0 57.0
41/36 41.0 36.0
18/18 18.0 18.0
55/27 55.0 27.0
20/48 20.0 48.0
62/21 62.0 21.0
22/21 22.0 21.0
25/48 25.0 48.0
46/53 46.0 53.0
59/8 59.0 8.0
4/45 4.0 45.0
16/63 16.0 63.0
66/22 66.0 22.0
37/59 37.0 59.0
22/52 22.0 52.0
64/27 64.0 27.0
6/71 6.0 71.0
63/33 63.0 33.0
34/23 34.0 23.0
34/67 34.0 67.0
25/70 25.0 70.0
31/25 31.0 25.0
32/9 32.0 9.0
48/67 48.0 67.0
19/4 19.0 4.0
49/51 49.0 51.0
69/48 69.0 48.0
56/43 56.0 43.0
68/1 68.0 1.0
19/55 19.0 55.0
55/50 55.0 50.0
40/63 40.0 63.0
36/11 36.0 11.0
65/37 65.0 37.0
15/28 15.0 28.0
29/50 29.0 50.0
35/11 35.0 11.0
48/4 48.0 4.0
45/57 45.0 57.0
68/46 68.0 46.0
13/2 13.0 2.0
22/23 22.0 23.0
26/47 26.0 47.0
27/54 27.0 54.0
7/10 7.0 10.0
51/42 51.0 42.0
62/52 62.0 52.0
64/48 64.0 48.0
27/58 27.0 58.0
26/8 26.0 8.0
27/70 27.0 70.0
47/69 47.0 69.0
3/5 3.0 5.0
8/8 8.0 8.0
32/37 32.0 37.0
18/2 18.0 2.0
32/28 32.0 28.0
44/24 44.0 24.0
41/43 41.0 43.0
31/64 31.0 64.0
24/59 24.0 59.0
5/17 5.0 17.0
68/49 68.0 49.0
5/68 5.0 68.0
58/69 58.0 69.0
1/22 1.0 22.0
16/37 16.0 37.0
20/61 20.0 61.0
47/1 47.0 1.0
60/3 60.0 3.0
53/40 53.0 40.0
10/64 10.0 64.0
14/17 14.0 17.0
22/5 22.0 5.0
22/54 22.0 54.0
49/13 49.0 13.0
41/33 41.0 33.0
64/59 64.0 59.0
12/59 12.0 59.0
4/6 4.0 6.0
56/13 56.0 13.0
1/52 1.0 52.0
4/55 4.0 55.0
40/66 40.0 66.0
12/10 12.0 10.0
39/25 39.0 25.0
7/23 7.0 23.0
69/37 69.0 37.0
42/60 42.0 60.0
54/11 54.0 11.0
48/24 48.0 24.0
45/31 45.0 31.0
54/19 54.0 19.0
35/49 35.0 49.0
52/65 52.0 65.0
17/13 17.0 13.0
44/66 44.0 66.0
41/13 41.0 13.0
6/37 6.0 37.0
38/67 38.0 67.0
45/65 45.0 65.0
69/34 69.0 34.0
34/20 34.0 20.0
67/71 67.0 71.0
68/7 68.0 7.0
17/18 17.0 18.0
44/27 44.0 27.0
39/67 39.0 67.0
47/67 47.0 67.0
30/25 30.0 25.0
28/12 28.0 12.0
25/14 25.0 14.0
66/12 66.0 12.0
24/65 24.0 65.0
14/48 14.0 48.0
30/56 30.0 56.0
62/13 62.0 13.0
55/3 55.0 3.0
62/1 62.0 1.0
69/47 69.0 47.0
35/14 35.0 14.0
65/51 65.0 51.0
2/21 2.0 21.0
12/37 12.0 37.0
43/23 43.0 23.0
10/27 10.0 27.0
13/50 13.0 50.0
42/57 42.0 57.0
2/38 2.0 38.0
54/46 54.0 46.0
40/7 40.0 7.0
9/61 9.0 61.0
52/13 52.0 13.0
68/14 68.0 14.0
18/55 18.0 55.0
7/6 7.0 6.0
10/33 10.0 33.0
12/44 12.0 44.0
49/37 49.0 37.0
54/63 54.0 63.0
64/34 64.0 34.0
8/39 8.0 39.0
32/63 32.0 63.0
10/70 10.0 70.0
51/60 51.0 60.0
8/16 8.0 16.0
34/17 34.0 17.0
34/44 34.0 44.0
36/56 36.0 56.0
7/31 7.0 31.0
34/11 34.0 11.0
21/8 21.0 8.0
58/57 58.0 57.0
52/12 52.0 12.0
13/63 13.0 63.0
51/33 51.0 33.0
70/71 70.0 71.0
40/47 40.0 47.0
71/69 71.0 69.0
22/1 22.0 1.0
47/68 47.0 68.0
11/17 11.0 17.0
8/42 8.0 42.0
54/58 54.0 58.0
44/26 44.0 26.0
70/1 70.0 1.0
68/38 68.0 38.0
36/39 36.0 39.0
9/27 9.0 27.0
11/30 11.0 30.0
5/8 5.0 8.0
70/2 70.0 2.0
16/68 16.0 68.0
16/24 16.0 24.0
29/19 29.0 19.0
43/31 43.0 31.0
4/28 4.0 28.0
50/70 50.0 70.0
1/48 1.0 48.0
24/45 24.0 45.0
34/33 34.0 33.0
55/55 55.0 55.0
55/45 55.0 45.0
62/40 62.0 40.0
10/37 10.0 37.0
27/45 27.0 45.0
10/13 10.0 13.0
19/28 19.0 28.0
53/69 53.0 69.0
16/7 16.0 7.0
64/68 64.0 68.0
31/3 31.0 3.0
1/63 1.0 63.0
53/4 53.0 4.0
18/14 18.0 14.0
69/10 69.0 10.0
64/8 64.0 8.0
9/48 9.0 48.0
65/36 65.0 36.0
35/10 35.0 10.0
69/52 69.0 52.0
32/30 32.0 30.0
46/43 46.0 43.0
11/58 11.0 58.0
45/8 45.0 8.0
7/65 7.0 65.0
7/69 7.0 69.0
31/2 31.0 2.0
69/70 69.0 70.0
25/5 25.0 5.0
64/44 64.0 44.0
18/59 18.0 59.0
50/27 50.0 27.0
11/14 11.0 14.0
38/71 38.0 71.0
8/17 8.0 17.0
30/38 30.0 38.0
48/61 48.0 61.0
50/67 50.0 67.0
61/6 61.0 6.0
22/7 22.0 7.0
2/47 2.0 47.0
47/8 47.0 8.0
39/26 39.0 26.0
68/52 68.0 52.0
10/25 10.0 25.0
18/32 18.0 32.0
31/43 31.0 43.0
56/48 56.0 48.0
4/20 4.0 20.0
7/13 7.0 13.0
51/4 51.0 4.0
70/27 70.0 27.0
37/10 37.0 10.0
15/53 15.0 53.0
51/10 51.0 10.0
60/8 60.0 8.0
33/48 33.0 48.0
66/9 66.0 9.0
12/52 12.0 52.0
38/22 38.0 22.0
46/47 46.0 47.0
60/35 60.0 35.0
8/46 8.0 46.0
25/71 25.0 71.0
40/31 40.0 31.0
43/41 43.0 41.0
33/58 33.0 58.0
20/53 20.0 53.0
35/41 35.0 41.0
36/25 36.0 25.0
38/21 38.0 21.0
1/45 1.0 45.0
29/70 29.0 70.0
12/13 12.0 13.0
14/28 14.0 28.0
59/16 59.0 16.0
69/66 69.0 66.0
25/11 25.0 11.0
16/14 16.0 14.0
42/39 42.0 39.0
3/38 3.0 38.0
41/7 41.0 7.0
62/8 62.0 8.0
66/45 66.0 45.0
15/65 15.0 65.0
39/42 39.0 42.0
66/66 66.0 66.0
24/43 24.0 43.0
71/20 71.0 20.0
20/68 20.0 68.0
29/35 29.0 35.0
26/61 26.0 61.0
47/71 47.0 71.0
2/66 2.0 66.0
67/16 67.0 16.0
36/71 36.0 71.0
67/45 67.0 45.0
36/1 36.0 1.0
32/59 32.0 59.0
8/19 8.0 19.0
66/8 66.0 8.0
69/20 69.0 20.0
30/10 30.0 10.0
15/2 15.0 2.0
19/24 19.0 24.0
64/31 64.0 31.0
58/7 58.0 7.0
69/9 69.0 9.0
15/56 15.0 56.0
35/37 35.0 37.0
29/65 29.0 65.0
24/32 24.0 32.0
40/43 40.0 43.0
1/41 1.0 41.0
46/28 46.0 28.0
47/27 47.0 27.0
24/42 24.0 42.0
27/61 27.0 61.0
37/70 37.0 70.0
53/25 53.0 25.0
30/43 30.0 43.0
60/45 60.0 45.0
34/5 34.0 5.0
60/57 60.0 57.0
59/58 59.0 58.0
8/57 8.0 57.0
48/37 48.0 37.0
18/5 18.0 5.0
37/47 37.0 47.0
14/26 14.0 26.0
37/15 37.0 15.0
60/51 60.0 51.0
47/53 47.0 53.0
2/54 2.0 54.0
4/70 4.0 70.0
8/1 8.0 1.0
35/67 35.0 67.0
18/57 18.0 57.0
46/5 46.0 5.0
30/71 30.0 71.0
4/69 4.0 69.0
29/18 29.0 18.0
59/51 59.0 51.0
21/30 21.0 30.0
43/43 43.0 43.0
63/8 63.0 8.0
32/3 32.0 3.0
4/12 4.0 12.0
28/70 28.0 70.0
20/50 20.0 50.0
6/45 6.0 45.0
53/49 53.0 49.0
49/66 49.0 66.0
64/39 64.0 39.0
30/34 30.0 34.0
3/68 3.0 68.0
43/4 43.0 4.0
17/46 17.0 46.0
36/24 36.0 24.0
49/64 49.0 64.0
55/22 55.0 22.0
61/8 61.0 8.0
53/37 53.0 37.0
18/4 18.0 4.0
21/59 21.0 59.0
25/24 25.0 24.0
36/48 36.0 48.0
10/6 10.0 6.0
22/47 22.0 47.0
43/29 43.0 29.0
48/63 48.0 63.0
70/35 70.0 35.0
19/47 19.0 47.0
8/65 8.0 65.0
61/14 61.0 14.0
42/23 42.0 23.0
10/41 10.0 41.0
65/68 65.0 68.0
22/16 22.0 16.0
52/41 52.0 41.0
54/2 54.0 2.0
12/15 12.0 15.0
10/9 10.0 9.0
50/37 50.0 37.0
65/64 65.0 64.0
54/65 54.0 65.0
43/42 43.0 42.0
6/65 6.0 65.0
58/64 58.0 64.0
30/11 30.0 11.0
56/32 56.0 32.0
9/67 9.0 67.0
60/25 60.0 25.0
41/23 41.0 23.0
67/18 67.0 18.0
37/3 37.0 3.0
67/55 67.0 55.0
69/45 69.0 45.0
62/2 62.0 2.0
4/63 4.0 63.0
37/43 37.0 43.0
46/66 46.0 66.0
69/55 69.0 55.0
6/43 6.0 43.0
60/5 60.0 5.0
5/45 5.0 45.0
8/63 8.0 63.0
21/54 21.0 54.0
14/45 14.0 45.0
39/47 39.0 47.0
45/22 45.0 22.0
9/68 9.0 68.0
30/62 30.0 62.0
33/63 33.0 63.0
2/41 2.0 41.0
10/63 10.0 63.0
52/14 52.0 14.0
63/66 63.0 66.0
63/54 63.0 54.0
63/19 63.0 19.0
33/21 33.0 21.0
13/40 13.0 40.0
13/18 13.0 18.0
20/63 20.0 63.0
26/53 26.0 53.0
59/22 59.0 22.0
8/22 8.0 22.0
60/7 60.0 7.0
66/40 66.0 40.0
8/50 8.0 50.0
59/17 59.0 17.0
49/1 49.0 1.0
71/46 71.0 46.0
32/68 32.0 68.0
47/5 47.0 5.0
32/11 32.0 11.0
18/45 18.0 45.0
65/59 65.0 59.0
69/26 69.0 26.0
54/55 54.0 55.0
35/63 35.0 63.0
4/48 4.0 48.0
37/66 37.0 66.0
57/18 57.0 18.0
18/23 18.0 23.0
39/69 39.0 69.0
57/51 57.0 51.0
4/66 4.0 66.0
10/62 10.0 62.0
29/25 29.0 25.0
4/32 4.0 32.0
31/59 31.0 59.0
50/54 50.0 54.0
44/69 44.0 69.0
70/43 70.0 43.0
51/32 51.0 32.0
38/13 38.0 13.0
67/23 67.0 23.0
15/54 15.0 54.0
21/34 21.0 34.0
58/9 58.0 9.0
47/26 47.0 26.0
3/29 3.0 29.0
1/42 1.0 42.0
59/7 59.0 7.0
14/68 14.0 68.0
6/25 6.0 25.0
57/36 57.0 36.0
57/8 57.0 8.0
53/36 53.0 36.0
55/43 55.0 43.0
45/3 45.0 3.0
16/47 16.0 47.0
38/26 38.0 26.0
9/19 9.0 19.0
52/36 52.0 36.0
37/36 37.0 36.0
19/54 19.0 54.0
32/42 32.0 42.0
66/29 66.0 29.0
14/55 14.0 55.0
71/30 71.0 30.0
3/7 3.0 7.0
6/41 6.0 41.0
14/46 14.0 46.0
44/20 44.0 20.0
23/50 23.0 50.0
17/65 17.0 65.0
29/69 29.0 69.0
17/66 17.0 66.0
1/55 1.0 55.0
17/15 17.0 15.0
8/28 8.0 28.0
5/26 5.0 26.0
53/5 53.0 5.0
53/27 53.0 27.0
70/63 70.0 63.0
10/36 10.0 36.0
13/12 13.0 12.0
62/49 62.0 49.0
50/61 50.0 61.0
35/56 35.0 56.0
16/45 16.0 45.0
18/6 18.0 6.0
6/36 6.0 36.0
68/30 68.0 30.0
47/55 47.0 55.0
30/27 30.0 27.0
63/65 63.0 65.0
58/28 58.0 28.0
11/55 11.0 55.0
29/5 29.0 5.0
16/60 16.0 60.0
44/29 44.0 29.0
70/26 70.0 26.0
71/1 71.0 1.0
14/22 14.0 22.0
17/33 17.0 33.0
38/34 38.0 34.0
45/43 45.0 43.0
57/61 57.0 61.0
33/30 33.0 30.0
52/29 52.0 29.0
53/48 53.0 48.0
71/31 71.0 31.0
31/46 31.0 46.0
52/58 52.0 58.0
12/31 12.0 31.0
19/49 19.0 49.0
65/54 65.0 54.0
37/56 37.0 56.0
47/6 47.0 6.0
50/48 50.0 48.0
1/38 1.0 38.0
22/40 22.0 40.0
33/57 33.0 57.0
41/66 41.0 66.0
70/38 70.0 38.0
17/9 17.0 9.0
39/45 39.0 45.0
54/39 54.0 39.0
10/26 10.0 26.0
20/22 20.0 22.0
27/24 27.0 24.0
48/7 48.0 7.0
41/37 41.0 37.0
18/31 18.0 31.0
42/29 42.0 29.0
17/11 17.0 11.0
