2371 5596
1/15 1.0 15.0
22/47 22.0 47.0
28/33 28.0 33.0
22/25 22.0 25.0
32/50 32.0 50.0
14/5 14.0 5.0
28/16 28.0 16.0
35/32 35.0 32.0
24/24 24.0 24.0
29/41 29.0 41.0
45/39 45.0 39.0
36/7 36.0 7.0
4/48 4.0 48.0
19/28 19.0 28.0
47/18 47.0 18.0
20/32 20.0 32.0
31/2 31.0 2.0
36/3 36.0 3.0
18/51 18.0 51.0
11/32 11.0 32.0
18/46 18.0 46.0
28/22 28.0 22.0
34/11 34.0 11.0
49/51 49.0 51.0
48/13 48.0 13.0
37/37 37.0 37.0
19/16 19.0 16.0
42/16 42.0 16.0
20/34 20.0 34.0
20/15 20.0 15.0
46/39 46.0 39.0
13/5 13.0 5.0
48/42 48.0 42.0
32/3 32.0 3.0
35/13 35.0 13.0
44/48 44.0 48.0
20/46 20.0 46.0
41/34 41.0 34.0
9/36 9.0 36.0
37/43 37.0 43.0
4/3 4.0 3.0
8/4 8.0 4.0
12/11 12.0 11.0
4/26 4.0 26.0
19/31 19.0 31.0
48/20 48.0 20.0
1/48 1.0 48.0
3/9 3.0 9.0
3/40 3.0 40.0
29/24 29.0 24.0
36/25 36.0 25.0
21/22 21.0 22.0
45/48 45.0 48.0
37/18 37.0 18.0
5/27 5.0 27.0
23/42 23.0 42.0
27/16 27.0 16.0
41/31 41.0 31.0
1/38 1.0 38.0
29/29 29.0 29.0
7/12 7.0 12.0
46/24 46.0 24.0
38/43 38.0 43.0
43/51 43.0 51.0
12/3 12.0 3.0
31/17 31.0 17.0
35/9 35.0 9.0
39/50 39.0 50.0
15/27 15.0 27.0
30/39 30.0 39.0
2/6 2.0 6.0
6/31 6.0 31.0
19/22 19.0 22.0
22/20 22.0 20.0
48/35 48.0 35.0
1/42 1.0 42.0
9/27 9.0 27.0
44/8 44.0 8.0
48/24 48.0 24.0
14/44 14.0 44.0
27/35 27.0 35.0
26/21 26.0 21.0
19/32 19.0 32.0
10/9 10.0 9.0
23/23 23.0 23.0
39/22 39.0 22.0
42/17 42.0 17.0
6/13 6.0 13.0
51/2 51.0 2.0
8/8 8.0 8.0
23/12 23.0 12.0
20/30 20.0 30.0
25/49 25.0 49.0
38/4 38.0 4.0
50/9 50.0 9.0
42/25 42.0 25.0
47/24 47.0 24.0
49/12 49.0 12.0
29/26 29.0 26.0
4/27 4.0 27.0
18/29 18.0 29.0
27/29 27.0 29.0
47/39 47.0 39.0
38/42 38.0 42.0
18/12 18.0 12.0
9/45 9.0 45.0
29/13 29.0 13.0
47/22 47.0 22.0
45/13 45.0 13.0
12/20 12.0 20.0
40/8 40.0 8.0
1/13 1.0 13.0
10/35 10.0 35.0
23/19 23.0 19.0
19/35 19.0 35.0
21/49 21.0 49.0
30/10 30.0 10.0
14/10 14.0 10.0
29/22 29.0 22.0
39/47 39.0 47.0
22/18 22.0 18.0
37/16 37.0 16.0
7/5 7.0 5.0
13/12 13.0 12.0
40/49 40.0 49.0
20/6 20.0 6.0
14/22 14.0 22.0
3/41 3.0 41.0
40/3 40.0 3.0
3/10 3.0 10.0
46/40 46.0 40.0
13/20 13.0 20.0
23/33 23.0 33.0
10/15 10.0 15.0
40/19 40.0 19.0
18/10 18.0 10.0
33/51 33.0 51.0
6/43 6.0 43.0
27/26 27.0 26.0
41/47 41.0 47.0
9/38 9.0 38.0
16/19 16.0 19.0
1/1 1.0 1.0
38/22 38.0 22.0
47/9 47.0 9.0
21/5 21.0 5.0
34/3 34.0 3.0
50/37 50.0 37.0
8/20 8.0 20.0
19/7 19.0 7.0
38/11 38.0 11.0
46/45 46.0 45.0
48/8 48.0 8.0
10/39 10.0 39.0
17/23 17.0 23.0
31/37 31.0 37.0
8/5 8.0 5.0
18/28 18.0 28.0
13/48 13.0 48.0
40/43 40.0 43.0
50/6 50.0 6.0
12/7 12.0 7.0
39/6 39.0 6.0
7/31 7.0 31.0
4/46 4.0 46.0
39/23 39.0 23.0
41/49 41.0 49.0
14/19 14.0 19.0
31/28 31.0 28.0
31/51 31.0 51.0
43/20 43.0 20.0
2/10 2.0 10.0
28/25 28.0 25.0
48/34 48.0 34.0
50/1 50.0 1.0
50/30 50.0 30.0
28/5 28.0 5.0
42/37 42.0 37.0
49/25 49.0 25.0
25/46 25.0 46.0
33/6 33.0 6.0
12/49 12.0 49.0
6/42 6.0 42.0
9/35 9.0 35.0
36/1 36.0 1.0
11/42 11.0 42.0
17/47 17.0 47.0
37/10 37.0 10.0
29/11 29.0 11.0
5/23 5.0 23.0
36/28 36.0 28.0
32/11 32.0 11.0
49/4 49.0 4.0
8/27 8.0 27.0
14/28 14.0 28.0
38/23 38.0 23.0
40/11 40.0 11.0
1/4 1.0 4.0
38/1 38.0 1.0
28/9 28.0 9.0
45/20 45.0 20.0
20/17 20.0 17.0
12/47 12.0 47.0
22/31 22.0 31.0
27/45 27.0 45.0
38/37 38.0 37.0
42/12 42.0 12.0
38/33 38.0 33.0
39/32 39.0 32.0
39/37 39.0 37.0
37/13 37.0 13.0
32/10 32.0 10.0
34/23 34.0 23.0
16/14 16.0 14.0
5/38 5.0 38.0
43/50 43.0 50.0
22/4 22.0 4.0
46/36 46.0 36.0
21/41 21.0 41.0
30/26 30.0 26.0
40/45 40.0 45.0
7/14 7.0 14.0
10/10 10.0 10.0
9/5 9.0 5.0
48/37 48.0 37.0
13/7 13.0 7.0
13/21 13.0 21.0
30/9 30.0 9.0
50/48 50.0 48.0
49/50 49.0 50.0
1/45 1.0 45.0
21/50 21.0 50.0
5/35 5.0 35.0
19/19 19.0 19.0
33/12 33.0 12.0
46/38 46.0 38.0
48/51 48.0 51.0
6/30 6.0 30.0
30/29 30.0 29.0
43/9 43.0 9.0
6/36 6.0 36.0
23/32 23.0 32.0
6/37 6.0 37.0
15/46 15.0 46.0
34/27 34.0 27.0
41/38 41.0 38.0
48/36 48.0 36.0
16/35 16.0 35.0
16/25 16.0 25.0
14/4 14.0 4.0
9/22 9.0 22.0
28/29 28.0 29.0
20/39 20.0 39.0
36/27 36.0 27.0
9/29 9.0 29.0
26/9 26.0 9.0
31/41 31.0 41.0
12/31 12.0 31.0
36/29 36.0 29.0
38/29 38.0 29.0
47/12 47.0 12.0
26/29 26.0 29.0
7/2 7.0 2.0
7/25 7.0 25.0
25/13 25.0 13.0
30/16 30.0 16.0
6/17 6.0 17.0
38/36 38.0 36.0
10/34 10.0 34.0
16/24 16.0 24.0
31/46 31.0 46.0
6/5 6.0 5.0
49/24 49.0 24.0
49/48 49.0 48.0
3/38 3.0 38.0
29/40 29.0 40.0
23/3 23.0 3.0
42/50 42.0 50.0
41/44 41.0 44.0
12/16 12.0 16.0
23/41 23.0 41.0
34/37 34.0 37.0
17/9 17.0 9.0
32/45 32.0 45.0
19/36 19.0 36.0
42/45 42.0 45.0
43/4 43.0 4.0
3/5 3.0 5.0
9/26 9.0 26.0
29/38 29.0 38.0
14/12 14.0 12.0
19/33 19.0 33.0
51/10 51.0 10.0
22/8 22.0 8.0
39/9 39.0 9.0
21/21 21.0 21.0
42/29 42.0 29.0
15/10 15.0 10.0
17/26 17.0 26.0
21/17 21.0 17.0
50/23 50.0 23.0
2/15 2.0 15.0
28/47 28.0 47.0
1/28 1.0 28.0
24/47 24.0 47.0
6/10 6.0 10.0
10/24 10.0 24.0
33/9 33.0 9.0
35/20 35.0 20.0
44/50 44.0 50.0
37/24 37.0 24.0
17/10 17.0 10.0
31/23 31.0 23.0
36/42 36.0 42.0
2/30 2.0 30.0
29/32 29.0 32.0
16/12 16.0 12.0
3/43 3.0 43.0
39/15 39.0 15.0
4/28 4.0 28.0
28/41 28.0 41.0
48/25 48.0 25.0
28/13 28.0 13.0
29/30 29.0 30.0
29/23 29.0 23.0
7/40 7.0 40.0
12/15 12.0 15.0
4/2 4.0 2.0
51/25 51.0 25.0
42/33 42.0 33.0
1/14 1.0 14.0
46/9 46.0 9.0
31/49 31.0 49.0
14/18 14.0 18.0
17/1 17.0 1.0
21/13 21.0 13.0
46/16 46.0 16.0
50/31 50.0 31.0
48/2 48.0 2.0
20/41 20.0 41.0
42/34 42.0 34.0
7/21 7.0 21.0
49/14 49.0 14.0
39/38 39.0 38.0
27/44 27.0 44.0
7/48 7.0 48.0
4/21 4.0 21.0
44/25 44.0 25.0
34/7 34.0 7.0
28/34 28.0 34.0
42/22 42.0 22.0
1/10 1.0 10.0
17/2 17.0 2.0
50/34 50.0 34.0
31/19 31.0 19.0
13/15 13.0 15.0
51/23 51.0 23.0
15/14 15.0 14.0
22/9 22.0 9.0
30/46 30.0 46.0
3/2 3.0 2.0
51/47 51.0 47.0
28/38 28.0 38.0
38/8 38.0 8.0
46/47 46.0 47.0
44/29 44.0 29.0
51/26 51.0 26.0
48/33 48.0 33.0
5/47 5.0 47.0
29/47 29.0 47.0
51/1 51.0 1.0
33/13 33.0 13.0
51/5 51.0 5.0
14/17 14.0 17.0
10/33 10.0 33.0
9/3 9.0 3.0
3/51 3.0 51.0
5/40 5.0 40.0
7/45 7.0 45.0
2/17 2.0 17.0
37/51 37.0 51.0
17/16 17.0 16.0
19/1 19.0 1.0
12/28 12.0 28.0
25/37 25.0 37.0
33/16 33.0 16.0
45/9 45.0 9.0
20/36 20.0 36.0
2/11 2.0 11.0
33/19 33.0 19.0
32/39 32.0 39.0
15/3 15.0 3.0
31/8 31.0 8.0
6/2 6.0 2.0
16/39 16.0 39.0
43/31 43.0 31.0
13/32 13.0 32.0
34/45 34.0 45.0
36/35 36.0 35.0
51/39 51.0 39.0
27/38 27.0 38.0
1/50 1.0 50.0
25/19 25.0 19.0
42/4 42.0 4.0
11/17 11.0 17.0
36/31 36.0 31.0
30/27 30.0 27.0
51/20 51.0 20.0
48/49 48.0 49.0
29/17 29.0 17.0
34/9 34.0 9.0
49/27 49.0 27.0
8/38 8.0 38.0
28/36 28.0 36.0
51/46 51.0 46.0
50/42 50.0 42.0
22/16 22.0 16.0
49/1 49.0 1.0
47/47 47.0 47.0
25/23 25.0 23.0
27/14 27.0 14.0
29/31 29.0 31.0
34/19 34.0 19.0
24/17 24.0 17.0
38/18 38.0 18.0
30/11 30.0 11.0
14/24 14.0 24.0
10/7 10.0 7.0
30/7 30.0 7.0
26/42 26.0 42.0
2/4 2.0 4.0
23/14 23.0 14.0
37/5 37.0 5.0
1/5 1.0 5.0
12/25 12.0 25.0
41/19 41.0 19.0
7/4 7.0 4.0
33/26 33.0 26.0
2/18 2.0 18.0
1/26 1.0 26.0
24/33 24.0 33.0
49/31 49.0 31.0
13/38 13.0 38.0
47/5 47.0 5.0
13/14 13.0 14.0
41/9 41.0 9.0
4/12 4.0 12.0
44/33 44.0 33.0
31/6 31.0 6.0
42/30 42.0 30.0
43/42 43.0 42.0
9/17 9.0 17.0
39/10 39.0 10.0
44/1 44.0 1.0
12/44 12.0 44.0
40/29 40.0 29.0
19/24 19.0 24.0
4/34 4.0 34.0
6/28 6.0 28.0
21/11 21.0 11.0
24/38 24.0 38.0
24/45 24.0 45.0
29/25 29.0 25.0
26/47 26.0 47.0
6/47 6.0 47.0
42/32 42.0 32.0
31/36 31.0 36.0
45/37 45.0 37.0
50/12 50.0 12.0
15/15 15.0 15.0
19/38 19.0 38.0
20/2 20.0 2.0
24/6 24.0 6.0
47/26 47.0 26.0
3/14 3.0 14.0
37/25 37.0 25.0
15/36 15.0 36.0
26/8 26.0 8.0
34/26 34.0 26.0
32/6 32.0 6.0
45/36 45.0 36.0
2/47 2.0 47.0
5/12 5.0 12.0
46/27 46.0 27.0
4/50 4.0 50.0
11/3 11.0 3.0
19/17 19.0 17.0
20/27 20.0 27.0
49/3 49.0 3.0
7/43 7.0 43.0
20/31 20.0 31.0
29/20 29.0 20.0
37/7 37.0 7.0
3/44 3.0 44.0
43/7 43.0 7.0
41/14 41.0 14.0
42/41 42.0 41.0
41/16 41.0 16.0
44/17 44.0 17.0
21/25 21.0 25.0
9/51 9.0 51.0
3/4 3.0 4.0
36/46 36.0 46.0
24/4 24.0 4.0
18/1 18.0 1.0
50/36 50.0 36.0
30/20 30.0 20.0
27/21 27.0 21.0
35/2 35.0 2.0
21/8 21.0 8.0
35/21 35.0 21.0
48/15 48.0 15.0
40/30 40.0 30.0
15/51 15.0 51.0
18/31 18.0 31.0
18/2 18.0 2.0
51/11 51.0 11.0
5/9 5.0 9.0
51/28 51.0 28.0
44/15 44.0 15.0
49/49 49.0 49.0
26/10 26.0 10.0
14/20 14.0 20.0
10/36 10.0 36.0
17/12 17.0 12.0
22/29 22.0 29.0
39/27 39.0 27.0
27/2 27.0 2.0
13/41 13.0 41.0
23/39 23.0 39.0
7/51 7.0 51.0
31/26 31.0 26.0
16/8 16.0 8.0
42/49 42.0 49.0
31/20 31.0 20.0
47/46 47.0 46.0
4/13 4.0 13.0
11/40 11.0 40.0
28/49 28.0 49.0
30/2 30.0 2.0
50/35 50.0 35.0
6/35 6.0 35.0
47/6 47.0 6.0
48/44 48.0 44.0
33/3 33.0 3.0
25/1 25.0 1.0
20/40 20.0 40.0
16/10 16.0 10.0
11/8 11.0 8.0
1/33 1.0 33.0
37/28 37.0 28.0
49/5 49.0 5.0
19/43 19.0 43.0
1/34 1.0 34.0
6/8 6.0 8.0
35/48 35.0 48.0
47/43 47.0 43.0
18/49 18.0 49.0
49/8 49.0 8.0
39/40 39.0 40.0
15/25 15.0 25.0
16/18 16.0 18.0
4/51 4.0 51.0
49/36 49.0 36.0
27/33 27.0 33.0
35/1 35.0 1.0
21/19 21.0 19.0
39/36 39.0 36.0
33/38 33.0 38.0
50/45 50.0 45.0
13/11 13.0 11.0
17/8 17.0 8.0
46/17 46.0 17.0
7/8 7.0 8.0
14/8 14.0 8.0
39/8 39.0 8.0
21/34 21.0 34.0
28/27 28.0 27.0
23/50 23.0 50.0
47/28 47.0 28.0
16/49 16.0 49.0
19/30 19.0 30.0
25/41 25.0 41.0
51/45 51.0 45.0
13/4 13.0 4.0
13/6 13.0 6.0
44/40 44.0 40.0
2/2 2.0 2.0
11/43 11.0 43.0
18/20 18.0 20.0
8/51 8.0 51.0
35/6 35.0 6.0
37/27 37.0 27.0
1/19 1.0 19.0
44/51 44.0 51.0
13/29 13.0 29.0
12/50 12.0 50.0
4/29 4.0 29.0
50/13 50.0 13.0
3/39 3.0 39.0
25/34 25.0 34.0
4/10 4.0 10.0
25/29 25.0 29.0
7/28 7.0 28.0
26/38 26.0 38.0
38/39 38.0 39.0
47/35 47.0 35.0
3/46 3.0 46.0
16/41 16.0 41.0
30/1 30.0 1.0
39/12 39.0 12.0
48/27 48.0 27.0
16/6 16.0 6.0
27/8 27.0 8.0
2/32 2.0 32.0
51/33 51.0 33.0
29/1 29.0 1.0
26/13 26.0 13.0
50/46 50.0 46.0
27/23 27.0 23.0
13/13 13.0 13.0
2/1 2.0 1.0
9/10 9.0 10.0
13/2 13.0 2.0
10/17 10.0 17.0
46/42 46.0 42.0
8/15 8.0 15.0
22/1 22.0 1.0
14/31 14.0 31.0
31/16 31.0 16.0
13/44 13.0 44.0
28/2 28.0 2.0
37/14 37.0 14.0
2/28 2.0 28.0
35/14 35.0 14.0
3/28 3.0 28.0
14/11 14.0 11.0
32/43 32.0 43.0
47/37 47.0 37.0
33/10 33.0 10.0
45/2 45.0 2.0
28/28 28.0 28.0
51/42 51.0 42.0
5/25 5.0 25.0
34/21 34.0 21.0
43/45 43.0 45.0
34/38 34.0 38.0
13/28 13.0 28.0
40/15 40.0 15.0
37/44 37.0 44.0
22/21 22.0 21.0
14/30 14.0 30.0
18/22 18.0 22.0
28/51 28.0 51.0
21/14 21.0 14.0
3/1 3.0 1.0
11/33 11.0 33.0
26/25 26.0 25.0
43/35 43.0 35.0
15/28 15.0 28.0
24/50 24.0 50.0
28/12 28.0 12.0
3/12 3.0 12.0
14/46 14.0 46.0
19/39 19.0 39.0
35/22 35.0 22.0
42/10 42.0 10.0
10/13 10.0 13.0
11/48 11.0 48.0
28/8 28.0 8.0
45/50 45.0 50.0
19/46 19.0 46.0
46/14 46.0 14.0
10/30 10.0 30.0
38/51 38.0 51.0
51/9 51.0 9.0
33/23 33.0 23.0
42/38 42.0 38.0
25/11 25.0 11.0
51/38 51.0 38.0
38/7 38.0 7.0
43/5 43.0 5.0
20/1 20.0 1.0
35/38 35.0 38.0
23/6 23.0 6.0
12/8 12.0 8.0
35/45 35.0 45.0
30/30 30.0 30.0
43/25 43.0 25.0
37/6 37.0 6.0
21/7 21.0 7.0
23/26 23.0 26.0
38/34 38.0 34.0
12/41 12.0 41.0
22/48 22.0 48.0
4/38 4.0 38.0
13/51 13.0 51.0
44/30 44.0 30.0
26/18 26.0 18.0
47/50 47.0 50.0
11/45 11.0 45.0
48/16 48.0 16.0
31/27 31.0 27.0
32/13 32.0 13.0
50/51 50.0 51.0
3/11 3.0 11.0
12/38 12.0 38.0
2/13 2.0 13.0
27/41 27.0 41.0
9/13 9.0 13.0
34/25 34.0 25.0
43/47 43.0 47.0
44/21 44.0 21.0
40/18 40.0 18.0
9/39 9.0 39.0
25/27 25.0 27.0
39/43 39.0 43.0
14/25 14.0 25.0
48/23 48.0 23.0
7/27 7.0 27.0
26/12 26.0 12.0
13/3 13.0 3.0
40/21 40.0 21.0
29/10 29.0 10.0
40/47 40.0 47.0
13/50 13.0 50.0
45/4 45.0 4.0
22/44 22.0 44.0
31/5 31.0 5.0
12/35 12.0 35.0
38/28 38.0 28.0
30/49 30.0 49.0
41/33 41.0 33.0
10/21 10.0 21.0
21/23 21.0 23.0
1/16 1.0 16.0
12/46 12.0 46.0
19/48 19.0 48.0
23/8 23.0 8.0
28/1 28.0 1.0
5/32 5.0 32.0
2/39 2.0 39.0
15/37 15.0 37.0
23/43 23.0 43.0
29/48 29.0 48.0
41/32 41.0 32.0
4/45 4.0 45.0
12/2 12.0 2.0
46/10 46.0 10.0
19/27 19.0 27.0
44/16 44.0 16.0
26/2 26.0 2.0
3/19 3.0 19.0
6/4 6.0 4.0
17/42 17.0 42.0
49/46 49.0 46.0
15/4 15.0 4.0
47/42 47.0 42.0
30/33 30.0 33.0
47/48 47.0 48.0
22/17 22.0 17.0
1/9 1.0 9.0
6/45 6.0 45.0
43/33 43.0 33.0
23/37 23.0 37.0
40/4 40.0 4.0
5/14 5.0 14.0
30/32 30.0 32.0
41/11 41.0 11.0
43/38 43.0 38.0
13/27 13.0 27.0
35/5 35.0 5.0
51/40 51.0 40.0
20/28 20.0 28.0
48/50 48.0 50.0
37/26 37.0 26.0
16/45 16.0 45.0
47/17 47.0 17.0
26/39 26.0 39.0
21/31 21.0 31.0
23/1 23.0 1.0
19/4 19.0 4.0
15/40 15.0 40.0
45/16 45.0 16.0
12/14 12.0 14.0
45/11 45.0 11.0
6/22 6.0 22.0
23/27 23.0 27.0
46/12 46.0 12.0
9/9 9.0 9.0
22/51 22.0 51.0
47/49 47.0 49.0
9/15 9.0 15.0
34/40 34.0 40.0
11/35 11.0 35.0
3/17 3.0 17.0
18/19 18.0 19.0
33/36 33.0 36.0
3/29 3.0 29.0
10/20 10.0 20.0
17/34 17.0 34.0
10/2 10.0 2.0
18/39 18.0 39.0
28/48 28.0 48.0
49/28 49.0 28.0
43/43 43.0 43.0
37/15 37.0 15.0
43/23 43.0 23.0
32/17 32.0 17.0
7/13 7.0 13.0
22/11 22.0 11.0
39/33 39.0 33.0
15/5 15.0 5.0
41/40 41.0 40.0
44/36 44.0 36.0
18/17 18.0 17.0
46/41 46.0 41.0
5/37 5.0 37.0
42/18 42.0 18.0
39/5 39.0 5.0
45/17 45.0 17.0
34/1 34.0 1.0
9/8 9.0 8.0
8/30 8.0 30.0
46/5 46.0 5.0
13/18 13.0 18.0
24/49 24.0 49.0
29/49 29.0 49.0
44/11 44.0 11.0
29/16 29.0 16.0
44/26 44.0 26.0
28/35 28.0 35.0
6/33 6.0 33.0
44/43 44.0 43.0
17/51 17.0 51.0
9/50 9.0 50.0
41/27 41.0 27.0
32/48 32.0 48.0
49/29 49.0 29.0
20/8 20.0 8.0
39/39 39.0 39.0
49/13 49.0 13.0
12/39 12.0 39.0
18/15 18.0 15.0
47/29 47.0 29.0
4/30 4.0 30.0
32/37 32.0 37.0
22/28 22.0 28.0
44/4 44.0 4.0
3/26 3.0 26.0
15/21 15.0 21.0
41/48 41.0 48.0
41/12 41.0 12.0
16/51 16.0 51.0
50/27 50.0 27.0
14/34 14.0 34.0
12/43 12.0 43.0
51/16 51.0 16.0
12/34 12.0 34.0
29/8 29.0 8.0
10/4 10.0 4.0
40/14 40.0 14.0
2/35 2.0 35.0
13/46 13.0 46.0
31/47 31.0 47.0
41/26 41.0 26.0
3/24 3.0 24.0
2/37 2.0 37.0
25/28 25.0 28.0
32/9 32.0 9.0
11/16 11.0 16.0
18/44 18.0 44.0
33/37 33.0 37.0
48/32 48.0 32.0
38/48 38.0 48.0
37/4 37.0 4.0
40/9 40.0 9.0
2/45 2.0 45.0
21/36 21.0 36.0
49/9 49.0 9.0
14/50 14.0 50.0
49/42 49.0 42.0
10/1 10.0 1.0
16/20 16.0 20.0
36/48 36.0 48.0
51/32 51.0 32.0
25/17 25.0 17.0
7/39 7.0 39.0
13/24 13.0 24.0
2/14 2.0 14.0
33/32 33.0 32.0
6/24 6.0 24.0
27/51 27.0 51.0
37/49 37.0 49.0
33/17 33.0 17.0
8/10 8.0 10.0
36/44 36.0 44.0
37/12 37.0 12.0
47/1 47.0 1.0
24/28 24.0 28.0
49/39 49.0 39.0
31/45 31.0 45.0
36/22 36.0 22.0
43/13 43.0 13.0
21/6 21.0 6.0
39/31 39.0 31.0
48/43 48.0 43.0
33/49 33.0 49.0
34/6 34.0 6.0
14/42 14.0 42.0
8/50 8.0 50.0
23/47 23.0 47.0
32/21 32.0 21.0
18/33 18.0 33.0
50/10 50.0 10.0
50/8 50.0 8.0
48/9 48.0 9.0
31/38 31.0 38.0
26/7 26.0 7.0
45/1 45.0 1.0
9/44 9.0 44.0
13/16 13.0 16.0
1/41 1.0 41.0
31/7 31.0 7.0
18/13 18.0 13.0
13/33 13.0 33.0
51/29 51.0 29.0
2/20 2.0 20.0
43/17 43.0 17.0
3/25 3.0 25.0
5/51 5.0 51.0
46/19 46.0 19.0
25/33 25.0 33.0
41/22 41.0 22.0
39/20 39.0 20.0
43/15 43.0 15.0
36/21 36.0 21.0
21/46 21.0 46.0
28/17 28.0 17.0
47/11 47.0 11.0
22/23 22.0 23.0
23/21 23.0 21.0
12/27 12.0 27.0
30/36 30.0 36.0
50/43 50.0 43.0
12/1 12.0 1.0
28/19 28.0 19.0
37/32 37.0 32.0
45/7 45.0 7.0
7/22 7.0 22.0
37/30 37.0 30.0
13/45 13.0 45.0
20/35 20.0 35.0
45/29 45.0 29.0
15/43 15.0 43.0
15/9 15.0 9.0
25/20 25.0 20.0
49/30 49.0 30.0
11/4 11.0 4.0
25/2 25.0 2.0
23/5 23.0 5.0
49/6 49.0 6.0
50/39 50.0 39.0
48/3 48.0 3.0
41/10 41.0 10.0
23/40 23.0 40.0
29/18 29.0 18.0
17/50 17.0 50.0
47/45 47.0 45.0
28/20 28.0 20.0
5/39 5.0 39.0
26/1 26.0 1.0
21/2 21.0 2.0
31/35 31.0 35.0
5/36 5.0 36.0
33/1 33.0 1.0
2/5 2.0 5.0
29/3 29.0 3.0
31/43 31.0 43.0
21/27 21.0 27.0
16/28 16.0 28.0
39/18 39.0 18.0
38/13 38.0 13.0
51/37 51.0 37.0
14/13 14.0 13.0
34/18 34.0 18.0
36/34 36.0 34.0
27/40 27.0 40.0
1/29 1.0 29.0
15/7 15.0 7.0
5/24 5.0 24.0
15/29 15.0 29.0
48/4 48.0 4.0
48/47 48.0 47.0
8/21 8.0 21.0
16/46 16.0 46.0
28/26 28.0 26.0
24/32 24.0 32.0
50/11 50.0 11.0
45/3 45.0 3.0
39/48 39.0 48.0
10/18 10.0 18.0
28/44 28.0 44.0
44/47 44.0 47.0
15/2 15.0 2.0
18/23 18.0 23.0
39/49 39.0 49.0
10/42 10.0 42.0
41/21 41.0 21.0
10/46 10.0 46.0
4/7 4.0 7.0
7/24 7.0 24.0
46/2 46.0 2.0
11/1 11.0 1.0
11/11 11.0 11.0
23/29 23.0 29.0
8/22 8.0 22.0
23/46 23.0 46.0
17/15 17.0 15.0
32/40 32.0 40.0
40/5 40.0 5.0
10/45 10.0 45.0
9/28 9.0 28.0
47/25 47.0 25.0
42/2 42.0 2.0
51/6 51.0 6.0
3/16 3.0 16.0
36/36 36.0 36.0
4/9 4.0 9.0
28/6 28.0 6.0
38/50 38.0 50.0
21/51 21.0 51.0
4/6 4.0 6.0
40/16 40.0 16.0
17/36 17.0 36.0
45/40 45.0 40.0
50/15 50.0 15.0
34/16 34.0 16.0
45/46 45.0 46.0
2/43 2.0 43.0
1/22 1.0 22.0
15/48 15.0 48.0
39/26 39.0 26.0
45/24 45.0 24.0
42/21 42.0 21.0
27/30 27.0 30.0
31/3 31.0 3.0
24/44 24.0 44.0
33/48 33.0 48.0
38/3 38.0 3.0
3/8 3.0 8.0
24/11 24.0 11.0
12/23 12.0 23.0
25/6 25.0 6.0
40/31 40.0 31.0
2/12 2.0 12.0
25/32 25.0 32.0
32/25 32.0 25.0
44/19 44.0 19.0
12/9 12.0 9.0
48/45 48.0 45.0
13/26 13.0 26.0
42/24 42.0 24.0
21/30 21.0 30.0
