335 883
4/7 4.0 7.0
3/8 3.0 8.0
15/5 15.0 5.0
1/5 1.0 5.0
3/10 3.0 10.0
19/8 19.0 8.0
10/14 10.0 14.0
11/15 11.0 15.0
12/12 12.0 12.0
4/12 4.0 12.0
5/9 5.0 9.0
5/12 5.0 12.0
6/1 6.0 1.0
6/16 6.0 16.0
4/9 4.0 9.0
17/13 17.0 13.0
13/10 13.0 10.0
20/7 20.0 7.0
16/18 16.0 18.0
2/6 2.0 6.0
1/13 1.0 13.0
5/6 5.0 6.0
10/1 10.0 1.0
6/4 6.0 4.0
2/18 2.0 18.0
8/1 8.0 1.0
9/2 9.0 2.0
9/18 9.0 18.0
2/19 2.0 19.0
9/5 9.0 5.0
6/14 6.0 14.0
2/12 2.0 12.0
7/18 7.0 18.0
14/4 14.0 4.0
12/20 12.0 20.0
6/11 6.0 11.0
3/5 3.0 5.0
4/15 4.0 15.0
11/19 11.0 19.0
7/5 7.0 5.0
6/10 6.0 10.0
3/12 3.0 12.0
15/14 15.0 14.0
16/2 16.0 2.0
1/11 1.0 11.0
13/2 13.0 2.0
1/20 1.0 20.0
18/1 18.0 1.0
6/12 6.0 12.0
13/4 13.0 4.0
1/14 1.0 14.0
13/8 13.0 8.0
5/11 5.0 11.0
15/9 15.0 9.0
4/13 4.0 13.0
8/2 8.0 2.0
6/7 6.0 7.0
16/9 16.0 9.0
7/17 7.0 17.0
6/2 6.0 2.0
7/19 7.0 19.0
15/13 15.0 13.0
16/19 16.0 19.0
10/2 10.0 2.0
19/5 19.0 5.0
2/5 2.0 5.0
19/9 19.0 9.0
11/4 11.0 4.0
10/15 10.0 15.0
10/11 10.0 11.0
20/12 20.0 12.0
2/17 2.0 17.0
18/7 18.0 7.0
6/15 6.0 15.0
15/10 15.0 10.0
5/19 5.0 19.0
12/4 12.0 4.0
11/14 11.0 14.0
10/12 10.0 12.0
5/17 5.0 17.0
1/6 1.0 6.0
20/16 20.0 16.0
19/16 19.0 16.0
9/16 9.0 16.0
5/10 5.0 10.0
17/20 17.0 20.0
18/8 18.0 8.0
19/14 19.0 14.0
18/14 18.0 14.0
16/20 16.0 20.0
7/11 7.0 11.0
10/8 10.0 8.0
16/3 16.0 3.0
14/9 14.0 9.0
4/5 4.0 5.0
6/6 6.0 6.0
7/20 7.0 20.0
3/13 3.0 13.0
18/4 18.0 4.0
12/10 12.0 10.0
20/11 20.0 11.0
16/1 16.0 1.0
8/3 8.0 3.0
11/7 11.0 7.0
6/17 6.0 17.0
16/6 16.0 6.0
17/10 17.0 10.0
5/14 5.0 14.0
3/19 3.0 19.0
18/16 18.0 16.0
6/18 6.0 18.0
8/20 8.0 20.0
8/12 8.0 12.0
11/13 11.0 13.0
20/5 20.0 5.0
8/18 8.0 18.0
11/2 11.0 2.0
2/8 2.0 8.0
11/11 11.0 11.0
10/7 10.0 7.0
3/3 3.0 3.0
883
16/4 16/5
10/18 18/19
15/19 16/20
8/18 6/19
7/2 4/1
19/5 19/4
16/3 16/4
18/15 17/16
8/6 7/5
10/20 9/20
11/9 10/8
18/5 17/7
15/7 15/6
15/4 16/4
6/12 7/11
16/2 16/3
20/14 19/15
4/1 8/2
4/5 5/5
7/8 7/9
9/10 10/9
4/6 5/6
6/6 7/5
8/2 8/3
17/3 18/4
16/2 14/4
14/2 13/3
19/20 18/20
15/8 14/9
11/11 11/10
11/4 12/4
7/8 8/9
15/6 14/7
16/1 17/1
20/13 20/14
15/2 16/2
3/13 2/13
16/19 18/20
13/19 13/20
20/1 18/2
16/4 15/5
3/20 4/19
19/11 18/12
12/19 12/20
4/10 5/10
13/14 12/13
17/4 18/4
2/19 5/18
14/5 15/4
20/7 20/8
16/11 16/10
7/15 8/15
3/3 1/2
5/18 6/17
18/6 17/8
3/3 3/2
7/13 6/14
2/7 2/8
5/11 6/10
13/13 14/14
17/1 18/1
15/12 16/13
6/4 5/2
7/5 7/6
6/12 5/11
8/15 8/14
5/14 2/16
16/7 15/8
9/10 9/11
13/15 7/16
2/17 1/17
15/8 15/7
1/1 1/2
4/19 1/20
11/6 12/6
8/20 7/20
18/20 17/20
18/2 19/2
9/4 10/4
3/8 4/6
8/11 9/10
17/6 18/5
14/13 16/14
4/4 4/5
16/11 15/12
5/19 9/20
3/13 3/12
7/9 3/10
16/9 15/11
8/12 9/11
4/11 3/10
15/4 13/5
9/10 10/10
8/9 8/8
17/6 17/7
5/13 5/12
5/6 6/5
4/7 4/8
15/7 14/8
8/10 9/10
12/1 11/1
15/6 16/6
11/19 10/18
7/13 6/13
16/5 17/5
5/9 3/10
12/10 13/10
16/19 15/19
2/2 3/3
8/12 7/13
2/18 2/19
11/5 10/6
5/15 4/15
15/19 18/20
19/6 20/5
1/19 2/17
3/2 3/1
6/18 5/18
12/3 9/4
11/15 11/14
2/8 2/9
19/9 19/8
11/4 13/5
13/13 14/11
9/10 7/11
12/2 13/1
11/12 10/13
9/7 10/9
15/10 13/13
17/4 17/5
3/17 4/17
1/14 1/15
7/10 8/10
4/19 5/19
5/6 6/7
6/4 8/3
17/4 16/3
6/14 5/14
6/19 6/18
12/2 13/2
3/17 2/17
1/12 2/12
15/13 16/14
12/11 12/12
13/3 15/2
17/9 16/10
10/15 3/16
9/6 10/7
15/20 14/20
7/10 7/11
9/4 11/5
5/8 6/7
1/15 2/14
2/17 2/18
10/8 10/9
5/2 8/3
14/6 13/8
12/2 12/1
6/20 5/20
16/2 17/2
6/9 5/8
13/15 14/14
10/13 9/14
5/17 7/16
5/20 5/19
8/11 2/16
15/13 16/13
2/14 2/13
10/14 11/13
4/14 5/13
9/12 10/12
14/3 16/2
17/9 18/12
5/4 6/4
11/19 9/20
18/14 19/14
13/13 13/14
2/6 3/6
20/9 19/9
9/3 9/4
16/14 16/13
19/5 20/3
19/13 20/13
5/10 6/10
17/2 18/2
13/5 14/5
18/9 17/9
18/5 19/5
18/12 16/13
4/1 6/1
10/18 12/19
3/6 2/5
12/6 13/5
12/3 12/2
16/3 14/4
10/12 11/12
10/7 10/8
5/19 8/20
2/6 1/2
13/14 14/14
9/18 8/18
6/2 8/3
3/3 4/3
18/5 17/4
19/20 18/19
2/8 1/9
9/6 10/5
20/10 19/9
6/12 5/12
13/2 13/1
5/11 4/13
4/1 3/3
16/9 14/12
2/13 3/12
5/2 4/1
8/8 9/8
3/8 2/9
17/6 16/8
11/2 10/1
2/13 2/12
10/2 10/1
12/13 13/13
15/4 16/3
19/14 13/15
5/8 5/9
17/13 18/14
10/3 11/2
12/13 11/12
15/1 16/2
13/18 14/18
18/16 19/16
11/13 8/15
3/5 3/4
7/18 6/19
19/4 19/3
10/4 11/5
3/6 3/5
11/14 12/14
2/6 2/7
15/11 14/12
16/10 17/10
12/12 13/13
8/5 9/5
6/13 7/12
10/5 10/6
18/15 18/16
10/3 11/3
7/19 9/18
6/14 6/13
5/17 2/19
20/1 20/2
7/8 7/7
9/3 8/4
4/13 3/14
8/15 9/15
7/12 7/13
3/17 7/16
8/6 9/6
17/18 16/18
11/11 13/10
10/7 12/6
9/10 7/9
2/14 1/14
20/20 18/19
4/5 4/6
12/3 11/2
7/9 5/8
3/4 4/5
18/5 18/6
2/9 4/8
13/5 10/4
1/10 4/8
8/5 9/6
14/12 14/13
10/7 11/6
8/18 7/18
12/10 11/11
18/5 19/4
1/7 1/8
4/4 3/4
10/20 11/19
1/11 1/12
18/15 19/16
10/14 8/15
14/9 13/10
4/1 5/5
9/1 10/2
2/16 7/12
13/4 13/3
3/16 2/16
7/16 1/17
9/2 10/2
11/5 12/5
2/19 3/19
7/18 6/18
9/14 11/13
14/8 14/7
13/2 15/1
7/20 5/19
6/14 6/15
12/20 11/20
17/14 18/14
18/16 17/16
13/13 16/9
3/15 2/16
10/12 10/13
9/3 11/2
16/8 16/9
19/14 18/15
17/4 16/5
3/19 4/19
3/14 2/14
18/19 13/18
17/2 17/3
13/6 14/5
20/2 20/3
14/7 14/6
18/7 18/8
20/2 19/4
2/14 3/13
2/2 1/2
13/2 14/2
11/14 11/13
15/10 14/11
3/5 2/4
12/3 13/2
5/5 4/3
3/14 5/11
9/4 10/3
1/19 2/19
6/11 6/10
15/10 11/11
16/6 17/6
20/12 20/13
18/12 19/13
8/11 9/11
5/15 6/15
9/15 2/16
19/3 20/1
15/13 15/12
17/9 18/7
18/13 18/12
15/14 16/14
13/13 11/12
17/8 19/5
14/6 14/5
16/2 17/3
20/14 20/16
4/13 5/13
11/12 12/12
16/10 15/12
4/7 3/8
7/15 6/14
14/5 15/5
14/10 15/10
3/8 4/8
18/11 19/11
7/1 9/2
4/8 6/7
1/6 1/7
1/8 2/8
18/13 19/13
4/19 5/18
17/10 17/11
14/19 15/20
19/14 20/14
9/13 9/14
3/19 5/18
10/8 9/7
20/5 20/6
10/15 11/15
17/8 18/7
5/12 5/11
8/15 9/14
10/12 9/11
9/6 9/7
7/9 7/10
5/15 2/16
19/7 18/8
7/6 7/7
12/14 11/13
9/8 10/9
2/16 1/17
3/7 2/8
5/7 6/7
19/6 19/5
5/9 1/10
11/14 10/15
10/9 10/10
2/4 2/5
6/7 7/7
10/19 11/19
19/6 18/7
4/3 4/4
16/8 17/7
8/18 7/19
2/7 1/6
17/8 18/5
15/1 14/2
5/16 1/17
3/8 3/7
1/10 4/9
15/1 13/1
19/7 19/6
16/6 17/5
15/2 15/1
11/12 10/11
20/8 20/9
13/6 14/6
14/6 15/6
7/9 8/10
19/3 18/5
4/5 3/5
5/14 4/15
8/12 9/13
3/12 4/11
13/20 12/19
12/12 15/10
8/8 7/6
5/18 5/17
20/6 19/7
1/19 1/20
17/2 16/1
13/12 13/13
3/6 4/5
13/5 14/4
19/16 20/16
15/19 14/19
1/10 1/11
14/8 15/6
4/17 5/17
9/13 10/12
3/13 4/11
19/8 20/7
5/5 6/5
12/4 12/3
1/13 1/14
20/12 19/13
14/12 13/13
18/1 18/2
6/15 7/15
12/12 13/12
1/14 2/13
2/11 3/12
7/16 4/17
18/14 20/13
2/13 1/13
2/17 1/18
6/6 7/6
12/12 14/11
5/11 6/11
4/12 3/14
14/6 13/7
7/19 9/20
5/11 5/10
18/7 16/10
15/14 13/15
15/6 16/4
16/13 17/13
15/14 13/13
1/18 1/19
12/18 18/19
9/6 10/6
8/7 8/6
3/3 4/4
6/18 5/19
12/6 14/5
8/12 9/12
8/16 13/15
3/15 3/14
9/15 10/15
10/7 11/7
13/10 14/10
16/5 15/6
14/10 15/9
11/19 12/19
11/9 11/8
17/9 18/11
4/11 5/11
7/1 8/1
20/9 20/10
2/2 2/1
6/19 7/19
11/2 11/1
19/5 20/5
8/12 8/11
14/2 15/2
6/14 8/15
19/4 20/1
1/16 2/15
3/12 3/10
12/3 13/3
1/1 2/1
13/4 16/2
19/7 18/7
14/9 14/8
8/15 2/16
7/20 6/20
13/19 10/18
11/6 12/5
3/14 2/15
2/19 1/20
17/18 18/19
8/16 7/16
17/3 17/4
2/6 3/7
4/13 5/12
9/19 10/18
19/15 18/15
2/8 3/8
5/18 7/17
1/15 1/16
5/5 4/4
2/3 3/3
14/10 11/11
9/10 8/9
3/13 4/12
14/5 16/4
7/2 6/2
10/10 10/11
5/11 4/10
6/10 7/10
7/8 8/8
17/13 18/13
8/7 9/8
2/7 1/2
2/16 9/10
20/10 20/11
4/6 4/7
16/2 13/3
2/9 1/9
11/13 11/12
9/20 10/19
6/9 5/9
13/4 12/3
8/3 10/2
6/16 13/15
11/4 12/3
5/14 6/13
19/16 20/14
14/14 15/14
12/11 11/12
12/14 13/14
14/13 15/13
11/9 10/7
12/11 15/10
5/8 7/8
8/2 6/1
9/20 8/20
14/4 15/4
9/13 10/13
15/12 14/13
4/11 4/12
17/9 17/10
5/5 5/6
3/16 5/16
15/8 14/8
4/9 5/8
17/13 17/14
11/12 11/11
8/5 8/4
5/17 6/17
19/16 19/15
2/16 6/13
11/12 10/10
6/12 6/11
16/7 15/7
8/14 8/12
17/12 16/11
4/20 3/20
13/5 11/6
10/2 11/2
3/17 2/19
1/18 1/17
19/15 19/14
6/1 7/1
18/19 15/18
4/5 5/6
5/6 7/7
1/13 2/12
17/2 18/1
7/17 7/16
1/2 2/3
5/13 6/12
16/8 15/10
18/2 17/3
2/12 3/12
9/10 6/12
5/19 4/20
5/4 4/1
9/5 9/6
5/19 6/19
4/14 3/15
4/10 7/9
16/13 17/12
2/1 3/2
16/9 17/8
8/14 9/13
16/7 15/6
13/3 14/3
11/2 11/3
13/4 14/3
6/5 6/6
11/10 12/10
6/15 2/16
4/10 4/11
2/15 2/14
1/10 6/7
1/12 1/13
13/1 12/1
18/9 20/10
12/11 11/11
16/1 15/1
9/12 9/13
8/7 9/7
1/3 1/5
9/3 10/3
7/11 8/10
2/12 2/11
15/9 15/8
2/11 1/11
10/18 14/19
20/6 20/7
12/14 11/15
10/5 11/5
15/5 14/6
2/4 3/6
8/3 9/2
7/17 9/16
17/7 16/9
9/1 10/1
18/8 20/7
2/18 3/17
8/8 7/7
13/15 9/16
15/20 15/19
17/4 16/2
9/10 5/13
10/1 11/1
6/18 4/19
7/1 8/2
1/9 1/10
6/2 5/2
14/20 13/20
11/3 12/3
12/18 13/18
10/9 11/10
9/2 8/1
19/3 19/2
11/8 11/7
1/17 6/16
7/5 8/4
14/19 14/20
7/2 8/3
13/4 14/4
7/12 8/11
7/17 6/17
16/13 17/14
4/6 5/7
2/8 1/7
17/11 16/10
16/7 16/8
2/3 2/4
11/10 11/9
17/8 16/10
12/19 13/19
2/11 2/10
13/3 13/2
8/14 9/14
6/5 7/5
20/3 19/4
18/12 18/11
11/15 13/14
9/2 9/1
16/6 16/7
16/18 15/18
16/5 16/6
18/12 17/11
3/16 1/17
10/4 12/5
20/7 19/7
18/12 17/13
7/9 6/9
8/8 8/7
1/16 1/17
15/10 15/9
14/9 14/10
10/7 11/8
5/6 5/7
12/3 10/4
18/6 19/5
11/11 10/10
2/10 5/9
1/10 2/10
17/5 18/5
2/5 2/6
5/19 6/20
5/20 4/20
10/19 10/18
11/20 11/19
11/20 10/20
8/14 7/13
1/2 2/4
11/13 12/13
18/13 18/14
11/2 8/3
9/20 9/19
3/6 4/6
8/9 7/9
5/4 5/5
3/14 3/13
7/17 8/16
15/10 16/9
2/1 3/1
19/9 20/8
12/6 13/6
1/12 2/11
6/11 7/11
9/19 9/18
13/10 14/7
13/20 12/20
20/7 17/9
13/10 14/6
16/10 15/11
3/7 3/6
10/11 9/10
3/10 4/10
7/19 9/19
8/2 9/2
1/2 1/3
3/7 2/7
18/12 20/12
16/14 13/15
2/15 1/15
9/19 10/19
10/18 9/18
5/15 5/14
15/11 17/8
15/6 15/5
11/3 9/4
6/4 5/5
11/2 12/2
1/10 2/11
8/4 6/5
7/16 6/16
2/10 3/10
7/7 6/6
17/5 17/6
18/4 18/5
19/2 20/1
20/11 19/11
9/11 9/12
10/6 10/7
11/9 13/10
2/16 2/15
1/7 2/7
9/3 6/4
15/9 16/8
20/3 20/5
18/9 20/11
18/14 19/13
12/13 12/14
1/1 2/2
10/12 9/10
16/13 16/11
16/4 17/4
11/6 11/5
5/7 4/8
8/4 9/4
8/5 9/4
5/6 6/6
6/4 8/4
16/7 17/6
10/11 10/12
16/8 15/8
16/20 15/20
19/3 18/4
6/10 7/9
8/4 5/5
17/7 17/8
11/2 12/1
11/19 12/20
4/19 4/20
2/2 3/2
12/5 13/5
2/18 1/19
10/18 12/18
2/16 4/15
16/19 19/20
15/1 17/2
9/4 9/5
16/10 14/13
12/6 13/8
4/13 4/14
6/17 7/16
2/5 1/2
6/7 7/8
10/5 9/4
13/7 13/8
9/16 8/16
3/4 2/4
13/19 14/20
17/11 17/12
6/10 7/11
12/4 13/4
11/2 6/4
1/20 3/19
13/5 13/4
10/6 11/6
2/9 1/10
16/20 17/20
9/10 8/8
6/14 8/14
2/16 1/16
5/14 6/15
4/1 3/2
7/6 8/6
4/7 5/7
18/19 16/18
9/7 8/6
15/18 14/18
8/7 7/6
9/10 4/14
14/11 13/12
18/7 19/5
20/20 19/20
10/14 11/14
12/4 13/5
2/3 3/4
10/13 11/13
8/6 8/5
19/8 18/9
3/1 4/1
19/8 17/9
13/19 14/19
20/11 18/12
11/14 8/15
1/5 2/7
11/7 12/6
7/12 8/12
2/11 3/10
9/7 10/7
4/6 3/7
13/10 14/8
9/5 10/5
9/7 9/8
17/2 17/1
13/13 14/13
5/9 4/9
12/10 11/9
11/10 10/8
15/11 14/13
5/16 6/16
1/5 1/6
4/17 2/19
20/13 19/14
13/6 13/7
13/7 12/6
19/9 18/9
9/8 9/10
1/8 1/9
3/15 4/13
15/14 14/13
7/9 5/10
17/12 18/12
6/2 4/1
7/5 8/5
10/9 11/11
7/2 8/2
17/10 18/12
3/4 3/3
10/4 11/4
8/1 9/1
20/11 20/12
4/12 5/11
3/14 2/16
16/14 17/14
16/11 17/11
20/8 19/8
18/8 17/9
9/15 11/14
15/9 14/9
19/7 20/5
