163 246
1/13 1/14
3/9 2/8
1/8 1/9
7/14 6/14
14/8 14/9
14/1 14/2
6/14 5/14
8/9 9/8
15/5 15/4
12/15 11/15
6/9 5/6
12/11 11/10
6/9 7/8
12/9 12/10
11/2 13/3
6/12 5/11
8/7 5/5
4/4 5/5
3/4 2/5
12/10 11/10
7/9 7/8
3/9 3/8
14/9 14/10
6/3 7/4
1/10 1/11
9/6 5/1
14/5 14/6
5/5 3/2
4/7 3/5
14/3 14/4
8/15 10/10
6/13 6/12
8/8 7/9
3/5 3/4
7/10 8/9
3/5 4/9
11/5 10/5
14/6 14/7
2/15 3/15
2/1 4/2
12/10 12/11
7/5 8/6
4/10 3/9
15/14 13/13
6/5 8/7
13/13 11/12
6/13 5/14
1/11 1/12
14/4 14/5
2/9 1/9
2/5 3/9
2/13 2/14
15/15 14/14
8/6 6/3
14/2 14/3
6/1 5/1
7/4 8/5
13/6 14/5
6/1 14/2
5/10 5/11
6/11 7/10
3/2 4/3
14/14 13/13
6/14 6/15
3/2 2/2
12/6 12/7
1/14 1/15
6/9 5/9
14/5 15/4
9/1 10/1
4/5 3/5
7/8 7/7
5/5 2/3
4/8 4/9
11/15 10/15
12/5 11/5
8/5 9/6
15/2 14/2
2/10 2/11
5/11 6/9
6/12 7/10
3/4 5/5
12/7 13/6
12/3 12/4
12/11 12/12
13/15 12/15
5/9 5/10
8/4 9/5
3/15 3/14
14/6 13/7
6/9 6/8
5/10 4/5
6/13 2/8
